CO_TAZID,MF_Units,SF_Units
351227,3.0,241.0
351229,741.0,0.0
351230,2.0,619.0
351231,8.0,508.0
351232,0.0,209.0
351237,0.0,2.0
351239,309.0,55.0
351240,2.0,258.0
351241,69.0,749.0
351242,66.0,401.0
351243,71.0,148.0
351245,282.0,110.0
351246,171.0,174.0
351247,312.0,145.0
351250,59.0,648.0
351251,41.0,410.0
351253,593.0,0.0
351257,0.0,173.0
351258,0.0,75.0
351259,0.0,71.0
351260,4.0,108.0
351261,3.0,122.0
351262,353.0,182.0
351263,0.0,15.0
351264,5.0,151.0
351266,0.0,141.0
351267,9.0,164.0
351268,0.0,169.0
351269,1.0,95.0
351270,2.0,103.0
351271,0.0,5.0
351272,187.0,111.0
351273,141.0,234.0
351274,0.0,1.0
351275,2.0,159.0
351276,1.0,310.0
351277,265.0,260.0
351278,728.0,343.0
351279,1.0,53.0
351281,0.0,22.0
351295,0.0,1.0
351307,0.0,2.0
490003,0.0,1.0
490004,0.0,3.0
490005,1.0,3.0
490006,0.0,6.0
490007,0.0,23.0
490008,0.0,4.0
490011,0.0,1.0
490012,0.0,1.0
490021,0.0,1.0
490025,0.0,83.0
490026,0.0,10.0
490027,0.0,1.0
490030,0.0,51.0
490031,0.0,5.0
490032,0.0,1.0
490035,0.0,3.0
490039,0.0,2.0
490056,0.0,12.0
490057,0.0,117.0
490058,0.0,8.0
490059,0.0,18.0
490060,0.0,33.0
490087,0.0,1.0
490089,0.0,37.0
490092,0.0,1.0
490104,0.0,33.0
490107,0.0,72.0
490117,42.0,184.0
490118,0.0,275.0
490121,0.0,1.0
490137,0.0,265.0
490145,0.0,154.0
490146,8.0,235.0
490147,4.0,184.0
490148,10.0,354.0
490150,0.0,1.0
490153,0.0,30.0
490155,0.0,5.0
490157,0.0,1.0
490158,0.0,1.0
490159,0.0,18.0
490182,0.0,12.0
490184,0.0,4.0
490185,0.0,6.0
490187,0.0,79.0
490202,0.0,247.0
490203,0.0,171.0
490204,0.0,170.0
490205,14.0,180.0
490207,322.0,73.0
490208,213.0,222.0
490209,70.0,0.0
490210,0.0,261.0
490211,116.0,531.0
490214,0.0,148.0
490215,0.0,320.0
490216,0.0,272.0
490217,117.0,246.0
490218,0.0,552.0
490220,0.0,316.0
490221,0.0,329.0
490224,0.0,3.0
490226,0.0,1.0
490238,0.0,126.0
490243,0.0,316.0
490244,0.0,334.0
490245,0.0,95.0
490246,0.0,54.0
490247,0.0,366.0
490248,23.0,70.0
490249,0.0,255.0
490250,0.0,366.0
490251,0.0,176.0
490252,0.0,66.0
490253,0.0,98.0
490254,0.0,418.0
490262,0.0,307.0
490263,0.0,188.0
490266,0.0,1.0
490270,0.0,3.0
490274,1.0,5.0
490276,0.0,2.0
490277,0.0,288.0
490278,0.0,6.0
490279,0.0,103.0
490280,0.0,5.0
490281,0.0,70.0
490282,0.0,27.0
490284,110.0,16.0
490289,0.0,5.0
490290,0.0,4.0
490291,0.0,2.0
490293,0.0,6.0
490295,0.0,103.0
490297,292.0,2.0
490305,0.0,8.0
490306,0.0,1.0
490307,221.0,9.0
490308,249.0,540.0
490309,55.0,2.0
490310,304.0,551.0
490311,0.0,1.0
490312,0.0,329.0
490313,0.0,202.0
490314,0.0,150.0
490315,0.0,26.0
490316,0.0,353.0
490317,0.0,216.0
490318,54.0,157.0
490319,0.0,613.0
490320,0.0,106.0
490321,0.0,75.0
490322,0.0,53.0
490323,0.0,104.0
490324,0.0,273.0
490325,215.0,239.0
490326,0.0,415.0
490327,4.0,319.0
490328,0.0,128.0
490329,0.0,102.0
490330,57.0,153.0
490331,20.0,129.0
490332,59.0,161.0
490334,12.0,5.0
490335,0.0,1.0
490336,0.0,21.0
490337,0.0,4.0
490338,0.0,11.0
490340,0.0,3.0
490341,0.0,35.0
490342,0.0,57.0
490343,2.0,61.0
490344,0.0,113.0
490345,0.0,33.0
490346,0.0,132.0
490347,0.0,72.0
490348,0.0,183.0
490349,0.0,23.0
490350,0.0,204.0
490351,0.0,204.0
490352,34.0,213.0
490353,28.0,240.0
490354,10.0,97.0
490355,85.0,119.0
490356,61.0,191.0
490357,56.0,245.0
490358,25.0,256.0
490359,0.0,3.0
490360,107.0,239.0
490361,49.0,266.0
490362,39.0,220.0
490363,2.0,226.0
490364,0.0,182.0
490365,43.0,414.0
490366,0.0,178.0
490367,12.0,256.0
490368,0.0,308.0
490369,0.0,255.0
490376,41.0,0.0
490378,177.0,233.0
490381,0.0,143.0
490384,62.0,168.0
490395,0.0,4.0
490396,577.0,75.0
490398,0.0,5.0
490399,0.0,325.0
490400,0.0,292.0
490401,0.0,133.0
490402,0.0,119.0
490403,0.0,255.0
490404,0.0,99.0
490405,0.0,220.0
490406,0.0,124.0
490407,45.0,246.0
490408,0.0,246.0
490409,0.0,153.0
490410,0.0,59.0
490411,184.0,144.0
490413,368.0,301.0
490414,0.0,2.0
490420,87.0,183.0
490421,0.0,287.0
490422,0.0,30.0
490425,0.0,234.0
490427,0.0,419.0
490428,0.0,201.0
490435,61.0,740.0
490436,4.0,191.0
490437,0.0,234.0
490438,42.0,125.0
490439,2.0,336.0
490440,0.0,370.0
490441,12.0,340.0
490442,0.0,206.0
490443,0.0,168.0
490444,0.0,71.0
490445,14.0,208.0
490446,0.0,410.0
490447,0.0,283.0
490448,0.0,173.0
490449,0.0,359.0
490450,0.0,17.0
490451,0.0,330.0
490452,0.0,105.0
490453,0.0,56.0
490454,0.0,116.0
490455,0.0,251.0
490456,0.0,266.0
490457,2.0,137.0
490458,0.0,272.0
490459,0.0,325.0
490460,0.0,203.0
490461,0.0,256.0
490462,185.0,119.0
490463,0.0,222.0
490465,0.0,246.0
490466,0.0,217.0
490467,91.0,504.0
490468,0.0,353.0
490469,0.0,424.0
490470,0.0,217.0
490471,0.0,426.0
490472,0.0,329.0
490473,57.0,296.0
490474,40.0,388.0
490475,0.0,286.0
490476,0.0,266.0
490477,0.0,281.0
490478,0.0,470.0
490479,30.0,301.0
490480,65.0,527.0
490481,27.0,244.0
490483,41.0,369.0
490484,21.0,120.0
490487,236.0,98.0
490488,10.0,503.0
490489,153.0,283.0
490490,217.0,447.0
490491,47.0,48.0
490492,6.0,7.0
490493,103.0,72.0
490494,89.0,201.0
490495,78.0,173.0
490496,40.0,437.0
490497,62.0,408.0
490498,0.0,1.0
490499,0.0,1.0
490500,0.0,1.0
490501,135.0,5.0
490502,356.0,30.0
490503,225.0,516.0
490504,0.0,2.0
490505,0.0,6.0
490506,0.0,2.0
490507,10.0,30.0
490508,0.0,6.0
490509,0.0,21.0
490510,23.0,230.0
490511,0.0,3.0
490512,0.0,4.0
490513,0.0,16.0
490514,0.0,10.0
490516,1.0,2.0
490518,6.0,21.0
490521,357.0,241.0
490522,94.0,332.0
490523,90.0,389.0
490524,0.0,116.0
490525,0.0,294.0
490526,0.0,304.0
490527,0.0,280.0
490528,0.0,238.0
490529,1.0,267.0
490530,250.0,448.0
490531,43.0,462.0
490532,0.0,609.0
490533,68.0,344.0
490534,53.0,442.0
490535,0.0,502.0
490536,19.0,416.0
490537,0.0,534.0
490538,0.0,395.0
490539,460.0,51.0
490540,0.0,1.0
490542,0.0,4.0
490544,0.0,7.0
490545,767.0,6.0
490546,0.0,1.0
490547,64.0,146.0
490548,16.0,10.0
490549,662.0,63.0
490550,738.0,5.0
490551,108.0,2.0
490552,23.0,30.0
490553,79.0,168.0
490556,50.0,34.0
490557,0.0,3.0
490558,0.0,90.0
490559,0.0,1.0
490560,4.0,21.0
490561,3.0,29.0
490562,8.0,209.0
490563,160.0,148.0
490564,6.0,173.0
490565,26.0,21.0
490566,0.0,38.0
490567,9.0,219.0
490568,42.0,256.0
490569,0.0,417.0
490570,29.0,115.0
490571,69.0,363.0
490572,16.0,356.0
490581,0.0,1.0
490582,0.0,3.0
490583,0.0,39.0
490584,0.0,24.0
490585,0.0,102.0
490587,0.0,17.0
490588,0.0,30.0
490596,650.0,274.0
490597,172.0,367.0
490599,336.0,4.0
490600,50.0,499.0
490601,105.0,352.0
490602,5.0,304.0
490603,85.0,167.0
490604,542.0,145.0
490605,91.0,522.0
490606,28.0,313.0
490607,16.0,558.0
490608,112.0,354.0
490609,4.0,278.0
490610,0.0,100.0
490611,7.0,153.0
490612,2.0,606.0
490613,1.0,725.0
490614,0.0,137.0
490615,0.0,1.0
490616,210.0,490.0
490617,182.0,234.0
490618,672.0,88.0
490619,0.0,2.0
490620,319.0,401.0
490621,176.0,441.0
490622,325.0,75.0
490623,148.0,123.0
490624,212.0,223.0
490625,77.0,452.0
490626,22.0,388.0
490627,246.0,129.0
490628,533.0,292.0
490629,25.0,474.0
490630,0.0,417.0
490631,0.0,77.0
490632,178.0,11.0
490633,3.0,136.0
490635,1.0,4.0
490636,37.0,406.0
490637,513.0,122.0
490638,2.0,13.0
490639,62.0,159.0
490640,275.0,251.0
490641,2.0,471.0
490642,19.0,435.0
490643,375.0,31.0
490644,0.0,1.0
490645,273.0,410.0
490646,25.0,219.0
490647,185.0,347.0
490648,284.0,0.0
490650,8.0,192.0
490651,374.0,22.0
490652,4.0,302.0
490653,57.0,23.0
490654,8.0,456.0
490655,0.0,257.0
490656,62.0,241.0
490657,7.0,454.0
490658,2.0,365.0
490659,0.0,6.0
490660,0.0,16.0
490661,2.0,3.0
490662,576.0,9.0
490664,400.0,383.0
490665,2.0,201.0
490666,0.0,16.0
490667,1.0,86.0
490668,46.0,311.0
490669,47.0,354.0
490670,34.0,422.0
490671,414.0,167.0
490672,276.0,144.0
490673,730.0,122.0
490674,349.0,28.0
490675,203.0,0.0
490676,0.0,9.0
490678,90.0,124.0
490680,92.0,0.0
490682,0.0,4.0
490683,193.0,203.0
490684,18.0,51.0
490685,0.0,301.0
490686,0.0,49.0
490687,36.0,69.0
490688,177.0,148.0
490689,2.0,527.0
490690,74.0,536.0
490691,35.0,550.0
490692,6.0,342.0
490693,33.0,323.0
490694,237.0,87.0
490695,14.0,223.0
490697,147.0,355.0
490698,37.0,88.0
490699,89.0,309.0
490700,0.0,348.0
490702,0.0,38.0
490703,44.0,223.0
490704,0.0,1.0
490705,94.0,32.0
490706,286.0,3.0
490707,4.0,339.0
490708,0.0,340.0
490709,154.0,348.0
490710,0.0,334.0
490711,72.0,310.0
490712,464.0,18.0
490713,89.0,2.0
490714,138.0,84.0
490715,620.0,0.0
490716,173.0,196.0
490717,480.0,29.0
490718,345.0,0.0
490719,0.0,4.0
490720,659.0,0.0
490721,162.0,18.0
490722,172.0,0.0
490723,0.0,24.0
490724,179.0,43.0
490725,123.0,296.0
490726,126.0,502.0
490727,115.0,95.0
490728,826.0,0.0
490729,51.0,393.0
490730,0.0,6.0
490732,0.0,17.0
490733,0.0,2.0
490734,0.0,3.0
490735,0.0,29.0
490736,0.0,245.0
490737,0.0,17.0
490738,53.0,387.0
490739,0.0,38.0
490740,0.0,27.0
490741,14.0,398.0
490742,0.0,171.0
490743,2.0,68.0
490744,10.0,136.0
490745,27.0,470.0
490746,145.0,146.0
490747,164.0,91.0
490748,0.0,1.0
490749,78.0,71.0
490750,82.0,98.0
490751,69.0,147.0
490752,4.0,0.0
490753,338.0,156.0
490754,81.0,199.0
490755,490.0,71.0
490756,141.0,21.0
490757,218.0,169.0
490758,213.0,138.0
490759,65.0,47.0
490760,395.0,14.0
490761,201.0,75.0
490762,0.0,81.0
490763,362.0,5.0
490764,77.0,54.0
490765,178.0,36.0
490766,62.0,53.0
490767,39.0,107.0
490768,338.0,97.0
490770,312.0,37.0
490771,429.0,37.0
490772,322.0,187.0
490773,238.0,77.0
490774,400.0,13.0
490775,491.0,15.0
490776,656.0,393.0
490777,591.0,47.0
490778,263.0,216.0
490779,272.0,117.0
490780,308.0,32.0
490781,0.0,2.0
490783,829.0,26.0
490784,156.0,43.0
490785,24.0,0.0
490786,225.0,64.0
490787,92.0,130.0
490788,134.0,132.0
490789,154.0,10.0
490790,113.0,196.0
490791,96.0,85.0
490792,134.0,10.0
490794,231.0,92.0
490795,81.0,57.0
490796,39.0,87.0
490797,139.0,119.0
490798,32.0,29.0
490799,169.0,69.0
490800,179.0,121.0
490808,91.0,17.0
490809,184.0,345.0
490810,364.0,35.0
490811,300.0,14.0
490812,30.0,428.0
490813,5.0,237.0
490814,202.0,209.0
490815,0.0,1.0
490816,0.0,32.0
490817,242.0,266.0
490818,128.0,45.0
490823,6.0,292.0
490824,215.0,111.0
490825,0.0,447.0
490826,204.0,13.0
490827,0.0,141.0
490828,114.0,14.0
490829,0.0,12.0
490830,0.0,28.0
490838,0.0,1.0
490841,0.0,1.0
490842,115.0,17.0
490843,263.0,92.0
490844,0.0,86.0
490845,60.0,261.0
490846,0.0,26.0
490848,55.0,73.0
490849,57.0,235.0
490850,112.0,212.0
490851,83.0,274.0
490852,58.0,213.0
490853,93.0,295.0
490854,47.0,151.0
490855,128.0,256.0
490856,4.0,253.0
490857,128.0,218.0
490858,14.0,334.0
490860,169.0,0.0
490861,256.0,243.0
490862,0.0,177.0
490866,12.0,107.0
490867,0.0,242.0
490868,0.0,15.0
490870,0.0,8.0
490871,0.0,4.0
490872,2.0,6.0
490873,0.0,28.0
490874,0.0,34.0
490875,0.0,87.0
490876,134.0,109.0
490877,144.0,65.0
490878,83.0,143.0
490879,196.0,163.0
490880,0.0,235.0
490881,0.0,311.0
490882,0.0,148.0
490883,0.0,330.0
490884,0.0,192.0
490885,45.0,304.0
490886,0.0,176.0
490887,0.0,107.0
490888,2.0,145.0
490889,0.0,183.0
490890,2.0,302.0
490891,0.0,56.0
490892,4.0,66.0
490893,4.0,255.0
490894,0.0,174.0
490895,4.0,81.0
490896,0.0,251.0
490897,0.0,221.0
490898,2.0,102.0
490899,0.0,65.0
490900,16.0,58.0
490901,0.0,47.0
490902,54.0,91.0
490903,0.0,48.0
490904,0.0,26.0
490905,0.0,69.0
490906,0.0,40.0
490909,0.0,63.0
490910,0.0,66.0
490911,0.0,21.0
490912,0.0,15.0
490913,0.0,9.0
490914,0.0,2.0
490915,0.0,30.0
490916,0.0,3.0
490919,0.0,1.0
490921,0.0,5.0
490922,0.0,4.0
490923,0.0,14.0
490924,0.0,1.0
490927,0.0,1.0
490930,148.0,79.0
490931,276.0,66.0
490932,159.0,15.0
490933,122.0,207.0
490934,4.0,49.0
490936,29.0,47.0
490937,62.0,229.0
490938,40.0,205.0
490939,2.0,154.0
490940,0.0,3.0
490941,0.0,2.0
490942,0.0,1.0
490943,0.0,1.0
490944,0.0,13.0
490945,0.0,285.0
490946,0.0,299.0
490947,0.0,208.0
490948,4.0,45.0
490949,76.0,224.0
490950,31.0,123.0
490951,56.0,152.0
490952,64.0,225.0
490953,40.0,242.0
490954,29.0,206.0
490955,22.0,174.0
490956,27.0,62.0
490957,20.0,284.0
490958,0.0,172.0
490959,76.0,216.0
490960,118.0,136.0
490961,0.0,463.0
490962,0.0,78.0
490964,0.0,15.0
490965,0.0,2.0
490967,0.0,45.0
490968,99.0,191.0
490969,0.0,7.0
490970,0.0,5.0
490971,0.0,14.0
490972,205.0,293.0
490973,4.0,196.0
490974,4.0,346.0
490975,27.0,45.0
490976,10.0,49.0
490977,37.0,368.0
490978,53.0,334.0
490979,14.0,605.0
490980,0.0,336.0
490981,43.0,414.0
490982,0.0,216.0
490983,0.0,3.0
490984,0.0,4.0
490985,0.0,17.0
490986,0.0,6.0
490987,0.0,74.0
490988,0.0,26.0
490989,0.0,10.0
490990,0.0,3.0
490991,0.0,3.0
490992,0.0,6.0
490993,0.0,42.0
490994,0.0,149.0
490995,0.0,11.0
490996,0.0,33.0
490997,0.0,16.0
490998,0.0,20.0
490999,0.0,7.0
491000,0.0,59.0
491001,0.0,17.0
491002,0.0,15.0
491003,0.0,1.0
491005,73.0,75.0
491007,47.0,74.0
491008,0.0,15.0
491009,0.0,17.0
491010,0.0,5.0
491011,0.0,11.0
491012,0.0,13.0
491013,0.0,11.0
491014,0.0,12.0
491015,0.0,23.0
491016,0.0,15.0
491017,0.0,6.0
491018,0.0,9.0
491019,0.0,5.0
491020,0.0,6.0
491021,0.0,2.0
491022,0.0,5.0
491023,0.0,5.0
491024,0.0,8.0
491025,0.0,8.0
491026,0.0,6.0
491027,0.0,13.0
491028,0.0,16.0
491029,0.0,9.0
491030,0.0,16.0
491031,0.0,16.0
491032,0.0,13.0
491033,0.0,19.0
491034,0.0,25.0
491035,0.0,10.0
491036,0.0,6.0
491037,0.0,9.0
491038,0.0,5.0
491039,0.0,22.0
491040,0.0,13.0
491041,0.0,7.0
491042,0.0,10.0
491043,0.0,3.0
491044,0.0,3.0
491045,0.0,12.0
491046,0.0,10.0
491047,0.0,11.0
491048,1.0,5.0
491049,0.0,18.0
491050,0.0,14.0
491051,0.0,15.0
491052,0.0,18.0
491053,0.0,5.0
491054,0.0,16.0
491055,0.0,9.0
491056,0.0,18.0
491057,0.0,10.0
491058,0.0,28.0
491059,0.0,17.0
491060,0.0,8.0
491061,0.0,5.0
491062,0.0,2.0
491063,0.0,7.0
491064,0.0,10.0
491065,0.0,19.0
491066,0.0,21.0
491067,0.0,18.0
491068,2.0,25.0
491069,0.0,7.0
491070,0.0,13.0
491071,0.0,9.0
491072,0.0,16.0
491073,0.0,8.0
491074,0.0,25.0
491075,0.0,9.0
491076,1.0,64.0
491077,0.0,3.0
491078,1.0,11.0
491079,0.0,8.0
491080,0.0,5.0
491082,0.0,5.0
491083,0.0,7.0
491084,0.0,5.0
491085,0.0,18.0
491086,0.0,16.0
491087,0.0,7.0
491088,0.0,2.0
491091,0.0,5.0
491092,0.0,27.0
491093,0.0,2.0
491096,0.0,6.0
491097,0.0,5.0
491098,0.0,13.0
491099,0.0,9.0
491100,0.0,17.0
491101,0.0,6.0
491102,1.0,54.0
491103,0.0,8.0
491104,1.0,13.0
491105,0.0,20.0
491106,0.0,28.0
491107,0.0,49.0
491108,0.0,18.0
491109,1.0,19.0
491111,0.0,4.0
491112,0.0,2.0
491113,0.0,41.0
491114,0.0,9.0
491115,0.0,3.0
491116,0.0,27.0
491118,0.0,1.0
491119,0.0,11.0
491120,0.0,1.0
491121,100.0,12.0
491122,8.0,32.0
491124,0.0,9.0
491126,180.0,2.0
491127,1.0,18.0
491128,0.0,108.0
491129,0.0,1.0
491130,45.0,385.0
491131,4.0,105.0
491132,0.0,102.0
491133,52.0,14.0
491134,123.0,102.0
491135,37.0,159.0
491136,59.0,247.0
491137,70.0,231.0
491138,76.0,236.0
491140,0.0,16.0
491141,78.0,286.0
491142,0.0,90.0
491143,0.0,3.0
491144,0.0,86.0
491145,88.0,203.0
491146,10.0,250.0
491147,108.0,203.0
491148,58.0,350.0
491149,27.0,178.0
491150,60.0,149.0
491151,12.0,193.0
491152,0.0,40.0
491153,0.0,7.0
491154,6.0,43.0
491155,0.0,281.0
491156,0.0,2.0
491157,0.0,171.0
491158,0.0,360.0
491159,0.0,138.0
491160,0.0,4.0
491161,0.0,1.0
491162,0.0,19.0
491163,1.0,32.0
491164,0.0,17.0
491166,0.0,12.0
491167,0.0,32.0
491168,0.0,1.0
491169,0.0,38.0
491171,0.0,9.0
491172,63.0,7.0
491173,0.0,28.0
491175,0.0,12.0
491177,0.0,9.0
491178,39.0,43.0
491179,10.0,35.0
491180,0.0,4.0
491181,0.0,14.0
491182,0.0,24.0
491183,0.0,9.0
491184,0.0,138.0
491185,0.0,136.0
491186,5.0,244.0
491187,9.0,189.0
491188,8.0,219.0
491189,24.0,100.0
491190,11.0,100.0
491191,1.0,62.0
491192,0.0,18.0
491193,0.0,17.0
491194,0.0,6.0
491195,0.0,2.0
491196,0.0,27.0
491197,1.0,13.0
491198,0.0,27.0
491199,0.0,79.0
491200,0.0,38.0
491201,0.0,46.0
491202,0.0,292.0
491203,2.0,202.0
491204,0.0,111.0
491205,0.0,12.0
491206,0.0,32.0
491207,0.0,22.0
491208,0.0,94.0
491209,0.0,38.0
491210,0.0,246.0
491211,4.0,324.0
491212,0.0,130.0
491213,0.0,295.0
491214,0.0,12.0
491215,0.0,12.0
491216,0.0,8.0
491217,0.0,7.0
491219,0.0,3.0
491220,0.0,4.0
491221,0.0,14.0
491222,0.0,3.0
491223,0.0,6.0
491224,0.0,7.0
491225,1.0,104.0
491226,0.0,3.0
491227,40.0,88.0
491228,0.0,3.0
491230,16.0,372.0
491231,0.0,1.0
491232,30.0,146.0
491233,24.0,124.0
491234,0.0,13.0
491235,0.0,18.0
491236,0.0,129.0
491237,26.0,196.0
491238,62.0,18.0
491239,82.0,159.0
491240,0.0,160.0
491241,0.0,120.0
491242,0.0,313.0
491243,0.0,55.0
491244,16.0,91.0
491245,32.0,163.0
491246,1.0,5.0
491247,9.0,0.0
491249,0.0,1.0
491250,1.0,18.0
491253,0.0,6.0
491256,0.0,215.0
491257,0.0,113.0
491259,0.0,1.0
491260,0.0,6.0
491261,0.0,1.0
491262,0.0,7.0
491263,0.0,57.0
491264,0.0,20.0
491265,0.0,46.0
491266,0.0,87.0
491267,0.0,143.0
491268,0.0,40.0
491269,0.0,2.0
491270,21.0,79.0
491271,24.0,160.0
491272,6.0,77.0
491273,0.0,12.0
491274,0.0,20.0
491275,8.0,22.0
491276,1.0,28.0
491277,10.0,20.0
491279,0.0,1.0
491280,6.0,15.0
491307,0.0,6.0
491308,0.0,2.0
570002,0.0,12.0
570003,0.0,6.0
570004,0.0,48.0
570005,0.0,94.0
570007,0.0,2.0
570008,0.0,24.0
570009,0.0,36.0
570010,0.0,8.0
570011,0.0,1.0
570013,0.0,29.0
570014,0.0,14.0
570015,2.0,43.0
570016,0.0,18.0
570017,0.0,26.0
570018,0.0,36.0
570019,0.0,73.0
570020,0.0,54.0
570021,0.0,27.0
570022,2.0,31.0
570023,0.0,10.0
570024,0.0,27.0
570025,0.0,33.0
570026,0.0,6.0
570027,0.0,29.0
570028,0.0,36.0
570029,0.0,43.0
570030,0.0,19.0
570031,2.0,54.0
570032,0.0,43.0
570033,0.0,10.0
570034,0.0,14.0
570035,0.0,4.0
570036,0.0,57.0
570037,2.0,68.0
570038,0.0,79.0
570039,0.0,3.0
570040,4.0,119.0
570042,0.0,56.0
570043,0.0,88.0
570044,2.0,92.0
570045,0.0,23.0
570047,0.0,52.0
570048,0.0,24.0
570049,0.0,24.0
570050,0.0,71.0
570051,0.0,65.0
570052,34.0,183.0
570053,2.0,43.0
570054,0.0,21.0
570055,0.0,58.0
570056,0.0,34.0
570057,0.0,14.0
570058,0.0,7.0
570059,2.0,100.0
570060,0.0,221.0
570061,6.0,316.0
570062,2.0,132.0
570063,2.0,79.0
570064,0.0,120.0
570065,0.0,197.0
570066,0.0,123.0
570067,0.0,120.0
570068,0.0,248.0
570069,0.0,72.0
570070,0.0,93.0
570071,0.0,602.0
570072,0.0,28.0
570073,0.0,223.0
570074,0.0,80.0
570075,0.0,281.0
570076,2.0,139.0
570079,1.0,99.0
570080,0.0,30.0
570081,0.0,151.0
570082,0.0,80.0
570083,0.0,243.0
570084,0.0,19.0
570085,315.0,99.0
570086,0.0,8.0
570087,0.0,14.0
570088,0.0,1.0
570089,0.0,7.0
570090,0.0,121.0
570092,0.0,198.0
570093,0.0,36.0
570094,25.0,394.0
570095,0.0,103.0
570096,0.0,300.0
570097,2.0,274.0
570098,0.0,91.0
570099,72.0,2.0
570100,273.0,238.0
570101,0.0,292.0
570102,193.0,46.0
570103,0.0,75.0
570104,287.0,88.0
570105,0.0,2.0
570106,137.0,1.0
570108,0.0,32.0
570109,0.0,42.0
570110,0.0,321.0
570111,0.0,659.0
570112,0.0,336.0
570113,8.0,197.0
570114,0.0,289.0
570115,0.0,151.0
570116,0.0,94.0
570117,13.0,53.0
570118,96.0,264.0
570119,0.0,208.0
570120,0.0,306.0
570121,0.0,552.0
570123,485.0,128.0
570124,0.0,12.0
570125,101.0,403.0
570126,0.0,105.0
570127,4.0,128.0
570128,0.0,255.0
570129,81.0,342.0
570130,90.0,372.0
570131,0.0,339.0
570132,0.0,49.0
570133,108.0,65.0
570134,0.0,129.0
570135,266.0,680.0
570136,0.0,45.0
570137,0.0,119.0
570138,299.0,134.0
570139,1.0,126.0
570140,0.0,366.0
570141,1.0,180.0
570142,0.0,7.0
570143,0.0,9.0
570144,0.0,44.0
570145,0.0,29.0
570146,0.0,19.0
570147,0.0,5.0
570148,0.0,12.0
570149,0.0,65.0
570150,0.0,52.0
570151,0.0,71.0
570152,0.0,2.0
570153,0.0,27.0
570154,0.0,94.0
570155,0.0,42.0
570156,88.0,78.0
570158,0.0,23.0
570159,383.0,47.0
570160,230.0,468.0
570161,40.0,569.0
570163,523.0,636.0
570164,67.0,455.0
570165,0.0,110.0
570167,30.0,631.0
570168,0.0,518.0
570169,213.0,79.0
570170,352.0,18.0
570171,260.0,134.0
570172,32.0,433.0
570174,124.0,385.0
570175,174.0,169.0
570176,283.0,507.0
570177,85.0,357.0
570178,8.0,310.0
570179,40.0,313.0
570180,288.0,255.0
570181,112.0,147.0
570182,85.0,383.0
570183,88.0,127.0
570184,180.0,154.0
570185,122.0,383.0
570186,0.0,3.0
570187,0.0,22.0
570188,85.0,1.0
570189,101.0,130.0
570190,19.0,93.0
570191,102.0,272.0
570192,24.0,218.0
570193,243.0,138.0
570194,599.0,97.0
570195,187.0,15.0
570196,148.0,11.0
570197,152.0,86.0
570198,0.0,4.0
570199,2.0,31.0
570202,0.0,20.0
570203,256.0,0.0
570204,4.0,46.0
570205,71.0,0.0
570206,10.0,30.0
570207,352.0,13.0
570208,14.0,152.0
570209,83.0,239.0
570210,0.0,252.0
570211,0.0,2.0
570212,0.0,1.0
570213,6.0,60.0
570215,4.0,31.0
570217,0.0,9.0
570219,293.0,0.0
570220,169.0,0.0
570221,133.0,0.0
570222,167.0,12.0
570223,56.0,45.0
570224,497.0,148.0
570225,120.0,188.0
570226,223.0,502.0
570227,73.0,403.0
570228,37.0,357.0
570229,2.0,158.0
570231,0.0,7.0
570232,0.0,8.0
570233,0.0,7.0
570234,77.0,239.0
570236,50.0,45.0
570237,69.0,4.0
570238,22.0,7.0
570240,105.0,16.0
570242,144.0,19.0
570243,241.0,0.0
570244,434.0,148.0
570245,456.0,59.0
570246,166.0,401.0
570247,231.0,250.0
570248,18.0,315.0
570249,51.0,337.0
570250,4.0,225.0
570251,4.0,189.0
570252,0.0,10.0
570253,0.0,2.0
570256,0.0,18.0
570257,13.0,78.0
570258,97.0,162.0
570259,29.0,42.0
570260,10.0,40.0
570261,32.0,42.0
570262,128.0,284.0
570263,158.0,288.0
570264,227.0,142.0
570265,78.0,352.0
570266,50.0,324.0
570267,0.0,154.0
570268,68.0,40.0
570270,2.0,35.0
570272,4.0,137.0
570273,59.0,118.0
570274,24.0,60.0
570275,9.0,54.0
570276,37.0,95.0
570277,64.0,334.0
570278,55.0,186.0
570279,419.0,371.0
570280,44.0,336.0
570282,21.0,64.0
570283,252.0,226.0
570284,12.0,215.0
570285,0.0,170.0
570286,175.0,99.0
570287,109.0,63.0
570288,106.0,154.0
570289,6.0,253.0
570290,199.0,223.0
570291,57.0,401.0
570292,81.0,101.0
570293,0.0,246.0
570294,0.0,113.0
570295,2.0,8.0
570296,0.0,263.0
570297,0.0,91.0
570299,0.0,54.0
570300,172.0,172.0
570301,178.0,6.0
570302,370.0,10.0
570303,0.0,140.0
570304,34.0,76.0
570305,0.0,101.0
570306,215.0,122.0
570307,29.0,318.0
570308,0.0,77.0
570309,0.0,300.0
570310,0.0,44.0
570311,39.0,91.0
570312,782.0,3.0
570313,0.0,118.0
570314,137.0,73.0
570315,86.0,77.0
570316,0.0,311.0
570317,0.0,217.0
570318,0.0,148.0
570319,0.0,238.0
570320,131.0,216.0
570321,0.0,132.0
570322,0.0,190.0
570323,0.0,45.0
570324,0.0,106.0
570325,0.0,30.0
570326,0.0,105.0
570327,0.0,114.0
