unitid,line,section,"lstudy","xefrac01",efrace01,"xefrac02",efrace02,"xefrac03",efrace03,"xefrac04",efrace04,"xefrac05",efrace05,"xefrac06",efrace06,"xefrac07",efrace07,"xefrac08",efrace08,"xefrac09",efrace09,"xefrac10",efrace10,"xefrac11",efrace11,"xefrac12",efrace12,"xefrac13",efrace13,"xefrac14",efrace14,"xefrac15",efrace15,"xefrac16",efrace16
237914,14,1,"4","G",0,"G",0,"G",1,"G",2,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",6,"G",63,"G",0,"G",0,"G",7,"G",65
237914,29,3,"4","G",0,"G",0,"G",1,"G",2,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",6,"G",63,"G",0,"G",0,"G",7,"G",65
237932,1,1,"1","R",3,"R",3,"R",8,"R",6,"R",1,"R",0,"R",1,"R",1,"R",1,"R",3,"R",226,"R",266,"R",0,"R",0,"G",240,"G",279
237932,3,1,"1","G",5,"G",6,"G",28,"G",11,"G",1,"G",1,"G",3,"G",4,"G",4,"G",6,"G",809,"G",952,"G",0,"G",0,"G",850,"G",980
237932,8,1,"1","R",8,"R",9,"R",36,"R",17,"R",2,"R",1,"R",4,"R",5,"R",5,"R",9,"R",1035,"R",1218,"R",0,"R",0,"G",1090,"G",1259
237932,14,1,"4","G",8,"G",9,"G",36,"G",17,"G",2,"G",1,"G",4,"G",5,"G",5,"G",9,"G",1035,"G",1218,"G",0,"G",0,"G",1090,"G",1259
237932,15,2,"1","R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",1,"R",0,"R",0,"G",5,"G",1
237932,17,2,"1","G",0,"G",0,"G",0,"G",4,"G",2,"G",0,"G",0,"G",0,"G",0,"G",0,"G",88,"G",157,"G",0,"G",0,"G",90,"G",161
237932,22,2,"1","R",0,"R",0,"R",1,"R",4,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92,"R",158,"R",0,"R",0,"G",95,"G",162
237932,28,2,"4","G",0,"G",0,"G",1,"G",4,"G",2,"G",0,"G",0,"G",0,"G",0,"G",0,"G",92,"G",158,"G",0,"G",0,"G",95,"G",162
237932,29,3,"4","G",8,"G",9,"G",37,"G",21,"G",4,"G",1,"G",4,"G",5,"G",5,"G",9,"G",1127,"G",1376,"G",0,"G",0,"G",1185,"G",1421
237950,1,1,"1","R",12,"R",1,"R",23,"R",3,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",217,"R",136,"R",0,"R",0,"G",253,"G",141
237950,3,1,"1","G",70,"G",7,"G",61,"G",26,"G",3,"G",1,"G",9,"G",5,"G",7,"G",1,"G",668,"G",393,"G",0,"G",0,"G",818,"G",433
237950,8,1,"1","R",82,"R",8,"R",84,"R",29,"R",4,"R",2,"R",9,"R",5,"R",7,"R",1,"R",885,"R",529,"R",0,"R",0,"G",1071,"G",574
237950,11,1,"3","R",11,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"G",12,"G",1
237950,14,1,"4","G",93,"G",9,"G",84,"G",29,"G",4,"G",2,"G",9,"G",5,"G",7,"G",1,"G",886,"G",529,"G",0,"G",0,"G",1083,"G",575
237950,15,2,"1","R",0,"R",0,"R",7,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",23,"R",6,"R",0,"R",0,"G",30,"G",7
237950,17,2,"1","G",1,"G",1,"G",16,"G",3,"G",1,"G",0,"G",5,"G",1,"G",0,"G",0,"G",365,"G",236,"G",0,"G",0,"G",388,"G",241
237950,22,2,"1","R",1,"R",1,"R",23,"R",3,"R",1,"R",1,"R",5,"R",1,"R",0,"R",0,"R",388,"R",242,"R",0,"R",0,"G",418,"G",248
237950,25,2,"3","R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"G",2,"G",0
237950,28,2,"4","G",3,"G",1,"G",23,"G",3,"G",1,"G",1,"G",5,"G",1,"G",0,"G",0,"G",388,"G",242,"G",0,"G",0,"G",420,"G",248
237950,29,3,"4","G",96,"G",10,"G",107,"G",32,"G",5,"G",3,"G",14,"G",6,"G",7,"G",1,"G",1274,"G",771,"G",0,"G",0,"G",1503,"G",823
237969,1,1,"1","R",7,"R",4,"R",8,"R",12,"R",0,"R",1,"R",2,"R",5,"R",0,"R",0,"R",164,"R",209,"R",0,"R",0,"G",181,"G",231
237969,3,1,"1","G",30,"G",18,"G",38,"G",20,"G",1,"G",0,"G",8,"G",2,"G",3,"G",5,"G",391,"G",555,"G",3,"G",2,"G",474,"G",602
237969,8,1,"1","R",37,"R",22,"R",46,"R",32,"R",1,"R",1,"R",10,"R",7,"R",3,"R",5,"R",555,"R",764,"R",3,"R",2,"G",655,"G",833
237969,11,1,"3","R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",12,"R",5,"Z",0,"Z",0,"G",15,"G",7
237969,14,1,"4","G",39,"G",23,"G",47,"G",32,"G",1,"G",1,"G",10,"G",8,"G",3,"G",5,"G",567,"G",769,"G",3,"G",2,"G",670,"G",840
237969,15,2,"1","Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"G",2,"G",0
237969,17,2,"1","G",0,"G",0,"G",1,"G",0,"G",0,"G",0,"G",0,"G",2,"G",0,"G",0,"G",29,"G",59,"G",0,"G",0,"G",30,"G",61
237969,22,2,"1","Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",31,"R",59,"Z",0,"Z",0,"G",32,"G",61
237969,25,2,"3","Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",8,"Z",0,"Z",0,"G",10,"G",9
237969,28,2,"4","G",0,"G",1,"G",1,"G",0,"G",0,"G",0,"G",0,"G",2,"G",0,"G",0,"G",41,"G",67,"G",0,"G",0,"G",42,"G",70
237969,29,3,"4","G",39,"G",24,"G",48,"G",32,"G",1,"G",1,"G",10,"G",10,"G",3,"G",5,"G",608,"G",836,"G",3,"G",2,"G",712,"G",910
237978,1,1,"1","Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",20,"Z",0,"Z",0,"G",3,"G",20
237978,3,1,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0
237978,8,1,"1","Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",20,"Z",0,"Z",0,"G",3,"G",20
237978,14,1,"4","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",3,"G",20,"G",0,"G",0,"G",3,"G",20
237978,29,3,"4","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",3,"G",20,"G",0,"G",0,"G",3,"G",20
237987,1,1,"1","Z",0,"Z",0,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",42,"Z",0,"Z",0,"G",16,"G",45
237987,3,1,"1","G",0,"G",0,"G",6,"G",15,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",19,"G",102,"G",0,"G",1,"G",25,"G",118
237987,8,1,"1","Z",0,"Z",0,"R",7,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",34,"R",144,"Z",0,"R",1,"G",41,"G",163
237987,14,1,"4","G",0,"G",0,"G",7,"G",18,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",34,"G",144,"G",0,"G",1,"G",41,"G",163
237987,29,3,"4","G",0,"G",0,"G",7,"G",18,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",34,"G",144,"G",0,"G",1,"G",41,"G",163
237996,1,1,"1","Z",0,"Z",0,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",34,"Z",0,"Z",0,"G",21,"G",36
237996,3,1,"1","G",0,"G",0,"G",1,"G",3,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",41,"G",96,"G",0,"G",0,"G",42,"G",99
237996,8,1,"1","Z",0,"Z",0,"R",4,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",59,"R",130,"Z",0,"Z",0,"G",63,"G",135
237996,14,1,"4","G",0,"G",0,"G",4,"G",5,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",59,"G",130,"G",0,"G",0,"G",63,"G",135
237996,29,3,"4","G",0,"G",0,"G",4,"G",5,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",59,"G",130,"G",0,"G",0,"G",63,"G",135
238005,1,1,"1","Z",0,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",26,"Z",0,"Z",0,"G",1,"G",35
238005,3,1,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0
238005,8,1,"1","Z",0,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",26,"Z",0,"Z",0,"G",1,"G",35
238005,14,1,"4","G",0,"G",0,"G",0,"G",7,"G",0,"G",0,"G",0,"G",0,"G",0,"G",2,"G",1,"G",26,"G",0,"G",0,"G",1,"G",35
238005,29,3,"4","G",0,"G",0,"G",0,"G",7,"G",0,"G",0,"G",0,"G",0,"G",0,"G",2,"G",1,"G",26,"G",0,"G",0,"G",1,"G",35
238014,1,1,"1","R",0,"R",0,"R",4,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",74,"R",150,"R",0,"R",0,"G",78,"G",154
238014,3,1,"1","G",0,"G",0,"G",6,"G",7,"G",1,"G",0,"G",3,"G",3,"G",0,"G",3,"G",199,"G",481,"G",0,"G",0,"G",209,"G",494
238014,8,1,"1","R",0,"R",0,"R",10,"R",10,"R",1,"R",0,"R",3,"R",3,"R",0,"R",4,"R",273,"R",631,"R",0,"R",0,"G",287,"G",648
238014,14,1,"4","G",0,"G",0,"G",10,"G",10,"G",1,"G",0,"G",3,"G",3,"G",0,"G",4,"G",273,"G",631,"G",0,"G",0,"G",287,"G",648
238014,15,2,"1","R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36,"R",53,"R",0,"R",0,"G",37,"G",54
238014,17,2,"1","G",0,"G",0,"G",22,"G",21,"G",2,"G",3,"G",2,"G",11,"G",2,"G",5,"G",495,"G",897,"G",0,"G",0,"G",523,"G",937
238014,22,2,"1","R",0,"R",0,"R",23,"R",22,"R",2,"R",3,"R",2,"R",11,"R",2,"R",5,"R",531,"R",950,"R",0,"R",0,"G",560,"G",991
238014,28,2,"4","G",0,"G",0,"G",23,"G",22,"G",2,"G",3,"G",2,"G",11,"G",2,"G",5,"G",531,"G",950,"G",0,"G",0,"G",560,"G",991
238014,29,3,"4","G",0,"G",0,"G",33,"G",32,"G",3,"G",3,"G",5,"G",14,"G",2,"G",9,"G",804,"G",1581,"G",0,"G",0,"G",847,"G",1639
238032,1,1,"1","R",17,"R",7,"R",90,"R",71,"R",6,"R",2,"R",33,"R",23,"R",31,"R",14,"R",1648,"R",1563,"R",0,"R",0,"G",1825,"G",1680
238032,3,1,"1","G",174,"G",95,"G",286,"G",175,"G",27,"G",16,"G",106,"G",79,"G",77,"G",55,"G",5481,"G",4580,"G",0,"G",0,"G",6151,"G",5000
238032,8,1,"1","R",191,"R",102,"R",376,"R",246,"R",33,"R",18,"R",139,"R",102,"R",108,"R",69,"R",7129,"R",6143,"R",0,"R",0,"G",7976,"G",6680
238032,9,1,"2","R",2,"R",5,"R",14,"R",16,"R",2,"R",0,"R",44,"R",39,"R",5,"R",2,"R",588,"R",460,"R",0,"R",0,"G",655,"G",522
238032,11,1,"3","R",468,"R",258,"R",32,"R",29,"R",3,"R",7,"R",17,"R",21,"R",9,"R",7,"R",683,"R",916,"R",0,"R",0,"G",1212,"G",1238
238032,14,1,"4","G",661,"G",365,"G",422,"G",291,"G",38,"G",25,"G",200,"G",162,"G",122,"G",78,"G",8400,"G",7519,"G",0,"G",0,"G",9843,"G",8440
238032,15,2,"1","R",1,"R",0,"R",1,"R",3,"R",0,"R",0,"R",1,"R",2,"R",1,"R",0,"R",14,"R",12,"R",0,"R",0,"G",18,"G",17
238032,17,2,"1","G",8,"G",5,"G",14,"G",15,"G",2,"G",1,"G",7,"G",16,"G",3,"G",1,"G",316,"G",384,"G",0,"G",0,"G",350,"G",422
238032,22,2,"1","R",9,"R",5,"R",15,"R",18,"R",2,"R",1,"R",8,"R",18,"R",4,"R",1,"R",330,"R",396,"R",0,"R",0,"G",368,"G",439
238032,23,2,"2","R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",13,"R",25,"R",0,"R",0,"G",14,"G",26
238032,25,2,"3","R",59,"R",33,"R",15,"R",26,"R",1,"R",8,"R",9,"R",14,"R",4,"R",9,"R",790,"R",1889,"R",0,"R",0,"G",878,"G",1979
238032,28,2,"4","G",69,"G",38,"G",30,"G",44,"G",3,"G",9,"G",17,"G",33,"G",8,"G",10,"G",1133,"G",2310,"G",0,"G",0,"G",1260,"G",2444
238032,29,3,"4","G",730,"G",403,"G",452,"G",335,"G",41,"G",34,"G",217,"G",195,"G",130,"G",88,"G",9533,"G",9829,"G",0,"G",0,"G",11103,"G",10884
238078,1,1,"1","R",5,"R",5,"R",9,"R",3,"R",0,"R",1,"R",0,"R",3,"R",1,"R",3,"R",64,"R",79,"R",47,"R",47,"G",126,"G",141
238078,3,1,"1","G",19,"G",10,"G",5,"G",5,"G",0,"G",2,"G",0,"G",5,"G",3,"G",1,"G",200,"G",289,"G",106,"G",129,"G",333,"G",441
238078,8,1,"1","R",24,"R",15,"R",14,"R",8,"R",0,"R",3,"R",0,"R",8,"R",4,"R",4,"R",264,"R",368,"R",153,"R",176,"G",459,"G",582
238078,11,1,"3","R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",35,"R",36,"R",4,"R",8,"G",41,"G",46
238078,14,1,"4","G",25,"G",17,"G",14,"G",8,"G",0,"G",3,"G",0,"G",8,"G",5,"G",4,"G",299,"G",404,"G",157,"G",184,"G",500,"G",628
238078,17,2,"1","G",0,"G",0,"G",2,"G",2,"G",0,"G",0,"G",0,"G",1,"G",0,"G",1,"G",45,"G",135,"G",16,"G",21,"G",63,"G",160
238078,22,2,"1","R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",45,"R",135,"R",16,"R",21,"G",63,"G",160
238078,25,2,"3","R",3,"R",0,"R",1,"R",1,"R",0,"R",0,"R",1,"R",1,"R",2,"R",0,"R",33,"R",53,"R",19,"R",50,"G",59,"G",105
238078,28,2,"4","G",3,"G",0,"G",3,"G",3,"G",0,"G",0,"G",1,"G",2,"G",2,"G",1,"G",78,"G",188,"G",35,"G",71,"G",122,"G",265
238078,29,3,"4","G",28,"G",17,"G",17,"G",11,"G",0,"G",3,"G",1,"G",10,"G",7,"G",5,"G",377,"G",592,"G",192,"G",255,"G",622,"G",893
238096,1,1,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",32,"R",0,"R",0,"G",1,"G",32
238096,3,1,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0
238096,8,1,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",32,"R",0,"R",0,"G",1,"G",32
238096,14,1,"4","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",32,"G",0,"G",0,"G",1,"G",32
238096,29,3,"4","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",32,"G",0,"G",0,"G",1,"G",32
238166,1,1,"1","R",0,"R",0,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",3,"R",46,"R",0,"R",0,"G",5,"G",51
238166,3,1,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0
238166,8,1,"1","R",0,"R",0,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",3,"R",46,"R",0,"R",0,"G",5,"G",51
238166,14,1,"4","G",0,"G",0,"G",2,"G",4,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",3,"G",46,"G",0,"G",0,"G",5,"G",51
238166,29,3,"4","G",0,"G",0,"G",2,"G",4,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",3,"G",46,"G",0,"G",0,"G",5,"G",51
238175,1,1,"1","R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",3,"R",2,"R",47,"R",0,"R",0,"G",2,"G",53
238175,3,1,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0
238175,8,1,"1","R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",3,"R",2,"R",47,"R",0,"R",0,"G",2,"G",53
238175,14,1,"4","G",0,"G",0,"G",0,"G",2,"G",0,"G",0,"G",0,"G",1,"G",0,"G",3,"G",2,"G",47,"G",0,"G",0,"G",2,"G",53
238175,29,3,"4","G",0,"G",0,"G",0,"G",2,"G",0,"G",0,"G",0,"G",1,"G",0,"G",3,"G",2,"G",47,"G",0,"G",0,"G",2,"G",53
238193,1,1,"1","R",0,"R",1,"R",0,"R",45,"R",0,"R",1,"R",0,"R",10,"R",0,"R",15,"R",0,"R",82,"R",0,"R",1,"G",0,"G",155
238193,3,1,"1","G",0,"G",9,"G",0,"G",192,"G",0,"G",15,"G",0,"G",23,"G",0,"G",65,"G",0,"G",514,"G",0,"G",11,"G",0,"G",829
238193,8,1,"1","R",0,"R",10,"R",0,"R",237,"R",0,"R",16,"R",0,"R",33,"R",0,"R",80,"R",0,"R",596,"R",0,"R",12,"G",0,"G",984
238193,14,1,"4","G",0,"G",10,"G",0,"G",237,"G",0,"G",16,"G",0,"G",33,"G",0,"G",80,"G",0,"G",596,"G",0,"G",12,"G",0,"G",984
238193,15,2,"1","R",0,"R",0,"R",0,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",18,"R",0,"R",1,"G",0,"G",39
238193,17,2,"1","G",0,"G",0,"G",1,"G",213,"G",0,"G",5,"G",0,"G",5,"G",3,"G",62,"G",14,"G",471,"G",1,"G",10,"G",19,"G",766
238193,22,2,"1","R",0,"R",0,"R",1,"R",229,"R",0,"R",5,"R",0,"R",5,"R",3,"R",66,"R",14,"R",489,"R",1,"R",11,"G",19,"G",805
238193,25,2,"3","R",0,"R",2,"R",7,"R",35,"R",0,"R",1,"R",0,"R",2,"R",3,"R",4,"R",2,"R",62,"R",3,"R",3,"G",15,"G",109
238193,28,2,"4","G",0,"G",2,"G",8,"G",264,"G",0,"G",6,"G",0,"G",7,"G",6,"G",70,"G",16,"G",551,"G",4,"G",14,"G",34,"G",914
238193,29,3,"4","G",0,"G",12,"G",8,"G",501,"G",0,"G",22,"G",0,"G",40,"G",6,"G",150,"G",16,"G",1147,"G",4,"G",26,"G",34,"G",1898
238263,1,1,"1","R",2,"R",3,"R",19,"R",24,"R",11,"R",5,"R",16,"R",19,"R",9,"R",18,"R",751,"R",774,"R",40,"R",27,"G",848,"G",870
238263,3,1,"1","G",3,"G",1,"G",45,"G",35,"G",15,"G",8,"G",30,"G",31,"G",40,"G",40,"G",1079,"G",1370,"G",111,"G",73,"G",1323,"G",1558
238263,8,1,"1","R",5,"R",4,"R",64,"R",59,"R",26,"R",13,"R",46,"R",50,"R",49,"R",58,"R",1830,"R",2144,"R",151,"R",100,"G",2171,"G",2428
238263,14,1,"4","G",5,"G",4,"G",64,"G",59,"G",26,"G",13,"G",46,"G",50,"G",49,"G",58,"G",1830,"G",2144,"G",151,"G",100,"G",2171,"G",2428
238263,15,2,"1","R",1,"R",0,"R",36,"R",24,"R",6,"R",3,"R",20,"R",19,"R",16,"R",18,"R",364,"R",467,"R",87,"R",86,"G",530,"G",617
238263,17,2,"1","G",3,"G",6,"G",155,"G",140,"G",24,"G",51,"G",92,"G",108,"G",95,"G",90,"G",2807,"G",3969,"G",606,"G",582,"G",3782,"G",4946
238263,22,2,"1","R",4,"R",6,"R",191,"R",164,"R",30,"R",54,"R",112,"R",127,"R",111,"R",108,"R",3171,"R",4436,"R",693,"R",668,"G",4312,"G",5563
238263,28,2,"4","G",4,"G",6,"G",191,"G",164,"G",30,"G",54,"G",112,"G",127,"G",111,"G",108,"G",3171,"G",4436,"G",693,"G",668,"G",4312,"G",5563
238263,29,3,"4","G",9,"G",10,"G",255,"G",223,"G",56,"G",67,"G",158,"G",177,"G",160,"G",166,"G",5001,"G",6580,"G",844,"G",768,"G",6483,"G",7991
238315,1,1,"1","R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",11,"Z",0,"Z",0,"G",1,"G",12
238315,3,1,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0
238315,8,1,"1","R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",11,"Z",0,"Z",0,"G",1,"G",12
238315,14,1,"4","G",0,"G",0,"G",0,"G",1,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",11,"G",0,"G",0,"G",1,"G",12
238315,29,3,"4","G",0,"G",0,"G",0,"G",1,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",11,"G",0,"G",0,"G",1,"G",12
238324,1,1,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0,"G",0,"G",14
238324,3,1,"1","G",0,"G",0,"G",0,"G",1,"G",0,"G",4,"G",0,"G",2,"G",0,"G",0,"G",12,"G",107,"G",0,"G",0,"G",12,"G",114
238324,8,1,"1","R",0,"R",0,"R",0,"R",1,"R",0,"R",4,"R",0,"R",3,"R",0,"R",0,"R",12,"R",120,"R",0,"R",0,"G",12,"G",128
238324,14,1,"4","G",0,"G",0,"G",0,"G",1,"G",0,"G",4,"G",0,"G",3,"G",0,"G",0,"G",12,"G",120,"G",0,"G",0,"G",12,"G",128
238324,17,2,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",0,"G",0,"G",0,"G",10,"G",0,"G",0,"G",0,"G",11
238324,22,2,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0,"G",0,"G",11
238324,28,2,"4","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",0,"G",0,"G",0,"G",10,"G",0,"G",0,"G",0,"G",11
238324,29,3,"4","G",0,"G",0,"G",0,"G",1,"G",0,"G",4,"G",0,"G",4,"G",0,"G",0,"G",12,"G",130,"G",0,"G",0,"G",12,"G",139
238333,1,1,"1","R",8,"R",5,"R",3,"R",4,"Z",0,"R",0,"R",1,"R",13,"R",7,"R",7,"R",109,"R",144,"R",2,"R",1,"G",130,"G",174
238333,3,1,"1","G",58,"G",48,"G",17,"G",23,"G",1,"G",2,"G",9,"G",20,"G",14,"G",18,"G",282,"G",401,"G",1,"G",2,"G",382,"G",514
238333,8,1,"1","R",66,"R",53,"R",20,"R",27,"R",1,"R",2,"R",10,"R",33,"R",21,"R",25,"R",391,"R",545,"R",3,"R",3,"G",512,"G",688
238333,14,1,"4","G",66,"G",53,"G",20,"G",27,"G",1,"G",2,"G",10,"G",33,"G",21,"G",25,"G",391,"G",545,"G",3,"G",3,"G",512,"G",688
238333,17,2,"1","G",4,"G",0,"G",2,"G",1,"G",0,"G",0,"G",0,"G",1,"G",2,"G",3,"G",18,"G",31,"G",0,"G",0,"G",26,"G",36
238333,22,2,"1","R",4,"Z",0,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"R",3,"R",18,"R",31,"Z",0,"Z",0,"G",26,"G",36
238333,28,2,"4","G",4,"G",0,"G",2,"G",1,"G",0,"G",0,"G",0,"G",1,"G",2,"G",3,"G",18,"G",31,"G",0,"G",0,"G",26,"G",36
238333,29,3,"4","G",70,"G",53,"G",22,"G",28,"G",1,"G",2,"G",10,"G",34,"G",23,"G",28,"G",409,"G",576,"G",3,"G",3,"G",538,"G",724
238397,1,1,"1","R",0,"R",0,"R",7,"R",13,"R",3,"R",0,"R",0,"R",0,"R",6,"R",6,"R",127,"R",137,"R",1,"R",0,"G",144,"G",156
238397,3,1,"1","G",0,"G",0,"G",12,"G",19,"G",2,"G",3,"G",2,"G",3,"G",6,"G",7,"G",258,"G",281,"G",3,"G",0,"G",283,"G",313
238397,8,1,"1","R",0,"R",0,"R",19,"R",32,"R",5,"R",3,"R",2,"R",3,"R",12,"R",13,"R",385,"R",418,"R",4,"R",0,"G",427,"G",469
238397,14,1,"4","G",0,"G",0,"G",19,"G",32,"G",5,"G",3,"G",2,"G",3,"G",12,"G",13,"G",385,"G",418,"G",4,"G",0,"G",427,"G",469
238397,15,2,"1","R",0,"R",0,"R",4,"R",4,"R",0,"R",2,"R",2,"R",2,"R",0,"R",4,"R",95,"R",144,"R",3,"R",3,"G",104,"G",159
238397,17,2,"1","G",0,"G",0,"G",12,"G",34,"G",5,"G",7,"G",6,"G",8,"G",7,"G",5,"G",548,"G",665,"G",8,"G",8,"G",586,"G",727
238397,22,2,"1","R",0,"R",0,"R",16,"R",38,"R",5,"R",9,"R",8,"R",10,"R",7,"R",9,"R",643,"R",809,"R",11,"R",11,"G",690,"G",886
238397,28,2,"4","G",0,"G",0,"G",16,"G",38,"G",5,"G",9,"G",8,"G",10,"G",7,"G",9,"G",643,"G",809,"G",11,"G",11,"G",690,"G",886
238397,29,3,"4","G",0,"G",0,"G",35,"G",70,"G",10,"G",12,"G",10,"G",13,"G",19,"G",22,"G",1028,"G",1227,"G",15,"G",11,"G",1117,"G",1355
238421,1,1,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",23,"R",0,"R",0,"G",4,"G",23
238421,3,1,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0
238421,8,1,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",23,"R",0,"R",0,"G",4,"G",23
