unitid,"xcdactua",cdactua,"xcnactua",cnactua,"xcdactga",cdactga
247870,"A",,"R",372452,"A",
247922,"A",,"A",,"R",9360
247940,"R",49005,"A",,"A",
248031,"R",0,"R",48900,"R",0
248165,"A",,"R",52200,"A",
248192,"A",,"R",32400,"A",
248305,"R",0,"R",109658,"R",0
248314,"R",0,"R",15286,"R",0
248527,"A",,"R",67500,"A",
248606,"R",0,"R",771750,"R",0
248624,"R",0,"R",85470,"R",0
248633,"R",0,"R",198030,"R",0
248660,"R",0,"R",87360,"R",0
248703,"R",0,"R",181132,"R",0
248776,"R",60581,"R",0,"R",0
248794,"R",42911,"R",0,"R",0
248846,"R",10506,"R",0,"R",0
248882,"R",9773,"A",,"R",0
248925,"R",0,"R",683466,"R",0
248934,"R",103255,"A",,"A",
248943,"R",40937,"A",,"A",
248970,"R",11196,"R",111960,"R",0
249061,"A",,"R",1500,"A",
249140,"Z",0,"R",54000,"A",
249238,"R",0,"R",172500,"R",0
249247,"R",0,"R",682240,"R",0
249566,"Z",0,"R",218475,"A",
249609,"R",164195,"R",164195,"R",0
249636,"R",3897,"R",76480,"A",
249779,"R",4286,"A",,"A",
250027,"R",13184,"R",257770,"R",0
250072,"Z",0,"R",110000,"A",
250285,"R",257600,"R",1600,"R",0
250407,"R",0,"R",192636,"A",
250498,"R",0,"R",131237,"R",0
250504,"R",1155,"Z",0,"A",
250744,"R",8241,"R",164836,"A",
250832,"Z",0,"R",30744,"A",
250902,"A",,"R",121000,"A",
250920,"A",,"R",256720,"A",
250993,"R",0,"R",69300,"R",0
251075,"R",22070,"A",,"A",
251251,"R",14422,"A",,"A",
251260,"R",98059,"A",,"R",0
251312,"R",13864,"A",,"A",
260293,"R",57588,"A",,"R",2144
260336,"A",,"R",900,"A",
260354,"R",10556,"A",,"A",
260363,"Z",0,"R",48300,"A",
260372,"R",10498,"A",,"A",
260585,"R",0,"R",73316,"R",0
260628,"R",0,"R",196,"R",0
260691,"R",1329,"R",275938,"A",
260789,"R",18912,"R",236400,"A",
260804,"R",21312,"R",266400,"A",
260813,"R",10016,"Z",0,"A",
260901,"R",53436,"A",,"A",
260910,"R",25354,"R",0,"R",0
260929,"R",0,"R",276400,"R",0
260947,"R",1416,"A",,"A",
260956,"Z",0,"A",,"R",1215
260965,"R",136650,"R",136650,"R",0
260974,"R",25911,"A",,"A",
260992,"R",25154,"A",,"A",
261375,"A",,"R",216967,"A",
261384,"R",0,"R",195381,"R",0
261393,"R",0,"R",43850,"R",0
261436,"Z",0,"R",172927,"A",
261472,"R",27867,"A",,"A",
261676,"A",,"R",72000,"A",
261685,"A",,"R",65520,"A",
261719,"A",,"R",58500,"A",
261773,"Z",0,"R",44280,"A",
261861,"R",3024,"R",0,"R",0
261931,"R",11377,"R",0,"R",0
262013,"R",19568,"A",,"R",1115
262022,"A",,"A",,"R",4468
262031,"R",119060,"R",0,"A",
262086,"R",63706,"R",0,"R",95879
262129,"R",23328,"A",,"A",
262156,"R",14472,"A",,"A",
262235,"A",,"R",171200,"A",
262299,"A",,"R",91650,"A",
262305,"R",9888,"R",1875,"A",
262332,"R",0,"R",1017772,"R",0
262341,"A",,"R",770400,"A",
262369,"A",,"R",105800,"A",
262402,"A",,"R",284700,"A",
262457,"R",26424,"A",,"A",
262509,"R",38632,"R",484800,"R",0
262660,"R",0,"R",79980,"R",0
362700,"Z",0,"R",109440,"A",
362782,"Z",0,"R",48900,"A",
363013,"A",,"R",95760,"A",
363077,"Z",0,"R",65477,"A",
363147,"A",,"R",21211,"A",
363165,"R",0,"R",497227,"R",0
363217,"R",0,"R",34018,"R",0
363378,"R",753,"A",,"Z",0
363387,"R",37097,"A",,"A",
363439,"R",19095,"R",0,"R",0
363457,"Z",0,"R",182796,"A",
363527,"R",3000,"R",146960,"R",0
363590,"R",11380,"R",244160,"R",0
363606,"R",8175,"R",175320,"R",0
363633,"R",12713,"A",,"R",0
363679,"A",,"R",36703,"A",
363712,"R",1740,"R",0,"R",30
363882,"A",,"R",25538,"A",
363907,"R",11426,"R",0,"R",4293
363916,"R",9898,"R",0,"R",3585
363934,"R",29522,"A",,"R",195
364016,"R",103431,"A",,"A",
364025,"R",100750,"A",,"A",
364122,"R",128,"R",0,"R",0
364131,"R",0,"R",0,"R",1
364168,"R",3878,"A",,"A",
364308,"Z",0,"R",242902,"A",
364317,"Z",0,"R",80025,"A",
364326,"Z",0,"R",254000,"A",
364335,"Z",0,"R",507100,"A",
364548,"R",0,"R",186482,"R",0
364566,"A",,"R",196319,"A",
364575,"Z",0,"R",52393,"A",
364609,"A",,"R",74347,"A",
364618,"R",0,"R",58500,"R",0
364627,"R",0,"R",153433,"R",0
364636,"Z",0,"R",5374,"A",
364751,"A",,"R",221846,"A",
364760,"Z",0,"R",57600,"A",
364812,"Z",0,"R",191475,"A",
364821,"Z",0,"R",63525,"A",
364876,"R",1701,"R",183,"R",0
364885,"R",4213,"R",84260,"R",0
364946,"A",,"R",394800,"A",
364955,"Z",0,"R",781650,"A",
364964,"Z",0,"R",67862,"A",
364973,"R",19800,"R",470250,"R",0
365055,"Z",0,"R",524403,"A",
365073,"R",0,"R",122472,"R",0
365091,"R",0,"R",316000,"R",0
365125,"A",,"R",184844,"A",
365198,"R",0,"R",74025,"R",0
365204,"R",0,"R",245700,"R",0
365213,"Z",0,"R",295514,"A",
365240,"R",0,"R",78900,"R",0
365277,"Z",0,"R",28545,"A",
365310,"R",18263,"A",,"A",
365329,"A",,"R",603438,"A",
365374,"A",,"R",572250,"A",
365383,"Z",0,"R",130800,"A",
365392,"Z",0,"R",19350,"A",
365426,"R",0,"R",0,"R",2045
365453,"Z",0,"R",59000,"A",
365480,"A",,"R",397664,"A",
365505,"R",0,"R",27520,"R",0
365569,"R",0,"R",39980,"R",0
365639,"R",3577,"R",35770,"A",
365693,"R",0,"R",96850,"R",0
365824,"A",,"R",95040,"A",
365833,"A",,"R",78480,"A",
365912,"A",,"R",145980,"A",
365930,"R",1833,"R",45464,"A",
366155,"A",,"R",54000,"A",
366191,"R",0,"R",1050620,"R",0
366252,"R",144834,"R",0,"R",0
366261,"R",8995,"R",83661,"A",
366270,"R",0,"R",276300,"R",0
366289,"R",7325,"Z",0,"A",
366340,"R",2867,"R",0,"R",0
366368,"A",,"A",,"R",1890
366395,"R",354215,"Z",0,"R",0
366401,"R",109820,"R",19666,"R",0
366438,"A",,"R",34000,"A",
366447,"R",55717,"R",0,"R",0
366456,"R",56314,"R",0,"R",0
366465,"R",79731,"R",0,"R",0
366535,"R",96,"R",1440,"R",0
366544,"R",10772,"R",0,"R",0
366553,"R",49458,"A",,"A",
366571,"Z",0,"R",65800,"A",
366580,"R",13668,"A",,"A",
366605,"R",0,"R",0,"R",4230
366614,"R",0,"R",132900,"R",0
366623,"R",0,"R",37471,"R",0
366632,"Z",0,"R",44748,"A",
366650,"R",21929,"A",,"A",
366678,"R",31292,"A",,"A",
366696,"R",26547,"A",,"A",
366711,"R",148268,"A",,"R",6085
366748,"R",21,"A",,"R",6503
366784,"R",70,"R",0,"R",1172
366793,"A",,"A",,"R",396
366906,"R",6325,"R",206448,"R",0
366960,"R",24926,"A",,"A",
367024,"R",23642,"R",0,"R",0
367051,"R",0,"R",106500,"R",0
367088,"R",0,"R",35120,"R",0
367097,"R",19642,"R",261120,"A",
367103,"R",0,"R",62675,"R",0
367112,"R",27408,"Z",0,"A",
367130,"Z",0,"R",195000,"A",
367158,"A",,"R",31680,"A",
367176,"R",0,"R",144000,"R",0
367194,"R",11016,"Z",0,"R",0
367316,"R",30240,"R",283500,"R",0
367334,"A",,"R",109360,"A",
367343,"R",203040,"R",203040,"A",
367361,"A",,"R",118080,"A",
367389,"R",22959,"R",4688750,"R",0
367398,"R",9810,"R",205650,"R",0
367413,"R",64812,"R",0,"R",0
367431,"A",,"R",63750,"A",
367459,"R",74538,"A",,"A",
367608,"A",,"R",47960,"A",
367662,"A",,"R",79709,"A",
367723,"A",,"R",960,"R",0
367778,"A",,"R",39500,"A",
367839,"R",1498,"A",,"A",
367875,"R",0,"R",112413,"R",0
367884,"R",14395,"A",,"R",1250
367893,"R",240,"R",0,"R",421
367909,"R",8715,"A",,"R",2412
367936,"R",231,"A",,"R",12418
367972,"R",0,"R",122220,"A",
367981,"A",,"R",91883,"A",
367990,"Z",0,"R",95950,"A",
368036,"R",0,"R",73927,"R",0
368160,"Z",0,"R",47218,"A",
368188,"Z",0,"R",154400,"A",
368203,"R",0,"R",58500,"R",0
368230,"R",0,"R",204000,"R",0
368276,"R",0,"R",0,"Z",0
368364,"R",1050,"R",90000,"A",
368407,"Z",0,"R",65723,"A",
368443,"R",15300,"R",0,"R",0
368452,"R",76,"A",,"A",
368540,"A",,"R",40000,"A",
368601,"R",14924,"A",,"A",
368629,"R",1248,"R",189116,"A",
368771,"R",6288,"R",188640,"A",
368780,"R",0,"R",269132,"R",0
368799,"Z",0,"R",286650,"A",
368805,"R",0,"R",478080,"R",0
368832,"R",0,"R",113431,"R",0
368911,"R",51842,"R",0,"R",0
368993,"A",,"R",133878,"A",
369020,"A",,"R",44000,"A",
369084,"R",18997,"A",,"A",
369109,"Z",0,"R",68400,"A",
369172,"R",38741,"A",,"A",
369181,"R",14826,"A",,"A",
369242,"A",,"R",180000,"A",
369400,"R",0,"R",2322975,"R",0
369419,"R",0,"R",1269900,"R",0
369446,"R",0,"R",170625,"R",0
369455,"R",8320,"Z",0,"A",
369516,"R",2766,"R",10680,"A",
369622,"Z",0,"R",1800,"A",
369659,"R",0,"R",0,"R",12240
369668,"R",0,"R",49101,"R",0
369686,"R",0,"R",150300,"R",0
369695,"A",,"R",160988,"A",
369783,"R",0,"R",511833,"R",0
369792,"A",,"R",18547,"A",
369817,"A",,"A",,"R",153
369853,"Z",0,"R",13812,"A",
369862,"Z",0,"R",120900,"A",
369905,"R",3570,"R",0,"R",0
369950,"R",0,"R",134712,"R",0
371034,"A",,"R",22500,"A",
371052,"A",,"R",60894,"A",
371140,"A",,"R",55800,"A",
371186,"R",3204,"R",52560,"R",0
371265,"R",0,"R",802224,"R",0
371760,"R",29986,"A",,"A",
371779,"R",63786,"A",,"R",0
371830,"R",0,"R",90044,"R",0
371928,"R",720,"R",77040,"R",0
371964,"R",139000,"R",139000,"A",
371982,"A",,"R",753120,"A",
372028,"A",,"R",140180,"A",
372037,"Z",0,"R",561168,"R",0
372073,"Z",0,"R",220598,"A",
372082,"R",0,"R",218047,"R",0
372143,"Z",0,"R",97012,"A",
372161,"A",,"R",140400,"A",
372213,"R",339031,"Z",0,"R",217048
372222,"R",37688,"Z",0,"R",14340
372240,"A",,"R",6040,"A",
372329,"P",0,"P",11796,"P",0
372356,"R",0,"R",180073,"R",0
372462,"A",,"R",41349,"A",
372480,"A",,"R",268480,"A",
372505,"A",,"R",18314,"A",
372578,"R",19197,"A",,"A",
372718,"A",,"R",87840,"A",
372772,"R",0,"R",95037,"R",0
372833,"Z",0,"R",48720,"A",
372921,"R",16258,"R",557945,"R",0
372958,"R",55860,"R",0,"R",0
372985,"P",0,"P",25642,"P",0
373058,"R",17100,"Z",0,"R",0
373085,"Z",0,"R",77470,"A",
373119,"R",0,"R",172781,"R",0
373216,"A",,"R",308112,"A",
373261,"A",,"R",5400,"A",
373340,"R",0,"R",131148,"R",0
373447,"R",0,"R",38880,"R",0
373535,"A",,"R",218492,"A",
373605,"Z",0,"R",63783,"A",
373669,"R",0,"R",0,"R",0
373678,"R",1000,"R",53700,"A",
373696,"A",,"R",83820,"A",
373711,"Z",0,"R",31320,"A",
373784,"R",0,"R",200285,"R",0
373827,"R",5658,"A",,"A",
373890,"A",,"R",194832,"A",
373906,"R",1500,"R",108000,"R",0
373951,"R",0,"R",30966,"R",0
374024,"A",,"A",,"R",2808
374060,"Z",0,"R",10050,"A",
374112,"R",0,"R",6939,"R",0
374291,"A",,"R",97500,"A",
374316,"A",,"R",120564,"A",
374440,"Z",0,"R",52500,"A",
374495,"R",0,"R",153246,"R",0
374574,"R",19620,"Z",0,"A",
374592,"A",,"R",181049,"A",
374680,"Z",0,"R",249960,"A",
374699,"A",,"R",116902,"A",
374875,"R",10000,"R",774360,"A",
374927,"Z",0,"R",110650,"A",
374972,"R",12930,"R",84420,"A",
374990,"A",,"R",49822,"A",
375009,"R",0,"R",61125,"R",0
375106,"R",0,"R",38330,"R",0
375230,"R",4170,"Z",0,"A",
375300,"A",,"R",324900,"A",
375319,"A",,"R",161100,"A",
375373,"R",0,"R",77900,"R",0
375407,"Z",0,"R",20453,"A",
375416,"R",88272,"R",1440,"A",
375470,"A",,"R",1920,"Z",0
375489,"R",0,"R",482224,"R",0
375540,"R",0,"R",1800,"R",0
375559,"Z",0,"R",1800,"A",
375568,"Z",0,"R",18782,"A",
375647,"R",2533,"R",0,"R",0
375656,"A",,"R",25454,"A",
375683,"R",0,"R",242457,"R",0
375692,"R",636,"R",111300,"A",
375708,"Z",0,"R",233100,"A",
375717,"R",0,"R",154350,"R",0
375726,"A",,"R",89501,"A",
375735,"R",0,"R",153300,"R",0
375744,"R",0,"R",152398,"R",0
375753,"R",0,"R",28312,"R",0
375762,"A",,"R",41409,"A",
375841,"R",96942,"R",1035648,"R",0
375878,"R",0,"R",140650,"R",0
375902,"Z",0,"R",17100,"A",
375939,"Z",0,"R",260000,"A",
375948,"Z",0,"R",1502800,"A",
375966,"R",0,"R",19035,"R",0
375984,"Z",0,"R",124791,"A",
376039,"R",5679,"A",,"A",
376109,"A",,"R",84180,"A",
376118,"A",,"R",191906,"A",
376127,"A",,"R",125068,"A",
376136,"R",14810,"R",333877,"A",
376224,"A",,"R",259292,"A",
376242,"A",,"R",315900,"A",
376288,"R",966,"R",38880,"A",
376321,"R",9564,"A",,"A",
376330,"R",19620,"A",,"A",
376349,"Z",0,"R",467100,"A",
376385,"R",5456,"R",562355,"R",0
376446,"Z",0,"R",117265,"A",
376631,"R",0,"R",43167,"R",0
376668,"A",,"R",141000,"A",
376677,"R",0,"R",133650,"R",0
376695,"P",4692,"P",0,"P",0
376950,"Z",0,"R",103125,"A",
376987,"R",0,"R",100500,"R",0
377069,"R",32665,"A",,"A",
377111,"R",0,"R",355255,"R",0
377193,"A",,"R",71400,"A",
377218,"A",,"R",36576,"A",
377236,"R",0,"R",121920,"R",0
377272,"R",0,"R",69450,"R",0
377281,"R",0,"R",141000,"R",0
377315,"R",0,"R",107489,"R",0
377342,"R",5478,"R",164360,"A",
377403,"P",0,"P",43236,"P",0
377421,"A",,"R",79500,"A",
377449,"A",,"R",325440,"A",
377458,"A",,"R",366624,"A",
377485,"R",0,"R",3724,"R",0
377519,"R",0,"R",415312,"R",0
377546,"R",3810,"A",,"A",
377555,"R",53853,"A",,"R",4539
377564,"R",64037,"A",,"R",7649
377634,"R",222,"R",6051,"R",0
377643,"R",0,"R",141000,"R",0
377652,"R",2873,"A",,"A",
377661,"R",1844,"A",,"A",
377670,"R",2053,"A",,"A",
377722,"R",0,"R",340800,"R",0
377759,"R",0,"R",148620,"R",0
378105,"R",8182,"A",,"A",
378406,"R",27540,"A",,"A",
378576,"A",,"R",731,"Z",0
378956,"A",,"R",928000,"A",
379029,"Z",0,"R",200880,"A",
379074,"R",0,"R",2100,"R",0
379135,"A",,"R",99000,"A",
379463,"R",4059,"R",69300,"R",0
379621,"R",0,"R",188322,"R",0
379685,"A",,"R",672000,"A",
379746,"A",,"R",57958,"A",
379782,"R",7248,"R",144960,"R",1350
380067,"R",1176,"R",225000,"R",0
380094,"R",12828,"R",225320,"R",0
380137,"A",,"R",169200,"A",
380298,"R",24308,"Z",0,"A",
380359,"R",6701,"R",0,"R",0
380368,"R",20790,"R",0,"R",0
380377,"R",10386,"R",0,"R",0
380401,"A",,"R",235176,"A",
380410,"Z",0,"R",176932,"A",
380438,"R",22265,"R",0,"R",0
380447,"A",,"R",2000,"A",
380456,"A",,"R",428000,"A",
380465,"R",32595,"Z",0,"R",15347
380474,"R",28221,"R",526522,"R",0
380836,"R",17716,"Z",0,"A",
380845,"R",21063,"Z",0,"A",
380854,"R",23638,"Z",0,"A",
380863,"R",15450,"Z",0,"A",
380872,"R",27964,"Z",0,"A",
381237,"A",,"R",47574,"A",
381255,"A",,"R",78840,"A",
381282,"A",,"R",127893,"A",
381325,"A",,"R",67754,"A",
381334,"A",,"R",71118,"A",
381343,"A",,"R",31308,"A",
381370,"R",0,"R",625500,"R",0
381404,"R",0,"R",169027,"R",0
381486,"A",,"R",54600,"A",
381501,"Z",0,"R",1000,"A",
381529,"R",32119,"R",0,"R",0
381617,"R",42900,"R",420099,"R",0
381635,"A",,"R",148000,"A",
381644,"A",,"R",170000,"A",
381699,"A",,"R",40600,"A",
381705,"A",,"R",59450,"A",
381732,"R",2843,"R",113825,"R",0
381741,"R",19178,"A",,"A",
381750,"A",,"R",88600,"A",
381787,"R",22785,"R",0,"R",840
381796,"R",4060,"R",1900,"R",0
381848,"R",1872,"R",28080,"R",0
381909,"R",37649,"A",,"A",
381945,"Z",0,"R",38933,"A",
381990,"R",14196,"R",0,"R",0
382018,"Z",0,"R",250000,"A",
382027,"R",17500,"R",0,"R",0
382054,"R",0,"R",421886,"R",0
382063,"R",5070,"Z",0,"R",20313
382106,"Z",0,"R",8000,"A",
382258,"Z",0,"R",175077,"A",
382267,"A",,"R",302476,"A",
382276,"R",0,"R",0,"R",0
382382,"A",,"R",95040,"A",
382416,"R",92148,"R",1097,"A",
382443,"R",0,"R",1044,"R",0
382461,"A",,"R",65365,"A",
382504,"R",11793,"A",,"A",
382531,"A",,"R",280800,"A",
382708,"R",26928,"A",,"A",
382771,"R",0,"R",267720,"R",0
382780,"A",,"R",86000,"A",
382896,"R",90900,"R",111220,"R",0
382902,"R",0,"R",37700,"R",0
382911,"R",2586,"A",,"A",
382957,"R",4164,"R",44586,"R",0
382975,"A",,"R",670331,"A",
383020,"A",,"A",,"R",4102
383084,"R",30,"R",2250,"R",0
383163,"A",,"R",249780,"A",
383172,"R",0,"R",41400,"R",0
383190,"R",40533,"A",,"R",0
383251,"A",,"R",59250,"A",
383279,"A",,"R",78408,"A",
383297,"A",,"R",113225,"A",
383312,"Z",0,"R",76680,"A",
383330,"Z",0,"R",30485,"A",
383367,"Z",0,"R",286624,"A",
383376,"A",,"R",126172,"A",
383400,"R",2944,"A",,"A",
383419,"Z",0,"R",86160,"A",
383464,"A",,"R",44800,"A",
383507,"R",876,"R",0,"R",0
383525,"R",0,"R",108360,"R",0
383765,"A",,"R",340994,"A",
383792,"R",1293,"R",247500,"R",0
383880,"A",,"R",354904,"A",
383899,"R",11882,"R",268440,"R",0
383950,"R",13773,"A",,"A",
383996,"R",9362,"A",,"A",
384184,"A",,"R",383040,"A",
384193,"A",,"R",264180,"A",
384209,"R",46508,"R",1257830,"A",
384306,"R",0,"R",0,"R",840
384333,"R",63477,"A",,"A",
384342,"R",84347,"Z",0,"A",
384412,"R",1835,"R",0,"R",0
384421,"R",1665,"A",,"A",
385008,"Z",0,"R",393600,"A",
385132,"A",,"R",28787,"A",
385503,"R",9658,"R",199290,"A",
385549,"R",0,"R",217550,"R",0
385619,"R",6003,"A",,"A",
385929,"R",0,"R",41415,"R",0
386153,"R",13504,"A",,"A",
386472,"R",4712,"Z",0,"A",
387235,"R",490,"R",6610,"R",0
387660,"A",,"R",5760,"A",
387730,"Z",0,"R",12532,"A",
387819,"R",0,"R",45000,"R",0
387925,"A",,"R",174000,"A",
388043,"R",12000,"R",0,"R",0
388098,"A",,"R",10920,"A",
388511,"Z",0,"R",52800,"A",
388520,"R",14780,"A",,"A",
388663,"R",0,"R",227995,"R",0
388681,"R",0,"R",94500,"A",
389620,"A",,"R",64736,"A",
389727,"A",,"R",448500,"A",
389860,"Z",0,"R",158663,"A",
390394,"A",,"R",176000,"R",0
390701,"R",75482,"A",,"R",2304
390905,"Z",0,"R",50428,"A",
391333,"Z",0,"R",87799,"A",
391564,"Z",0,"R",162432,"A",
391582,"Z",0,"R",130483,"A",
391616,"R",0,"R",50494,"A",
391759,"A",,"R",67500,"A",
391810,"A",,"R",75406,"A",
392257,"R",23181,"R",467176,"R",0
392415,"A",,"R",48840,"A",
392798,"A",,"R",133500,"A",
392840,"R",6396,"A",,"R",381
393180,"R",0,"R",398610,"R",0
393524,"A",,"R",229467,"A",
393861,"R",0,"R",411732,"R",0
393977,"A",,"R",43200,"A",
394679,"R",0,"R",234067,"R",0
394846,"A",,"R",103990,"A",
395283,"A",,"R",89280,"A",
395362,"R",27477,"R",35479,"R",0
395733,"A",,"R",27360,"A",
396000,"R",0,"R",18850,"A",
396152,"A",,"R",26100,"A",
396310,"Z",0,"R",55200,"A",
397270,"A",,"R",28572,"A",
397641,"A",,"R",328500,"A",
397942,"R",0,"R",144080,"R",0
398130,"R",54332,"R",719235,"A",
398574,"R",0,"R",368712,"R",0
399212,"R",196711,"R",39418,"R",0
399869,"R",169030,"R",236060,"R",0
400080,"Z",0,"R",569740,"A",
400637,"A",,"R",406080,"A",
401250,"A",,"A",,"R",3163
401481,"Z",0,"R",140475,"A",
402493,"R",23899,"A",,"R",31897
402563,"R",0,"R",120600,"R",0
402615,"R",22607,"A",,"R",1613
402633,"R",5118,"R",0,"R",0
402776,"K",9522,"K",0,"K",0
402800,"A",,"R",322500,"A",
402828,"R",0,"R",0,"R",474
403405,"A",,"R",136500,"A",
403414,"A",,"R",105000,"A",
403469,"R",25364,"A",,"A",
403478,"R",31528,"A",,"A",
403487,"R",57925,"A",,"A",
404055,"R",6900,"R",225216,"R",0
404073,"R",25978,"A",,"A",
404082,"R",93611,"A",,"A",
404222,"R",0,"R",0,"R",0
404329,"R",1179,"A",,"A",
404338,"R",4719,"R",0,"R",2199
404365,"R",19818,"Z",0,"A",
404374,"A",,"R",24000,"A",
404383,"A",,"R",575631,"A",
404426,"R",46943,"A",,"A",
404499,"R",0,"R",569640,"R",0
404505,"R",5330,"R",218187,"R",0
404514,"Z",0,"R",578460,"A",
404532,"A",,"R",69000,"A",
404648,"R",12320,"A",,"A",
404657,"A",,"A",,"R",2880
404666,"R",1388,"R",0,"A",
404675,"A",,"R",20060,"A",
404684,"A",,"R",687480,"A",
404718,"R",0,"R",66900,"R",0
404806,"R",7111,"R",0,"R",0
404912,"R",1804,"R",234551,"A",
404921,"Z",0,"R",348627,"A",
404949,"R",46967,"R",0,"R",57449
404994,"R",144864,"R",6518880,"R",0
405003,"A",,"R",1800,"A",
405012,"Z",0,"R",1800,"A",
405021,"Z",0,"R",1800,"A",
405058,"R",3630,"A",,"A",
405076,"A",,"R",506700,"A",
405173,"R",3876,"A",,"A",
405562,"A",,"R",556960,"A",
405748,"R",0,"R",37013,"R",0
405854,"R",4320,"A",,"A",
405872,"R",47021,"A",,"A",
405979,"R",17043,"Z",0,"R",13648
405988,"R",18171,"Z",0,"R",17656
405997,"R",33430,"Z",0,"R",13161
406006,"R",97477,"Z",0,"R",20444
406015,"R",211152,"Z",0,"R",45684
406024,"Z",0,"R",230400,"A",
406033,"Z",0,"R",228960,"A",
406051,"Z",0,"R",78000,"A",
406060,"Z",0,"R",1500,"A",
406149,"A",,"R",67148,"A",
406194,"R",14741,"R",165164,"R",0
406200,"A",,"R",1133946,"A",
406219,"R",0,"R",48394,"R",0
406264,"R",32100,"R",348600,"A",
406273,"R",0,"R",43008,"R",0
406325,"Z",0,"R",72700,"A",
406361,"Z",0,"R",113176,"A",
406413,"R",0,"R",78120,"R",0
406422,"Z",0,"R",64486,"A",
406486,"R",0,"R",117180,"R",0
406495,"A",,"R",73226,"A",
406547,"R",16357,"A",,"A",
406556,"K",0,"K",296355,"K",0
407009,"R",100331,"A",,"R",17830
407054,"R",4943,"A",,"A",
407063,"R",22937,"A",,"A",
407090,"R",0,"R",300000,"R",0
407106,"A",,"R",70900,"A",
407142,"R",0,"R",108750,"R",0
407151,"R",0,"R",114587,"R",0
407179,"A",,"R",217000,"A",
407258,"R",20819,"A",,"R",454
407285,"R",28294,"A",,"A",
407319,"R",17627,"A",,"A",
407328,"A",,"R",97000,"A",
407355,"R",0,"R",214434,"R",0
407382,"A",,"R",15952,"A",
407391,"A",,"R",60717,"A",
407407,"A",,"R",72557,"A",
407425,"A",,"R",76583,"A",
407434,"R",0,"R",110250,"R",0
407443,"R",0,"R",107282,"R",0
407452,"Z",0,"R",97800,"A",
407461,"A",,"R",186300,"A",
407470,"R",0,"R",100200,"A",
407489,"R",0,"R",56700,"R",0
407504,"R",0,"R",61190,"R",0
407513,"Z",0,"R",103500,"A",
407522,"Z",0,"R",25862,"A",
407568,"A",,"R",28133,"A",
407577,"R",0,"R",257500,"R",0
407586,"R",0,"R",3267,"R",0
407595,"R",0,"R",6400,"R",0
407601,"R",0,"R",15750,"R",0
407629,"R",0,"R",0,"R",1410
407638,"R",18542,"A",,"A",
407665,"R",2578,"A",,"A",
407683,"R",0,"R",65647,"R",0
407692,"R",19725,"Z",0,"A",
407708,"R",0,"R",284801,"R",0
407726,"R",0,"R",178200,"R",0
407735,"R",0,"R",199800,"R",0
407744,"R",0,"R",51600,"R",0
407832,"Z",0,"R",24899,"A",
407975,"R",14297,"Z",0,"A",
407984,"R",4075,"A",,"A",
408002,"R",1919,"A",,"A",
408039,"R",22752,"R",273024,"A",
408057,"R",0,"R",71246,"R",0
408066,"A",,"R",130900,"A",
408190,"A",,"R",107002,"A",
408224,"A",,"R",129326,"A",
408233,"A",,"R",50352,"A",
408312,"R",0,"R",94500,"R",0
408376,"R",0,"R",69000,"R",0
408385,"A",,"R",402300,"A",
408394,"R",18985,"R",507714,"A",
408437,"R",999,"R",0,"R",0
408747,"Z",0,"R",11550,"A",
408844,"R",45690,"A",,"A",
408862,"A",,"R",104400,"A",
408914,"R",17683,"A",,"A",
409023,"R",48343,"R",1507395,"R",0
409032,"A",,"R",400200,"A",
409050,"R",42,"A",,"A",
409069,"R",27955,"A",,"A",
409120,"R",927,"R",175179,"A",
409166,"A",,"R",152740,"A",
409193,"R",0,"R",568800,"R",0
409209,"A",,"R",124000,"A",
409236,"R",19572,"A",,"R",1006
409245,"A",,"R",46176,"A",
409254,"A",,"A",,"R",2174
409281,"R",9756,"R",207600,"R",0
409315,"R",280186,"R",0,"R",0
409324,"R",0,"R",14640,"A",
409333,"R",6536,"Z",0,"A",
409537,"R",0,"R",15674,"R",0
409546,"R",22969,"R",0,"R",0
409591,"R",0,"R",73580,"R",0
409670,"A",,"R",1555800,"A",
409689,"R",6165,"R",0,"R",2925
409698,"R",80979,"A",,"R",4710
409829,"R",44909,"R",206550,"R",0
409838,"R",36528,"R",121760,"A",
409874,"R",35305,"A",,"A",
410070,"R",0,"R",104909,"R",0
410283,"Z",0,"R",89856,"A",
410496,"R",8726,"R",8993,"R",0
410502,"Z",0,"R",411480,"A",
410520,"R",0,"R",407052,"R",0
410539,"A",,"R",465117,"A",
410788,"R",11897,"R",521788,"A",
410797,"R",1944,"A",,"A",
411055,"R",7350,"R",113400,"A",
411374,"Z",0,"R",131759,"A",
411684,"A",,"R",154817,"A",
411754,"R",0,"R",68880,"R",0
411790,"R",0,"R",149400,"R",0
411806,"R",5688,"R",18300,"R",0
412003,"Z",0,"R",68335,"A",
412173,"R",0,"R",225066,"R",0
412535,"R",0,"R",45360,"R",0
412544,"R",0,"R",169700,"R",0
412599,"R",5576,"R",678240,"R",0
412650,"R",0,"R",35380,"R",0
412854,"P",0,"P",28913,"P",0
413176,"R",0,"R",23238,"R",0
413185,"R",3542,"R",0,"R",0
413343,"R",0,"R",50400,"R",0
413413,"R",9846,"A",,"R",90252
413501,"Z",0,"R",16560,"A",
413565,"R",4212,"R",63180,"A",
413617,"R",7289,"R",0,"R",0
413626,"R",5885,"A",,"R",0
413635,"R",10005,"R",249125,"A",
413644,"A",,"A",,"R",2749
