unitid,"xcdactua",cdactua,"xcnactua",cnactua,"xcdactga",cdactga
155423,"A",,"R",378000,"A",
155441,"A",,"R",64521,"A",
155450,"R",39527,"A",,"A",
155478,"Z",0,"R",245234,"A",
155487,"Z",0,"R",322354,"A",
155496,"R",9415,"R",0,"R",0
155511,"R",11438,"R",0,"R",0
155520,"R",39539,"A",,"R",11502
155566,"R",27374,"R",0,"R",0
155593,"R",0,"R",481922,"R",0
155609,"Z",0,"R",256140,"A",
155618,"Z",0,"R",652982,"A",
155627,"R",14811,"R",0,"R",0
155636,"R",11260,"R",0,"R",13080
155681,"R",160666,"A",,"R",20550
155715,"R",27266,"R",0,"R",0
155812,"R",12356,"A",,"R",5080
155830,"Z",0,"R",281925,"A",
155858,"R",30915,"R",19030,"R",0
155867,"R",0,"R",58834,"R",0
155876,"R",0,"R",110357,"R",0
155900,"R",30899,"R",0,"R",1860
155937,"R",13632,"R",0,"R",0
155946,"R",2541,"A",,"A",
155973,"R",16342,"A",,"R",229
156082,"R",117100,"A",,"R",7863
156107,"R",35141,"R",899773,"R",0
156125,"R",270263,"A",,"R",46185
156134,"R",0,"R",132012,"R",0
156189,"R",16857,"A",,"A",
156213,"R",39347,"A",,"R",551
156222,"R",0,"R",0,"R",27583
156231,"R",43075,"A",,"A",
156240,"R",16500,"A",,"A",
156277,"R",0,"R",66120,"R",0
156286,"R",58878,"A",,"R",10824
156295,"Z",0,"R",58627,"A",
156310,"A",,"R",115948,"A",
156338,"R",27342,"A",,"A",
156356,"R",17906,"A",,"R",518
156365,"R",42480,"A",,"R",2555
156392,"R",48558,"A",,"A",
156408,"R",30460,"A",,"A",
156417,"R",4686,"R",0,"R",0
156426,"A",,"R",77600,"A",
156444,"R",0,"R",1800,"R",0
156471,"R",0,"R",224200,"R",0
156541,"R",41870,"A",,"R",2595
156611,"A",,"R",35880,"A",
156620,"R",292156,"A",,"R",21585
156648,"R",67416,"A",,"A",
156657,"R",19627,"A",,"A",
156675,"R",0,"R",57560,"R",0
156727,"A",,"A",,"R",3350
156745,"R",40895,"R",0,"R",3445
156754,"A",,"R",16636,"A",
156790,"R",74981,"A",,"A",
156842,"R",0,"R",117400,"R",0
156851,"R",25412,"A",,"A",
156860,"R",53098,"A",,"A",
156903,"R",4536,"R",120960,"R",0
156921,"R",162701,"A",,"A",
156930,"R",36949,"A",,"A",
156949,"Z",0,"R",39600,"A",
156967,"A",,"R",107550,"A",
157021,"R",86400,"R",0,"R",0
157030,"R",1060,"R",0,"R",0
157058,"R",59116,"A",,"R",2434
157076,"R",19432,"A",,"A",
157085,"R",480746,"A",,"R",106874
157100,"R",17309,"A",,"R",201
157119,"R",14865,"A",,"A",
157173,"R",171842,"A",,"A",
157207,"A",,"A",,"R",2356
157216,"R",35123,"A",,"R",1059
157270,"R",29552,"A",,"A",
157289,"R",347270,"A",,"R",68968
157298,"A",,"A",,"R",4093
157304,"R",231893,"A",,"A",
157322,"R",27311,"A",,"A",
157331,"R",111029,"A",,"A",
157359,"R",13898,"A",,"A",
157377,"R",25382,"A",,"A",
157386,"R",202963,"A",,"R",22601
157395,"Z",0,"R",35880,"A",
157401,"R",228869,"A",,"R",21987
157438,"R",32864,"A",,"A",
157447,"R",286936,"A",,"R",11820
157456,"A",,"R",40500,"A",
157465,"R",13184,"R",0,"R",0
157483,"R",207301,"A",,"A",
157508,"A",,"R",72200,"A",
157535,"R",27121,"A",,"A",
157553,"R",48574,"A",,"A",
157599,"R",0,"R",256464,"R",0
157605,"R",59365,"A",,"A",
157614,"R",0,"R",81338,"R",0
157632,"R",16259,"A",,"A",
157650,"R",0,"R",89014,"R",0
157669,"R",0,"R",24880,"R",0
157678,"R",0,"R",81160,"R",0
157696,"R",11040,"A",,"R",0
157711,"R",240597,"A",,"A",
157720,"R",26037,"A",,"A",
157739,"R",67025,"A",,"A",
157748,"R",13371,"R",0,"R",30795
157757,"R",26534,"A",,"R",13202
157766,"Z",0,"R",1042800,"A",
157793,"R",6491,"R",0,"R",333
157809,"R",29064,"A",,"R",1974
157818,"R",37715,"R",0,"R",0
157827,"Z",0,"R",69300,"A",
157845,"P",0,"P",48960,"P",0
157863,"R",6145,"A",,"R",3961
157942,"R",141531,"A",,"A",
157951,"R",359599,"A",,"R",37670
158079,"R",0,"R",97500,"R",0
158088,"R",2636,"R",384811,"R",0
158158,"A",,"R",63991,"A",
158219,"R",3642,"R",51521,"R",0
158237,"R",3008,"R",524338,"R",0
158246,"A",,"Z",0,"R",0
158282,"A",,"R",8750,"A",
158307,"R",3133,"R",118785,"R",0
158325,"R",1570,"R",0,"R",0
158334,"Z",0,"R",36000,"A",
158343,"R",10350,"R",0,"R",0
158352,"R",10336,"R",568653,"A",
158431,"R",78785,"A",,"A",
158440,"R",15390,"Z",0,"A",
158477,"R",26151,"A",,"R",2285
158538,"A",,"R",58500,"A",
158583,"R",1939,"R",112173,"R",0
158617,"R",1275,"R",104940,"R",0
158644,"Z",0,"R",37693,"A",
158662,"R",217872,"A",,"A",
158723,"R",38280,"R",467400,"R",0
158769,"R",4368,"R",329578,"R",0
158778,"R",0,"R",44864,"R",0
158787,"A",,"R",137904,"A",
158802,"R",64927,"A",,"A",
158884,"R",45645,"A",,"R",0
158893,"R",2123,"R",166285,"R",0
158936,"R",663,"R",156847,"R",0
158945,"R",951,"R",179611,"R",0
158954,"R",4262,"R",28766,"A",
159009,"R",125800,"R",0,"R",9526
159018,"R",3785,"R",259260,"R",0
159027,"Z",0,"R",64457,"A",
159045,"R",1394,"R",155458,"R",0
159090,"R",869,"R",162478,"R",0
159197,"A",,"R",427450,"A",
159249,"R",1357,"R",121961,"R",0
159258,"R",2412,"R",343449,"R",0
159267,"R",2163,"R",222334,"R",0
159319,"A",,"R",120000,"A",
159328,"Z",0,"R",78000,"A",
159373,"R",23835,"R",1632948,"R",19108
159382,"R",56173,"A",,"A",
159391,"R",770777,"A",,"R",86893
159407,"R",63221,"R",77447,"R",0
159416,"R",83684,"R",0,"R",10244
159443,"R",24101,"R",181867,"R",0
159513,"A",,"R",154500,"A",
159522,"A",,"R",127500,"A",
159531,"A",,"R",72000,"A",
159568,"R",30736,"A",,"A",
159601,"Z",0,"R",97500,"A",
159647,"R",262959,"A",,"R",27150
159656,"R",108215,"A",,"R",26383
159692,"R",2306,"R",89832,"R",0
159717,"R",196125,"A",,"R",15124
159780,"A",,"R",118800,"A",
159799,"A",,"R",333000,"A",
159823,"R",3021,"R",200169,"R",0
159939,"R",331416,"A",,"R",63459
159966,"R",178771,"R",0,"R",6091
159984,"R",1261,"R",99158,"R",0
159993,"R",222491,"R",0,"R",21105
160001,"R",1162,"R",117309,"R",0
160010,"R",7747,"R",343959,"R",0
160029,"R",0,"R",0,"R",4352
160038,"R",206663,"A",,"R",8837
160047,"R",3143,"R",178440,"R",0
160065,"R",25451,"R",0,"R",1497
160074,"R",28472,"A",,"A",
160117,"A",,"R",50250,"A",
160126,"A",,"R",26850,"A",
160135,"A",,"R",49650,"A",
160144,"A",,"R",45000,"A",
160199,"R",0,"R",58650,"R",0
160214,"R",1299,"R",321543,"R",0
160250,"R",109,"A",,"A",
160311,"R",3962,"R",140921,"R",0
160320,"Z",0,"R",159000,"A",
160348,"A",,"R",32591,"A",
160366,"R",1429,"R",117341,"R",0
160384,"R",2125,"R",91255,"R",0
160409,"R",1499,"A",,"R",0
160427,"R",0,"R",740012,"R",0
160436,"R",651,"R",550948,"R",0
160445,"A",,"R",38665,"A",
160454,"R",1563,"R",307082,"R",0
160472,"A",,"R",125550,"A",
160481,"R",7285,"R",648608,"R",0
160524,"R",61050,"A",,"A",
160560,"R",3624,"R",135027,"R",0
160579,"R",30404,"R",621025,"R",0
160597,"Z",0,"R",409500,"A",
160612,"R",362614,"A",,"R",19857
160621,"R",242162,"A",,"R",21370
160630,"R",83023,"R",0,"R",12500
160649,"R",42546,"R",0,"R",0
160658,"R",388376,"A",,"R",27153
160667,"R",7270,"R",372646,"R",0
160676,"R",9229,"R",349191,"R",0
160685,"R",3795,"R",232974,"R",0
160694,"R",6472,"R",236154,"R",0
160719,"R",2434,"R",143230,"R",0
160755,"R",213369,"A",,"R",101075
160816,"R",2711,"R",93058,"R",0
160843,"R",2057,"R",186951,"R",0
160870,"R",0,"R",562354,"R",0
160904,"R",103019,"A",,"R",10259
160913,"R",3634,"R",1222506,"R",0
160940,"R",18441,"R",0,"R",0
160959,"R",6977,"A",,"R",118
160968,"R",568,"R",0,"R",1290
160977,"R",15234,"A",,"A",
160995,"R",8978,"R",0,"R",0
161004,"R",39201,"R",0,"R",0
161022,"R",2114,"R",0,"R",0
161059,"R",519,"A",,"A",
161077,"R",26511,"R",90225,"A",
161086,"R",58362,"R",0,"R",0
161138,"R",29662,"R",0,"R",0
161165,"R",19034,"A",,"R",1485
161192,"R",24348,"A",,"A",
161208,"R",0,"R",92295,"R",0
161217,"R",90011,"A",,"R",0
161226,"R",31390,"R",0,"R",0
161235,"R",21110,"A",,"A",
161244,"R",20141,"A",,"A",
161253,"R",221466,"A",,"R",24506
161299,"R",22078,"R",0,"R",297
161341,"R",31137,"A",,"R",0
161378,"R",69,"A",,"A",
161396,"R",5112,"R",288600,"A",
161402,"R",4950,"R",266975,"A",
161448,"R",586,"R",2944,"R",0
161457,"R",39437,"R",0,"R",27365
161484,"R",20275,"A",,"A",
161493,"A",,"R",248000,"A",
161509,"R",13860,"R",0,"R",870
161518,"R",48425,"A",,"R",11578
161527,"A",,"R",141900,"A",
161545,"R",49602,"A",,"A",
161554,"R",177714,"A",,"R",34370
161563,"R",16033,"A",,"R",1666
161572,"R",13810,"A",,"A",
161581,"R",8558,"R",0,"R",0
161615,"A",,"R",37130,"A",
161624,"R",12012,"R",240240,"R",0
161651,"A",,"R",65000,"A",
161688,"R",57732,"A",,"A",
161767,"R",226446,"A",,"A",
161800,"Z",0,"R",40500,"A",
161837,"R",1845,"A",,"R",519
161855,"A",,"R",63780,"A",
161864,"R",115098,"A",,"A",
161873,"R",39288,"A",,"R",49407
161882,"R",27720,"A",,"R",0
162007,"R",93582,"R",0,"R",21452
162061,"R",5987,"R",0,"R",3480
162104,"R",26069,"A",,"A",
162122,"R",112442,"A",,"A",
162168,"R",35961,"A",,"A",
162210,"R",29032,"A",,"R",48
162283,"R",81067,"A",,"R",12253
162335,"A",,"R",153000,"A",
162371,"Z",0,"R",89582,"A",
162539,"R",7025,"A",,"R",4741
162557,"R",74844,"A",,"A",
162584,"R",121390,"A",,"R",13232
162609,"R",12560,"R",14836,"R",0
162654,"R",36693,"A",,"R",9917
162681,"R",46030,"A",,"A",
162690,"R",50999,"A",,"A",
162706,"R",79779,"A",,"R",0
162760,"R",20180,"A",,"R",7983
162779,"R",100256,"A",,"A",
162830,"A",,"R",42642,"A",
162928,"R",182633,"A",,"R",219442
162982,"R",0,"R",35304,"R",0
163028,"R",44184,"R",1044636,"A",
163046,"R",102285,"A",,"R",39313
163107,"A",,"R",43120,"A",
163116,"R",1177,"Z",0,"A",
163161,"Z",0,"R",74000,"A",
163204,"R",262313,"A",,"R",73908
163259,"R",22276,"A",,"R",43045
163268,"R",255198,"A",,"R",17080
163286,"R",734909,"A",,"R",114467
163295,"R",37402,"R",128413,"R",4364
163338,"R",93508,"A",,"R",5618
163347,"R",24350,"R",558670,"A",
163408,"A",,"R",205500,"A",
163426,"R",355264,"R",232466,"R",0
163453,"R",164628,"A",,"R",9416
163462,"R",43769,"A",,"R",9160
163532,"R",10295,"R",0,"R",4752
163541,"A",,"R",322500,"A",
163578,"R",15345,"R",21392,"R",6047
163657,"R",182639,"R",0,"R",0
163736,"R",35380,"R",872252,"R",0
163754,"A",,"R",75207,"A",
163815,"A",,"R",35990,"A",
163842,"R",345,"R",0,"R",4576
163851,"R",169966,"A",,"R",7471
163912,"R",51661,"R",0,"R",0
163921,"R",33309,"A",,"R",1845
163976,"R",16118,"R",0,"R",1575
164076,"R",382048,"A",,"R",39621
164085,"A",,"A",,"R",933
164100,"A",,"R",55900,"A",
164155,"R",149987,"R",181224,"R",0
164173,"R",61281,"A",,"R",753
164207,"R",4215,"A",,"R",3998
164216,"R",20888,"A",,"R",234
164243,"A",,"A",,"R",2776
164270,"R",50429,"A",,"R",20691
164313,"R",48716,"A",,"A",
164368,"A",,"A",,"R",1500
164447,"R",29095,"R",0,"R",6406
164465,"R",53464,"A",,"A",
164474,"P",0,"P",0,"P",6148
164492,"R",20412,"R",0,"R",9226
164526,"R",14924,"A",,"R",112
164562,"R",62894,"A",,"R",4935
164571,"R",17242,"A",,"R",876
164580,"R",55658,"R",0,"R",30102
164599,"R",5427,"R",165423,"R",0
164614,"R",2533,"R",0,"R",0
164632,"R",23381,"A",,"R",1305
164641,"R",1680,"A",,"A",
164678,"R",0,"R",94560,"R",0
164720,"R",31324,"A",,"A",
164739,"R",117954,"A",,"R",7545
164748,"R",106408,"A",,"A",
164775,"R",41938,"R",0,"R",0
164845,"A",,"R",248000,"A",
164872,"R",8624,"R",0,"R",4342
164915,"R",0,"R",0,"R",919
164924,"R",125762,"A",,"R",31969
164933,"R",11996,"A",,"R",2180
164988,"R",541324,"A",,"R",231297
165015,"R",101539,"A",,"R",39781
165024,"R",183251,"A",,"R",15707
165033,"R",111229,"A",,"A",
165060,"R",58145,"A",,"A",
165112,"R",134676,"R",1556766,"R",0
165149,"R",2700,"A",,"A",
165167,"R",3351,"A",,"R",32250
165194,"R",69381,"A",,"A",
165255,"Z",0,"R",130505,"A",
165264,"R",5478,"R",0,"R",0
165334,"R",64995,"A",,"R",19796
165495,"A",,"A",,"R",540
165529,"R",61300,"A",,"R",2232
165556,"R",312,"R",156,"R",0
165574,"R",32893,"R",0,"R",0
165608,"A",,"R",73500,"A",
165635,"A",,"R",369082,"A",
165644,"R",32727,"A",,"R",2966
165662,"R",98048,"A",,"R",18651
165671,"R",36354,"A",,"R",2472
165680,"A",,"R",136200,"A",
165699,"R",37288,"A",,"R",3455
165705,"R",0,"R",0,"R",918
165750,"R",64246,"R",64246,"A",
165802,"R",32783,"A",,"A",
165820,"R",77632,"R",0,"R",44642
165866,"R",106279,"A",,"R",33314
165884,"R",10622,"A",,"A",
165936,"R",47612,"A",,"R",908
165945,"A",,"A",,"R",28813
165981,"R",43081,"A",,"R",0
166009,"R",0,"R",207900,"R",0
166018,"R",39008,"A",,"A",
166027,"R",116311,"A",,"R",229817
166045,"R",79,"A",,"R",1071
166054,"R",804,"R",0,"R",1551
166063,"A",,"R",47400,"A",
166124,"R",89128,"A",,"A",
166133,"R",114284,"A",,"A",
166276,"R",47463,"R",589992,"R",0
166294,"A",,"R",39065,"A",
166319,"A",,"R",60900,"A",
166328,"A",,"R",59120,"A",
166391,"R",27060,"R",0,"R",0
166407,"R",2801,"A",,"A",
166452,"R",25766,"A",,"R",101336
166489,"R",1200,"A",,"R",1703
166498,"R",0,"R",59000,"R",0
166513,"R",212581,"A",,"R",29665
166586,"R",0,"R",244450,"R",0
166595,"R",0,"R",60776,"R",0
166601,"R",5550,"A",,"A",
166629,"R",566633,"A",,"R",74723
166638,"R",244420,"A",,"R",38325
166647,"R",110556,"A",,"A",
166656,"R",41637,"A",,"R",19241
166674,"R",46375,"A",,"R",2611
166683,"R",415805,"A",,"R",507688
166692,"R",30709,"R",0,"R",0
166708,"A",,"A",,"R",5322
166717,"A",,"A",,"R",3640
166805,"Z",0,"R",89000,"A",
166823,"R",128541,"R",14063500,"R",0
166850,"R",66103,"A",,"R",192
166869,"A",,"A",,"R",14038
166887,"R",140430,"R",0,"R",0
166911,"R",10844,"R",0,"R",0
166939,"R",35435,"A",,"R",32
166948,"R",12641,"R",0,"A",
166957,"R",68202,"A",,"A",
166975,"Z",0,"R",113904,"A",
166984,"R",24249,"A",,"R",1233
167020,"A",,"R",615600,"A",
167039,"R",26133,"R",26133,"A",
167057,"R",10940,"R",0,"R",6817
167181,"A",,"A",,"R",60000
167224,"R",0,"R",138600,"R",0
167251,"R",33444,"R",0,"R",0
167260,"R",28629,"R",0,"R",2646
167288,"R",37714,"A",,"R",6779
167297,"R",0,"R",138318,"R",0
167312,"R",116581,"A",,"A",
167321,"R",12218,"A",,"A",
167358,"R",546260,"A",,"R",88247
167376,"R",110955,"A",,"R",0
167394,"R",14993,"R",0,"R",2288
167455,"R",11934,"A",,"Z",0
167464,"R",0,"R",0,"R",2100
167525,"R",92146,"A",,"A",
167534,"R",120457,"A",,"A",
167543,"R",0,"R",133650,"R",0
167598,"R",28819,"R",0,"R",3269
167631,"R",55322,"A",,"A",
167677,"R",1590,"A",,"R",0
167729,"R",158970,"A",,"R",37536
167738,"A",,"R",252864,"A",
167774,"R",4522,"R",127680,"A",
167783,"R",38409,"R",0,"R",46461
167792,"R",12217,"A",,"A",
167835,"R",85089,"A",,"R",17183
167871,"Z",0,"R",101851,"A",
167899,"R",111271,"A",,"R",32793
167905,"R",118842,"A",,"A",
167987,"R",174491,"A",,"R",11839
167996,"R",8661,"A",,"R",27
168005,"R",91651,"A",,"R",31081
168032,"A",,"R",17296,"A",
168148,"R",136150,"A",,"R",98331
168218,"R",74524,"R",0,"R",0
168227,"R",99688,"A",,"A",
168254,"R",75069,"A",,"R",11560
168263,"R",117233,"A",,"R",7883
168272,"R",0,"R",0,"R",3516
168281,"R",48672,"A",,"A",
168290,"R",92460,"R",0,"R",35724
168342,"R",18445,"A",,"R",437
168421,"R",100158,"A",,"R",11361
168430,"R",53124,"A",,"R",13361
168519,"R",0,"R",35431,"R",0
168528,"R",30075,"A",,"A",
168546,"R",48395,"A",,"R",0
168555,"A",,"R",55800,"A",
168573,"R",9224,"R",184480,"A",
168591,"R",44383,"A",,"R",0
168607,"R",25329,"R",292481,"R",0
168740,"R",44858,"A",,"R",25009
168786,"R",48379,"A",,"R",10279
168838,"R",63228,"R",0,"R",0
168847,"R",165289,"A",,"A",
168883,"R",48521,"R",1516423,"R",0
168892,"Z",0,"R",168000,"A",
169080,"R",130523,"R",0,"R",864
169099,"A",,"A",,"R",7560
169187,"R",8303,"A",,"A",
169220,"R",0,"A",,"R",1288
169248,"R",525765,"A",,"R",132492
169275,"R",178678,"R",3626252,"R",0
169284,"R",0,"R",235961,"R",0
169327,"R",26870,"A",,"R",1450
169363,"R",15690,"R",0,"R",504
169424,"R",0,"R",0,"R",3990
169442,"R",29965,"A",,"A",
169479,"R",70951,"A",,"R",3181
169488,"R",33128,"A",,"R",0
169497,"R",37052,"A",,"R",155
169503,"A",,"R",115112,"A",
169521,"R",187346,"A",,"R",0
169567,"A",,"R",156900,"A",
169576,"Z",0,"R",59040,"A",
169594,"R",93769,"A",,"R",9492
169600,"R",70540,"A",,"R",4972
169655,"R",0,"R",592800,"R",0
169716,"R",86434,"A",,"R",24430
169734,"R",5546,"R",110937,"A",
169761,"R",6609,"R",132200,"A",
169798,"R",498464,"A",,"R",59800
169831,"R",2544,"R",0,"R",0
169910,"R",265483,"A",,"R",6423
169947,"R",0,"R",64359,"R",0
169956,"R",0,"R",120640,"R",0
169974,"R",33200,"R",633049,"A",
169983,"R",87505,"A",,"R",11329
169992,"R",20086,"R",3480,"A",
170000,"R",3566,"A",,"A",
170037,"R",17474,"A",,"R",3831
170046,"Z",0,"R",1205520,"A",
170055,"R",85196,"R",1051561,"R",0
170082,"R",441065,"A",,"R",52697
170091,"R",5260,"A",,"A",
170240,"R",226361,"A",,"R",0
170301,"R",92574,"A",,"A",
170338,"R",0,"R",44316,"R",0
170417,"R",25380,"A",,"A",
170444,"R",90722,"R",653992,"A",
170514,"Z",0,"R",107845,"A",
170532,"R",38052,"A",,"A",
170541,"R",171290,"R",3343769,"R",0
170550,"R",94951,"R",842582,"A",
170587,"R",27468,"A",,"R",0
170611,"R",0,"R",234000,"R",0
170620,"R",61534,"R",501937,"A",
170639,"R",83573,"R",0,"R",876
170657,"R",322498,"R",2798192,"A",
170675,"R",63402,"A",,"R",17897
170693,"R",6123,"A",,"R",0
170736,"A",,"R",86400,"A",
170790,"R",200677,"R",3339429,"A",
170806,"R",165252,"A",,"R",33132
170824,"Z",0,"R",1920,"A",
170842,"R",18403,"A",,"R",92964
170967,"R",24834,"R",0,"R",0
170976,"R",721810,"A",,"R",351042
171012,"A",,"R",535730,"A",
171100,"R",982684,"A",,"R",201618
171128,"R",161353,"R",0,"R",9848
171137,"R",152679,"A",,"R",23234
171146,"R",140973,"A",,"R",8547
171155,"R",57718,"R",678739,"A",
171225,"R",63451,"A",,"R",0
171234,"R",25111,"R",235383,"A",
171261,"A",,"R",100500,"A",
171298,"R",87082,"A",,"A",
171304,"R",83901,"R",1661579,"R",0
171313,"Z",0,"R",370560,"A",
171322,"R",0,"R",1922370,"R",0
171395,"R",36548,"R",363240,"R",0
171456,"R",217357,"R",0,"R",11146
171465,"A",,"R",1500,"A",
171483,"R",81866,"A",,"A",
171492,"R",138458,"A",,"R",5014
171535,"R",437550,"R",2848167,"A",
171571,"R",317063,"A",,"R",48324
171599,"R",4747,"A",,"R",369
171775,"R",0,"R",120200,"R",0
171881,"R",6943,"A",,"Z",0
171988,"A",,"R",110160,"A",
171997,"A",,"R",65520,"A",
172015,"A",,"R",119520,"A",
172033,"R",2287,"R",0,"R",1905
172051,"R",176753,"A",,"R",21129
172121,"R",10089,"A",,"A",
172200,"R",183196,"R",1386809,"A",
172264,"R",17407,"R",0,"R",1341
172291,"R",0,"R",1423876,"A",
172307,"R",58498,"R",791830,"A",
172325,"R",13416,"R",402480,"R",0
172334,"R",62851,"R",0,"R",12582
172422,"R",10296,"A",,"R",0
172440,"R",18619,"A",,"A",
172486,"A",,"R",24552,"A",
172495,"R",0,"R",75000,"R",0
172556,"R",0,"R",111750,"R",0
172574,"R",0,"R",137250,"R",0
172583,"R",0,"R",202500,"R",0
172608,"R",22894,"R",0,"R",28835
172617,"R",213654,"A",,"A",
172635,"Z",0,"R",81643,"A",
172644,"R",413901,"R",0,"R",257628
172671,"R",24213,"A",,"A",
172699,"R",633068,"R",0,"R",87123
172705,"A",,"A",,"R",3650
172778,"R",12719,"A",,"A",
172802,"A",,"R",132000,"A",
172866,"R",9872,"A",,"A",
172918,"R",63930,"R",0,"R",0
172927,"R",1219,"R",0,"R",0
172954,"R",47910,"R",0,"R",0
172963,"R",114330,"R",0,"R",0
172972,"R",2120,"R",0,"R",0
173045,"R",19430,"A",,"R",940
173063,"R",68370,"R",0,"R",0
173115,"R",126630,"R",0,"R",0
173124,"R",59545,"A",,"R",1409
173142,"R",13238,"A",,"A",
173160,"R",79638,"A",,"R",5079
173179,"A",,"A",,"R",16354
173203,"R",75150,"R",0,"R",0
173258,"R",100572,"R",0,"R",0
173300,"R",89178,"R",0,"R",0
173328,"R",50511,"A",,"R",6929
173416,"R",60990,"R",0,"R",0
173452,"R",35834,"R",0,"R",0
173461,"R",87690,"R",0,"R",0
173470,"Z",0,"R",67528,"A",
173489,"R",12500,"A",,"A",
173559,"R",38760,"R",0,"R",0
173629,"R",47640,"A",,"A",
173638,"R",62400,"R",0,"R",0
173647,"R",391160,"A",,"A",
173665,"R",58775,"A",,"R",34977
173708,"R",111510,"R",0,"R",0
173726,"Z",0,"R",42209,"A",
173735,"R",42240,"R",0,"R",0
173744,"A",,"R",656084,"A",
173799,"R",82920,"R",0,"R",0
173805,"R",28830,"R",0,"R",0
173887,"R",13650,"A",,"A",
173896,"R",0,"R",0,"R",392
173902,"R",56889,"A",,"R",0
173911,"R",75930,"R",0,"R",0
173920,"R",341191,"A",,"R",23591
173939,"A",,"R",278550,"A",
173966,"R",0,"R",22567,"R",8325
173984,"R",26878,"A",,"R",7161
173993,"R",41160,"R",0,"R",0
174020,"R",114827,"A",,"R",7548
174066,"R",845740,"A",,"R",351432
174075,"R",43945,"A",,"A",
174118,"R",1332,"R",296000,"R",0
174127,"R",17068,"A",,"R",690
174136,"R",150810,"R",0,"R",0
174154,"R",14197,"A",,"R",0
174190,"A",,"R",30874,"A",
174206,"R",2970,"A",,"A",
174233,"R",247161,"A",,"R",17013
174251,"R",57698,"A",,"A",
174279,"R",29927,"R",50146,"R",0
174321,"Z",0,"R",128925,"A",
174358,"R",192678,"A",,"R",5538
174376,"R",108120,"R",0,"R",0
174385,"R",9928,"A",,"R",0
174394,"R",111364,"R",1656000,"R",0
174428,"R",155910,"R",0,"R",0
174437,"R",34597,"R",0,"R",0
174464,"R",12248,"R",0,"R",0
174473,"R",43140,"R",0,"R",0
174482,"R",157040,"A",,"A",
174491,"R",64919,"R",0,"R",0
174507,"R",1543,"A",,"R",3419
174516,"R",19321,"R",0,"R",0
174525,"R",2662,"A",,"A",
174534,"Z",0,"R",145700,"A",
174561,"R",5983,"A",,"A",
174570,"R",13410,"R",0,"R",0
174604,"R",10860,"R",0,"R",0
174622,"R",16383,"R",0,"R",0
174631,"R",15552,"R",0,"R",0
174659,"R",41070,"R",0,"R",0
174686,"A",,"R",58900,"A",
174738,"R",112320,"R",0,"R",0
174747,"R",65947,"R",0,"R",0
174756,"R",71880,"R",0,"R",0
174765,"A",,"R",278300,"A",
174774,"Z",0,"R",13440,"A",
174783,"R",382966,"R",0,"R",21867
174792,"R",59208,"R",0,"R",2817
174817,"R",44586,"R",0,"R",58897
174844,"R",26139,"A",,"A",
174862,"R",23350,"R",112000,"R",152
174899,"R",58159,"A",,"R",9414
174914,"R",180304,"R",0,"R",87165
174932,"R",5802,"A",,"A",
174978,"R",0,"R",181163,"R",0
175005,"R",86191,"A",,"R",17327
175014,"R",17511,"R",0,"R",0
175023,"R",375,"A",,"A",
175041,"R",89520,"R",0,"R",0
175078,"R",64158,"A",,"R",5359
175120,"R",1842,"R",55260,"A",
175139,"A",,"A",,"R",3067
175148,"A",,"R",192200,"A",
175157,"R",20280,"R",0,"R",0
175227,"R",56686,"A",,"A",
175236,"R",90720,"R",0,"R",0
175272,"R",210508,"A",,"R",8411
175315,"R",156390,"R",0,"R",0
175342,"R",81024,"A",,"R",9610
175421,"R",48589,"R",0,"R",5297
175430,"R",11471,"R",0,"R",0
175476,"A",,"R",21609,"A",
175494,"R",0,"R",134000,"R",0
175519,"R",44531,"R",405000,"A",
175528,"R",11210,"A",,"A",
175564,"R",19438,"R",24036,"R",0
175573,"R",53311,"R",75312,"A",
175591,"Z",0,"R",76500,"A",
175607,"R",0,"R",110842,"R",0
175616,"R",88458,"A",,"R",10170
175643,"R",60033,"A",,"A",
175652,"R",86038,"R",915354,"R",0
175698,"A",,"R",26399,"A",
175713,"R",0,"R",101250,"R",0
175722,"A",,"R",46893,"A",
175786,"R",204458,"R",675840,"R",0
175810,"R",87951,"A",,"A",
175829,"R",54952,"A",,"A",
175856,"R",163325,"A",,"R",23449
175883,"R",133585,"A",,"A",
175917,"R",1151,"R",0,"R",0
175926,"R",7375,"R",153140,"A",
175935,"R",79097,"A",,"A",
175980,"R",38635,"A",,"R",1770
176008,"R",86116,"A",,"A",
176017,"R",297654,"A",,"R",51744
176026,"R",11695,"R",455400,"R",7630
176035,"R",53969,"R",0,"R",2906
176044,"R",84194,"R",0,"R",5892
176053,"R",61861,"A",,"R",18108
176062,"R",0,"R",42555,"R",0
176071,"R",203731,"A",,"A",
176080,"R",381797,"A",,"R",54259
176169,"R",83866,"A",,"A",
176178,"R",137369,"A",,"A",
176239,"R",29722,"A",,"A",
176318,"R",23713,"R",436019,"A",
176336,"R",1684,"R",0,"R",0
176354,"R",49247,"R",0,"R",0
176372,"R",341305,"R",0,"R",55709
176390,"A",,"R",108589,"A",
176406,"R",27593,"R",0,"R",0
176415,"A",,"R",42000,"A",
176451,"A",,"A",,"R",1609
176460,"R",2093,"A",,"A",
176479,"R",49517,"R",0,"R",15420
176497,"A",,"R",70875,"A",
176549,"R",89548,"R",0,"R",0
176600,"R",0,"R",0,"R",1713
176619,"R",0,"R",0,"R",7674
