UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE 
100654,"R",117182,"A",,"R",14838,"G",3906,"G",618,"G",3906,"G",618,"A",,2
100663,"R",300955,"A",,"R",115707,"G",10032,"G",4821,"G",10032,"G",4821,"R",1400,2
100690,"R",8812,"A",,"R",5407,"G",294,"G",225,"G",294,"G",225,"R",60,2
100706,"R",150003,"A",,"R",24148,"G",5000,"G",1006,"G",5000,"R",1057,"R",23,2
100724,"R",151039,"A",,"R",10132,"G",5035,"G",422,"G",5035,"G",422,"R",114,2
100751,"R",814437,"A",,"R",90802,"G",27148,"G",3783,"G",27148,"G",3783,"R",792,2
100760,"R",44668,"A",,"A",,"G",1489,"A",,"G",1489,"A",,"A",,2
100812,"R",83144,"A",,"A",,"G",2771,"A",,"G",2771,"A",,"A",,2
100830,"R",107122,"A",,"R",12496,"G",3571,"G",521,"G",3571,"G",521,"A",,2
100858,"R",589063,"A",,"R",74542,"G",19635,"G",3106,"G",19635,"G",3106,"R",1074,2
100937,"R",39929,"A",,"A",,"G",1331,"A",,"G",1331,"A",,"A",,2
101028,"R",42932,"A",,"A",,"G",1431,"A",,"G",1431,"A",,"A",,2
101073,"R",15454,"A",,"A",,"G",515,"A",,"G",515,"A",,"A",,2
101116,"R",25953,"A",,"R",1754,"G",577,"G",49,"G",577,"G",49,"A",,2
101143,"R",63031,"A",,"A",,"G",2101,"A",,"G",2101,"A",,"A",,2
101161,"R",111081,"A",,"A",,"G",3703,"A",,"G",3703,"A",,"A",,2
101189,"R",79727,"A",,"R",5503,"G",2658,"G",229,"G",2658,"G",229,"R",392,2
101240,"R",139495,"A",,"A",,"G",4650,"A",,"G",4650,"A",,"A",,2
101277,"A",,"R",83588,"A",,"G",93,"A",,"G",93,"A",,"A",,1
101286,"R",108316,"A",,"A",,"G",3611,"A",,"G",3611,"A",,"A",,2
101295,"R",134581,"A",,"A",,"G",4486,"A",,"G",4486,"A",,"A",,2
101301,"R",47232,"A",,"A",,"G",1574,"A",,"G",1574,"A",,"A",,2
101365,"R",10146,"A",,"A",,"G",338,"A",,"G",338,"A",,"A",,2
101435,"R",32328,"A",,"A",,"G",1078,"A",,"G",1078,"A",,"A",,2
101453,"R",1302,"A",,"R",240,"G",43,"G",10,"G",43,"G",10,"A",,2
101462,"R",27629,"A",,"A",,"G",921,"A",,"G",921,"A",,"A",,2
101471,"R",16927,"A",,"A",,"G",564,"A",,"G",564,"A",,"A",,2
101480,"R",205679,"A",,"R",17029,"G",6856,"G",710,"G",6856,"G",710,"A",,2
101499,"R",28062,"A",,"A",,"G",935,"A",,"G",935,"A",,"A",,2
101505,"R",181221,"A",,"A",,"G",6041,"A",,"G",6041,"A",,"A",,2
101514,"R",237340,"A",,"A",,"G",7911,"A",,"G",7911,"A",,"A",,2
101541,"R",10282,"A",,"A",,"G",343,"A",,"G",343,"A",,"A",,2
101569,"R",80836,"A",,"A",,"G",2695,"A",,"G",2695,"A",,"A",,2
101587,"R",52319,"A",,"R",39604,"G",1744,"G",1650,"G",1744,"G",1650,"A",,2
101602,"R",40151,"A",,"A",,"G",1338,"A",,"G",1338,"A",,"A",,2
101648,"R",12667,"A",,"A",,"G",422,"A",,"G",422,"A",,"A",,2
101675,"R",50440,"A",,"A",,"G",1681,"A",,"G",1681,"A",,"A",,2
101693,"R",40225,"A",,"R",2221,"G",1341,"G",93,"G",1341,"G",93,"A",,2
101709,"R",73639,"A",,"R",8896,"G",2455,"G",371,"G",2455,"G",371,"A",,2
101736,"R",81066,"A",,"A",,"G",2702,"A",,"G",2702,"A",,"A",,2
101879,"R",158773,"A",,"R",14249,"G",5292,"G",594,"G",5292,"G",594,"A",,2
101897,"R",72255,"A",,"A",,"G",2409,"A",,"G",2409,"A",,"A",,2
101912,"R",53320,"A",,"R",1131,"G",1777,"G",47,"G",1777,"G",47,"A",,2
101949,"R",33723,"A",,"A",,"G",1124,"A",,"G",1124,"A",,"A",,2
101958,"R",6007,"A",,"A",,"G",133,"A",,"G",133,"A",,"A",,2
101994,"R",19749,"R",12963,"A",,"G",673,"A",,"G",673,"A",,"A",,3
102030,"R",84654,"A",,"A",,"G",2822,"A",,"G",2822,"A",,"A",,2
102049,"R",93012,"A",,"R",17501,"G",3100,"G",729,"G",3100,"G",729,"R",1040,2
102058,"R",13000,"A",,"R",725,"G",433,"G",30,"G",433,"G",30,"A",,2
102067,"R",123190,"A",,"A",,"G",4106,"A",,"G",4106,"A",,"A",,2
102076,"R",60696,"A",,"A",,"G",2023,"A",,"G",2023,"A",,"A",,2
102094,"R",308667,"A",,"R",70541,"G",10289,"G",2939,"G",10289,"R",3256,"R",297,2
102234,"R",36745,"A",,"R",1643,"G",1225,"G",68,"G",1225,"G",68,"A",,2
102261,"R",4476,"A",,"A",,"G",149,"A",,"G",149,"A",,"A",,2
102270,"R",28196,"A",,"A",,"G",940,"A",,"G",940,"A",,"A",,2
102298,"R",16272,"A",,"A",,"G",542,"A",,"G",542,"A",,"A",,2
102313,"R",38262,"A",,"A",,"G",1275,"A",,"G",1275,"A",,"A",,2
102368,"R",397843,"A",,"R",69293,"G",13261,"G",2887,"G",13261,"G",2887,"R",25,2
102377,"R",78180,"A",,"R",4896,"G",2606,"G",204,"G",2606,"G",204,"R",275,2
102395,"R",3003,"A",,"R",5898,"G",100,"G",246,"G",100,"G",246,"A",,2
102429,"R",89109,"A",,"A",,"G",2970,"A",,"G",2970,"A",,"A",,2
102553,"R",344073,"A",,"R",24339,"G",11469,"G",1014,"G",11469,"G",1014,"A",,2
102580,"R",838,"A",,"A",,"G",28,"A",,"G",28,"A",,"A",,2
102614,"R",166348,"A",,"R",20449,"G",5545,"G",852,"G",5545,"G",852,"A",,2
102632,"R",46322,"A",,"R",9375,"G",1544,"G",391,"G",1544,"G",391,"A",,2
102669,"R",10253,"A",,"R",3843,"G",342,"G",160,"G",342,"R",175,"R",15,2
102711,"A",,"R",265454,"A",,"G",295,"A",,"G",295,"A",,"A",,1
102845,"R",134235,"A",,"A",,"G",2983,"A",,"G",2983,"A",,"A",,2
103361,"R",7876,"A",,"A",,"G",263,"A",,"G",263,"A",,"A",,2
103501,"R",22216,"A",,"A",,"G",741,"A",,"G",741,"A",,"A",,2
103644,"R",60243,"A",,"A",,"G",2008,"A",,"G",2008,"A",,"A",,2
103723,"R",28793,"A",,"A",,"G",640,"A",,"G",640,"A",,"A",,2
103732,"A",,"R",72249,"A",,"G",80,"A",,"G",80,"A",,"A",,1
103741,"A",,"R",193832,"A",,"G",215,"A",,"G",215,"A",,"A",,1
103778,"R",18,"A",,"R",23078,"G",1,"G",962,"G",1,"G",962,"A",,2
103787,"R",1993,"A",,"A",,"G",66,"A",,"G",66,"A",,"A",,2
103811,"R",34416,"R",184880,"A",,"G",1353,"A",,"R",1644,"A",,"A",,3
103893,"R",17179,"A",,"A",,"G",573,"A",,"G",573,"A",,"A",,2
103909,"R",22996,"A",,"A",,"G",767,"A",,"G",767,"A",,"A",,2
103927,"R",11384,"A",,"A",,"G",379,"A",,"G",379,"A",,"A",,2
103945,"R",12030,"A",,"A",,"G",401,"A",,"G",401,"A",,"A",,2
103954,"A",,"R",54735,"A",,"G",61,"A",,"G",61,"A",,"A",,1
103963,"A",,"R",1031480,"A",,"G",1146,"A",,"G",1146,"A",,"A",,1
104090,"R",22069,"A",,"A",,"G",736,"A",,"G",736,"A",,"A",,2
104151,"R",1163664,"A",,"R",171888,"G",38789,"G",7162,"G",38789,"G",7162,"R",698,2
104160,"R",160280,"R",100540,"A",,"G",5454,"A",,"R",5538,"A",,"A",,3
104179,"R",925102,"A",,"R",131699,"G",30837,"G",5487,"G",30837,"G",5487,"R",1977,2
104188,"R",8300,"A",,"R",160,"G",277,"G",7,"G",277,"G",7,"A",,2
104294,"A",,"R",135679,"A",,"G",151,"A",,"G",151,"A",,"A",,1
104346,"R",146801,"A",,"A",,"G",4893,"A",,"G",4893,"A",,"A",,2
104364,"R",30838,"A",,"A",,"G",685,"A",,"G",685,"A",,"A",,2
104391,"A",,"R",75533,"A",,"G",84,"A",,"G",84,"A",,"A",,1
104425,"R",257912,"A",,"A",,"G",8597,"A",,"R",7909,"A",,"A",,2
104434,"A",,"R",67792,"A",,"G",75,"A",,"G",75,"A",,"A",,1
104443,"A",,"R",126628,"A",,"G",141,"A",,"G",141,"A",,"A",,1
104504,"A",,"R",169404,"A",,"G",188,"A",,"G",188,"A",,"A",,1
104568,"A",,"R",442800,"A",,"G",492,"A",,"G",492,"A",,"A",,1
104577,"R",114300,"A",,"A",,"G",3810,"A",,"G",3810,"A",,"A",,2
104586,"R",50214,"A",,"R",745,"G",1674,"G",31,"G",1674,"G",31,"A",,2
104665,"A",,"R",4342,"R",610,"G",5,"G",25,"G",5,"G",25,"A",,1
104708,"R",374183,"R",54155,"A",,"G",12533,"A",,"R",12558,"A",,"A",,3
104717,"R",830842,"A",,"R",395791,"G",27695,"G",16491,"G",27695,"G",16491,"A",,2
104805,"R",92430,"A",,"A",,"G",3081,"A",,"G",3081,"A",,"A",,2
104911,"A",,"R",241958,"A",,"G",269,"A",,"G",269,"A",,"A",,1
105118,"R",15690,"A",,"A",,"G",523,"A",,"G",523,"A",,"A",,2
105145,"R",102428,"A",,"A",,"G",3414,"A",,"R",3415,"A",,"A",,2
105154,"R",441242,"R",16201,"A",,"G",14726,"A",,"R",14734,"A",,"A",,3
105163,"R",21058,"A",,"A",,"G",468,"A",,"G",468,"A",,"A",,2
105172,"R",25857,"A",,"A",,"G",575,"A",,"G",575,"A",,"A",,2
105206,"R",99261,"A",,"A",,"G",3309,"A",,"G",3309,"A",,"A",,2
105215,"R",89279,"A",,"A",,"G",2976,"A",,"G",2976,"A",,"A",,2
105297,"R",40695,"A",,"A",,"G",1357,"A",,"G",1357,"A",,"A",,2
105330,"R",589336,"A",,"R",68366,"G",19645,"G",2849,"R",21724,"R",3418,"R",625,2
105349,"R",58929,"A",,"A",,"G",1964,"A",,"G",1964,"A",,"A",,2
105367,"R",11600,"A",,"R",10418,"G",387,"G",434,"G",387,"G",434,"A",,2
105428,"R",210038,"A",,"A",,"G",7001,"A",,"G",7001,"A",,"A",,2
105482,"A",,"R",103435,"A",,"G",115,"A",,"G",115,"A",,"A",,1
105516,"R",81639,"A",,"R",27375,"G",2721,"G",1141,"G",2721,"G",1141,"A",,2
105525,"R",558348,"R",163771,"A",,"G",18794,"A",,"G",18794,"A",,"A",,3
105534,"A",,"R",2121260,"A",,"G",2357,"A",,"G",2357,"A",,"A",,1
105543,"A",,"R",1254142,"A",,"G",1393,"A",,"G",1393,"A",,"A",,1
105589,"R",20403,"A",,"R",8479,"G",680,"G",353,"G",680,"G",353,"A",,2
105659,"R",25272,"A",,"A",,"G",842,"A",,"G",842,"A",,"A",,2
105668,"R",414445,"R",971277,"A",,"G",14894,"A",,"R",15333,"A",,"A",,3
105677,"A",,"R",52800,"A",,"G",59,"A",,"R",60,"A",,"A",,1
105701,"A",,"R",80000,"A",,"G",89,"A",,"G",89,"A",,"A",,1
105747,"R",180914,"A",,"A",,"G",6030,"A",,"G",6030,"A",,"A",,2
105792,"R",82088,"A",,"A",,"G",2736,"A",,"R",2737,"A",,"A",,2
105899,"R",15784,"A",,"A",,"G",526,"A",,"G",526,"A",,"A",,2
105987,"R",11460,"R",8008,"A",,"G",391,"A",,"G",391,"A",,"A",,3
106041,"R",115790,"A",,"A",,"G",3860,"A",,"G",3860,"A",,"A",,2
106102,"R",29538,"A",,"R",10065,"G",985,"G",419,"G",985,"G",419,"A",,2
106111,"A",,"R",208159,"A",,"G",231,"A",,"G",231,"A",,"A",,1
106148,"R",127730,"A",,"A",,"G",4258,"A",,"G",4258,"A",,"A",,2
106245,"R",234427,"A",,"R",33918,"G",7814,"G",1413,"G",7814,"G",1413,"R",503,2
106263,"R",21669,"A",,"R",14565,"G",722,"G",607,"G",722,"G",607,"R",1149,2
106281,"A",,"R",22675,"A",,"G",25,"A",,"G",25,"A",,"A",,1
106306,"R",26324,"A",,"A",,"G",877,"A",,"G",877,"A",,"A",,2
106315,"A",,"R",46675,"A",,"G",52,"A",,"G",52,"A",,"A",,1
106324,"A",,"R",31915,"A",,"G",35,"A",,"G",35,"A",,"A",,1
106342,"R",16757,"A",,"A",,"G",559,"A",,"G",559,"A",,"A",,2
106351,"A",,"R",140706,"A",,"G",156,"A",,"G",156,"A",,"A",,1
106360,"A",,"R",47118,"A",,"G",52,"A",,"G",52,"A",,"A",,1
106397,"R",583340,"A",,"R",65233,"G",19445,"G",2718,"G",19445,"G",2718,"R",478,2
106412,"R",74819,"A",,"R",1542,"G",2494,"G",64,"G",2494,"G",64,"A",,2
106449,"R",101622,"A",,"A",,"G",3387,"A",,"G",3387,"A",,"A",,2
106458,"R",277271,"A",,"R",73951,"G",9242,"G",3081,"G",9242,"G",3081,"R",131,2
106467,"R",251943,"A",,"R",15371,"G",8398,"G",640,"G",8398,"G",640,"A",,2
106485,"R",90942,"A",,"R",2364,"G",3031,"G",99,"G",3031,"G",99,"A",,2
106494,"A",,"R",46607,"A",,"G",52,"A",,"G",52,"A",,"A",,1
106546,"R",31657,"A",,"A",,"G",1055,"A",,"G",1055,"A",,"A",,2
106625,"R",57189,"A",,"A",,"G",1906,"A",,"G",1906,"A",,"A",,2
106704,"R",267241,"A",,"R",25537,"G",8908,"G",1064,"G",8908,"G",1064,"R",259,2
106713,"R",22258,"A",,"A",,"G",742,"A",,"G",742,"A",,"A",,2
106795,"R",30330,"A",,"A",,"G",1011,"A",,"G",1011,"A",,"A",,2
106810,"R",4415,"A",,"A",,"G",147,"A",,"G",147,"A",,"A",,2
106829,"R",10062,"R",50236,"A",,"G",391,"A",,"G",391,"A",,"A",,3
106883,"R",27584,"A",,"A",,"G",919,"A",,"G",919,"A",,"A",,2
106892,"A",,"R",290704,"A",,"G",323,"A",,"G",323,"A",,"A",,1
106908,"A",,"R",463004,"A",,"G",514,"A",,"G",514,"A",,"A",,1
106980,"R",67115,"A",,"A",,"G",2237,"A",,"G",2237,"A",,"A",,2
106999,"R",31526,"A",,"A",,"G",1051,"A",,"G",1051,"A",,"A",,2
107044,"R",128996,"A",,"R",25445,"G",4300,"G",1060,"G",4300,"G",1060,"R",235,2
107071,"R",95912,"A",,"R",7934,"G",3197,"G",331,"G",3197,"G",331,"A",,2
107080,"R",43148,"A",,"R",460,"G",1438,"G",19,"G",1438,"G",19,"A",,2
107099,"A",,"R",64774,"A",,"G",72,"A",,"G",72,"A",,"A",,1
107123,"R",3770,"A",,"A",,"G",126,"A",,"G",126,"A",,"A",,2
107141,"R",52550,"A",,"R",8271,"G",1752,"G",345,"G",1752,"G",345,"A",,2
107211,"A",,"R",27946,"A",,"G",31,"A",,"G",31,"A",,"A",,1
107220,"A",,"R",314471,"A",,"G",349,"A",,"G",349,"A",,"A",,1
107275,"A",,"R",11378,"A",,"G",13,"A",,"G",13,"A",,"A",,1
107293,"A",,"R",101633,"A",,"G",113,"A",,"G",113,"A",,"A",,1
107318,"R",36501,"A",,"A",,"G",1217,"A",,"G",1217,"A",,"A",,2
107327,"R",34473,"A",,"A",,"G",1149,"A",,"G",1149,"A",,"A",,2
107363,"A",,"R",54684,"A",,"G",61,"A",,"G",61,"A",,"A",,1
107442,"A",,"R",64380,"A",,"G",72,"A",,"G",72,"A",,"A",,1
107460,"R",52332,"A",,"A",,"G",1744,"A",,"G",1744,"A",,"A",,2
107488,"R",10220,"A",,"A",,"G",341,"A",,"G",341,"A",,"A",,2
107512,"R",46069,"A",,"A",,"G",1536,"A",,"G",1536,"A",,"A",,2
107521,"R",27704,"A",,"A",,"G",923,"A",,"G",923,"A",,"A",,2
107549,"R",37535,"A",,"A",,"G",1251,"A",,"G",1251,"A",,"A",,2
107558,"R",17703,"A",,"A",,"G",590,"A",,"R",598,"A",,"A",,2
107585,"R",51144,"A",,"A",,"G",1705,"A",,"G",1705,"A",,"A",,2
107600,"R",18720,"A",,"A",,"G",624,"A",,"G",624,"A",,"A",,2
107619,"R",34538,"A",,"A",,"G",1151,"A",,"G",1151,"A",,"A",,2
107637,"R",37540,"A",,"A",,"G",1251,"A",,"G",1251,"A",,"A",,2
107655,"A",,"R",37102,"A",,"G",41,"A",,"G",41,"A",,"A",,1
107664,"R",251881,"A",,"A",,"G",8396,"A",,"G",8396,"A",,"A",,2
107725,"R",31633,"A",,"A",,"G",1054,"A",,"G",1054,"A",,"A",,2
107743,"R",19068,"A",,"A",,"G",636,"A",,"G",636,"A",,"A",,2
107789,"A",,"R",113040,"A",,"G",126,"A",,"G",126,"A",,"A",,1
107831,"A",,"R",95818,"A",,"G",106,"A",,"G",106,"A",,"A",,1
107840,"R",2742,"A",,"A",,"G",91,"A",,"G",91,"A",,"A",,2
107877,"R",15478,"A",,"A",,"G",516,"A",,"G",516,"A",,"A",,2
107974,"R",39299,"A",,"A",,"G",1310,"A",,"G",1310,"A",,"A",,2
107983,"R",80431,"A",,"R",7783,"G",2681,"G",324,"G",2681,"G",324,"A",,2
107992,"R",39485,"A",,"A",,"G",1316,"A",,"G",1316,"A",,"A",,2
108065,"A",,"R",21950,"A",,"G",24,"A",,"G",24,"A",,"A",,1
108092,"R",183077,"A",,"A",,"G",6103,"A",,"G",6103,"A",,"A",,2
108232,"R",241866,"A",,"R",102954,"G",8062,"G",4290,"G",8062,"G",4290,"A",,2
108250,"R",25833,"A",,"A",,"G",574,"A",,"G",574,"A",,"A",,2
108269,"A",,"A",,"R",3391,"A",,"G",141,"A",,"G",141,"A",,-2
108348,"R",1822,"A",,"A",,"G",61,"A",,"G",61,"A",,"A",,2
108649,"A",,"R",240300,"A",,"G",267,"A",,"G",267,"A",,"A",,1
108667,"R",92115,"A",,"A",,"G",3071,"A",,"G",3071,"A",,"A",,2
108807,"R",199182,"A",,"A",,"G",6639,"A",,"G",6639,"A",,"A",,2
108852,"R",8280,"A",,"A",,"G",276,"A",,"G",276,"A",,"A",,2
108861,"A",,"A",,"R",1025,"A",,"G",43,"A",,"G",43,"A",,-2
108870,"A",,"A",,"R",9031,"A",,"G",376,"A",,"G",376,"A",,-2
108977,"A",,"R",121970,"A",,"G",136,"A",,"G",136,"A",,"A",,1
109040,"A",,"R",1188092,"A",,"G",1320,"A",,"G",1320,"A",,"A",,1
109086,"Z",0,"A",,"R",1253,"A",,"G",52,"A",,"G",52,"A",,-2
109208,"R",613569,"A",,"A",,"G",20452,"A",,"G",20452,"A",,"A",,2
109332,"R",9180,"A",,"A",,"G",306,"A",,"G",306,"A",,"A",,2
109350,"R",276174,"A",,"A",,"G",9206,"A",,"G",9206,"A",,"A",,2
109651,"R",62174,"A",,"R",6585,"G",2072,"G",274,"G",2072,"G",274,"A",,2
109721,"A",,"R",365274,"A",,"G",406,"A",,"G",406,"A",,"A",,1
109730,"R",4368,"A",,"A",,"G",146,"A",,"G",146,"A",,"A",,2
109785,"R",181151,"A",,"R",81332,"G",6038,"G",3389,"G",6038,"G",3389,"R",250,2
109819,"R",309752,"A",,"A",,"G",10325,"A",,"G",10325,"A",,"A",,2
109907,"R",63596,"A",,"A",,"G",2120,"A",,"G",2120,"A",,"A",,2
109934,"A",,"R",233650,"A",,"G",260,"A",,"G",260,"A",,"A",,1
110060,"R",6523,"A",,"R",217,"G",217,"G",9,"G",217,"G",9,"R",84,2
110097,"R",128209,"A",,"R",25228,"G",4274,"G",1051,"G",4274,"G",1051,"A",,2
110185,"R",22360,"A",,"R",527,"G",745,"G",22,"G",745,"G",22,"A",,2
110194,"A",,"R",142338,"A",,"G",158,"A",,"G",158,"A",,"A",,1
110219,"R",71318,"A",,"R",2342,"G",1585,"G",65,"G",1585,"G",65,"A",,2
110246,"R",259464,"A",,"A",,"G",8649,"A",,"G",8649,"A",,"A",,2
110307,"A",,"A",,"R",6624,"A",,"G",276,"A",,"G",276,"A",,-2
110316,"R",3730,"A",,"R",22706,"G",124,"G",946,"G",124,"G",946,"R",125,2
110334,"R",231879,"A",,"A",,"G",7729,"A",,"G",7729,"A",,"A",,2
110361,"R",151685,"A",,"R",24696,"G",5056,"G",1029,"G",5056,"G",1029,"A",,2
110370,"R",39279,"A",,"R",10295,"G",1309,"G",429,"R",1434,"R",453,"A",,2
110398,"A",,"A",,"R",887,"A",,"G",37,"A",,"G",37,"R",1143,-2
110404,"R",43995,"A",,"R",45632,"G",978,"G",1268,"G",978,"G",1268,"A",,2
110413,"R",84371,"A",,"R",30987,"G",2812,"G",1291,"G",2812,"G",1291,"R",98,2
110422,"R",749742,"A",,"R",24636,"G",16661,"G",684,"G",16661,"G",684,"A",,2
110468,"R",6823,"A",,"R",70271,"G",227,"G",2928,"G",227,"G",2928,"R",62,2
110486,"R",311153,"A",,"R",23366,"G",6915,"G",649,"G",6915,"G",649,"A",,2
110495,"R",187279,"A",,"R",19453,"G",6243,"G",811,"G",6243,"G",811,"A",,2
110510,"R",656359,"A",,"R",41841,"G",14586,"G",1162,"G",14586,"G",1162,"A",,2
110529,"R",784766,"A",,"R",25255,"G",17439,"G",702,"G",17439,"G",702,"A",,2
110538,"R",427468,"A",,"R",14128,"G",14249,"G",589,"G",14249,"G",589,"A",,2
110547,"R",260500,"A",,"R",28295,"G",8683,"G",1179,"G",8683,"G",1179,"A",,2
110556,"R",520896,"A",,"R",39118,"G",17363,"G",1630,"G",17363,"G",1630,"A",,2
110565,"R",804190,"A",,"R",51389,"G",26806,"G",2141,"G",26806,"G",2141,"A",,2
110574,"R",497406,"A",,"R",68522,"G",11053,"G",1903,"G",11053,"G",1903,"R",1,2
110583,"R",770380,"A",,"R",62597,"G",25679,"G",2608,"G",25679,"G",2608,"A",,2
110592,"R",711216,"A",,"R",62654,"G",15805,"G",1740,"G",15805,"G",1740,"A",,2
110608,"R",755253,"A",,"R",69246,"G",25175,"G",2885,"G",25175,"G",2885,"A",,2
110617,"R",614696,"A",,"R",41855,"G",20490,"G",1744,"G",20490,"G",1744,"A",,2
110635,"R",827045,"A",,"R",229413,"G",27568,"G",9559,"G",27568,"G",9559,"R",1113,2
110644,"R",1162981,"A",,"R",180021,"G",25844,"G",5001,"G",25844,"G",5001,"R",1327,2
110653,"R",1061797,"A",,"R",179727,"G",23595,"G",4992,"G",23595,"G",4992,"R",645,2
110662,"R",1288513,"A",,"R",387900,"G",28634,"G",10775,"G",28634,"G",10775,"R",1662,2
110671,"R",816533,"A",,"R",90058,"G",18145,"G",2502,"G",18145,"G",2502,"A",,2
110680,"R",1078243,"A",,"R",192079,"G",23961,"G",5336,"G",23961,"G",5336,"R",730,2
110699,"A",,"A",,"R",52188,"A",,"G",1450,"A",,"G",1450,"R",1631,-2
110705,"R",881705,"A",,"R",115677,"G",19593,"G",3213,"G",19593,"G",3213,"A",,2
110714,"R",729713,"A",,"R",55264,"G",16216,"G",1535,"G",16216,"G",1535,"A",,2
110778,"A",,"A",,"R",13672,"A",,"G",380,"A",,"G",380,"R",21,-2
110875,"A",,"R",110893,"A",,"G",123,"A",,"G",123,"A",,"A",,1
110918,"R",646,"A",,"A",,"G",22,"A",,"G",22,"A",,"A",,2
110945,"R",47300,"A",,"R",0,"G",1577,"G",0,"G",1577,"G",0,"A",,2
111009,"R",21983,"A",,"A",,"G",733,"A",,"G",733,"A",,"A",,2
111054,"A",,"R",283250,"A",,"G",315,"A",,"G",315,"A",,"A",,1
111081,"R",28446,"A",,"R",11504,"G",948,"G",479,"G",948,"G",479,"A",,2
111188,"R",36266,"A",,"A",,"G",1209,"A",,"G",1209,"A",,"A",,2
111391,"A",,"A",,"R",1081,"A",,"G",45,"A",,"G",45,"R",698,-2
111434,"R",103381,"A",,"A",,"G",3446,"A",,"G",3446,"A",,"A",,2
111461,"R",339220,"A",,"A",,"G",11307,"A",,"G",11307,"A",,"A",,2
111513,"A",,"R",192472,"A",,"G",214,"A",,"G",214,"A",,"A",,1
111638,"R",15548,"R",322827,"A",,"G",877,"A",,"G",877,"A",,"A",,3
111708,"A",,"R",227424,"A",,"G",253,"A",,"G",253,"A",,"A",,1
111717,"A",,"R",432800,"A",,"G",481,"A",,"G",481,"A",,"A",,1
111726,"A",,"R",234378,"A",,"G",260,"A",,"G",260,"A",,"A",,1
111744,"A",,"R",161322,"A",,"G",179,"A",,"G",179,"A",,"A",,1
111762,"A",,"R",112494,"A",,"G",125,"A",,"G",125,"A",,"A",,1
111771,"A",,"R",141828,"A",,"G",158,"A",,"G",158,"A",,"A",,1
111799,"A",,"R",73752,"A",,"G",82,"A",,"G",82,"A",,"A",,1
111887,"R",392690,"A",,"A",,"G",13090,"A",,"G",13090,"A",,"A",,2
111896,"R",72614,"A",,"A",,"G",2420,"A",,"G",2420,"A",,"A",,2
111920,"R",228311,"A",,"A",,"G",7610,"A",,"G",7610,"A",,"A",,2
111939,"R",314893,"A",,"A",,"G",10496,"A",,"G",10496,"A",,"A",,2
111948,"R",178933,"A",,"R",27004,"G",5964,"G",1125,"G",5964,"G",1125,"R",627,2
111966,"R",2548,"A",,"R",13926,"G",85,"G",580,"G",85,"G",580,"A",,2
112075,"R",54493,"A",,"R",35240,"G",1816,"G",1468,"R",1842,"R",1931,"A",,2
112084,"R",23022,"A",,"R",378,"G",767,"G",16,"G",767,"G",16,"A",,2
112127,"A",,"A",,"R",1296,"A",,"G",54,"A",,"G",54,"R",3,-2
112172,"R",253669,"A",,"A",,"G",8456,"A",,"G",8456,"A",,"A",,2
112181,"A",,"R",140256,"A",,"G",156,"A",,"G",156,"A",,"A",,1
112190,"R",527077,"A",,"A",,"G",17569,"A",,"G",17569,"A",,"A",,2
112251,"A",,"A",,"R",28582,"A",,"G",1191,"A",,"G",1191,"A",,-2
112260,"R",38160,"A",,"R",980,"G",1272,"G",41,"G",1272,"G",41,"A",,2
112288,"A",,"R",446330,"A",,"G",496,"A",,"G",496,"A",,"A",,1
112367,"A",,"R",505200,"A",,"G",561,"A",,"G",561,"A",,"A",,1
112385,"R",137724,"A",,"A",,"G",4591,"A",,"G",4591,"A",,"A",,2
112394,"R",9964,"A",,"R",144,"G",332,"G",6,"G",332,"G",6,"A",,2
112446,"R",39500,"A",,"R",7280,"G",878,"G",202,"G",878,"R",334,"A",,2
112455,"A",,"R",50471,"A",,"G",56,"A",,"G",56,"A",,"A",,1
112525,"A",,"A",,"R",14779,"A",,"G",616,"A",,"R",509,"R",3046,-2
112561,"R",45685,"A",,"A",,"G",1523,"A",,"G",1523,"A",,"A",,2
112570,"R",16562,"A",,"A",,"G",368,"A",,"G",368,"A",,"A",,2
112686,"R",135173,"A",,"A",,"G",4506,"A",,"G",4506,"A",,"A",,2
112783,"A",,"R",323648,"A",,"G",360,"A",,"G",360,"A",,"A",,1
112826,"R",127457,"A",,"A",,"G",4249,"A",,"G",4249,"A",,"A",,2
113096,"R",279806,"A",,"A",,"G",9327,"A",,"G",9327,"A",,"A",,2
113111,"R",96663,"A",,"A",,"G",3222,"A",,"G",3222,"A",,"A",,2
113193,"R",195552,"A",,"A",,"G",6518,"A",,"G",6518,"A",,"A",,2
113218,"R",128091,"A",,"A",,"G",4270,"A",,"G",4270,"A",,"A",,2
113236,"R",261948,"A",,"A",,"G",8732,"A",,"G",8732,"A",,"A",,2
113333,"R",752791,"A",,"A",,"G",16729,"A",,"G",16729,"A",,"A",,2
113397,"A",,"R",1744599,"A",,"G",1938,"A",,"G",1938,"A",,"A",,1
113449,"A",,"R",252793,"A",,"G",281,"A",,"G",281,"A",,"A",,1
113537,"A",,"R",26100,"R",2898,"G",29,"G",121,"G",29,"R",63,"A",,1
113573,"R",170578,"A",,"A",,"G",5686,"A",,"G",5686,"A",,"A",,2
