UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5 
248703, 1,"R",265,"A",,"A",,"R",265,"A",,"A",,"A",,"A",,"A",
248703, 2,"R",265,"A",,"A",,"R",265,"A",,"A",,"A",,"A",,"A",
248703, 3,"R",265,"A",,"A",,"R",265,"A",,"A",,"A",,"A",,"A",
248925, 1,"R",1171,"A",,"A",,"R",1171,"A",,"A",,"A",,"A",,"A",
248925, 2,"R",1171,"A",,"A",,"R",1171,"A",,"A",,"A",,"A",,"A",
248925, 3,"R",730,"A",,"A",,"R",730,"A",,"A",,"A",,"A",,"A",
248925,11,"R",441,"A",,"A",,"R",441,"A",,"A",,"A",,"A",,"A",
248934, 1,"R",11745,"R",3727,"R",1229,"R",6789,"R",1175,"R",2550,"R",0,"R",0,"R",2
248934, 2,"R",11385,"R",3427,"R",1229,"R",6729,"R",1065,"R",2360,"R",0,"R",0,"R",2
248934, 3,"R",11270,"R",3425,"R",1229,"R",6616,"R",1064,"R",2359,"R",0,"R",0,"R",2
248934,11,"R",115,"R",2,"R",0,"R",113,"R",1,"R",1,"R",0,"R",0,"R",0
248934,12,"R",360,"R",300,"R",0,"R",60,"R",110,"R",190,"R",0,"R",0,"R",0
249061, 1,"R",57,"A",,"A",,"R",57,"A",,"A",,"A",,"A",,"A",
249061, 2,"R",57,"A",,"A",,"R",57,"A",,"A",,"A",,"A",,"A",
249061, 3,"R",57,"A",,"A",,"R",57,"A",,"A",,"A",,"A",,"A",
249238, 1,"R",314,"A",,"A",,"R",314,"A",,"A",,"A",,"A",,"A",
249238, 2,"R",314,"A",,"A",,"R",314,"A",,"A",,"A",,"A",,"A",
249238, 3,"R",314,"A",,"A",,"R",314,"A",,"A",,"A",,"A",,"A",
249609, 1,"R",159,"A",,"A",,"R",159,"A",,"A",,"A",,"A",,"A",
249609, 2,"R",159,"A",,"A",,"R",159,"A",,"A",,"A",,"A",,"A",
249609, 3,"R",159,"A",,"A",,"R",159,"A",,"A",,"A",,"A",,"A",
250027, 1,"R",397,"R",0,"R",121,"R",276,"A",,"A",,"A",,"A",,"A",
250027, 2,"R",397,"R",0,"R",121,"R",276,"A",,"A",,"A",,"A",,"A",
250027, 3,"R",390,"R",0,"R",121,"R",269,"A",,"A",,"A",,"A",,"A",
250027,11,"R",7,"R",0,"R",0,"R",7,"A",,"A",,"A",,"A",,"A",
250285, 1,"R",339,"A",,"A",,"R",339,"A",,"A",,"A",,"A",,"A",
250285, 2,"R",339,"A",,"A",,"R",339,"A",,"A",,"A",,"A",,"A",
250285, 3,"R",339,"A",,"A",,"R",339,"A",,"A",,"A",,"A",,"A",
250744, 1,"R",443,"A",,"A",,"R",443,"A",,"A",,"A",,"A",,"A",
250744, 2,"R",443,"A",,"A",,"R",443,"A",,"A",,"A",,"A",,"A",
250744, 3,"R",443,"A",,"A",,"R",443,"A",,"A",,"A",,"A",,"A",
250902, 1,"R",89,"A",,"A",,"R",89,"A",,"A",,"A",,"A",,"A",
250902, 2,"R",89,"A",,"A",,"R",89,"A",,"A",,"A",,"A",,"A",
250902, 3,"R",89,"A",,"A",,"R",89,"A",,"A",,"A",,"A",,"A",
250993, 1,"R",518,"A",,"A",,"R",518,"A",,"A",,"A",,"A",,"A",
250993, 2,"R",518,"A",,"A",,"R",518,"A",,"A",,"A",,"A",,"A",
250993, 3,"R",518,"A",,"A",,"R",518,"A",,"A",,"A",,"A",,"A",
251260, 1,"R",4673,"R",687,"R",2208,"R",1778,"R",629,"R",57,"R",1,"R",0,"R",0
251260, 2,"R",4673,"R",687,"R",2208,"R",1778,"R",629,"R",57,"R",1,"R",0,"R",0
251260, 3,"R",3888,"R",534,"R",2164,"R",1190,"R",486,"R",47,"R",1,"R",0,"R",0
251260,11,"R",785,"R",153,"R",44,"R",588,"R",143,"R",10,"R",0,"R",0,"R",0
251312, 1,"R",509,"R",269,"R",45,"R",195,"R",261,"R",8,"Z",0,"Z",0,"R",0
251312, 2,"R",445,"R",241,"R",45,"R",159,"R",234,"R",7,"Z",0,"Z",0,"R",0
251312, 3,"R",445,"R",241,"R",45,"R",159,"R",234,"R",7,"Z",0,"Z",0,"R",0
251312,12,"R",64,"R",28,"Z",0,"R",36,"R",27,"R",1,"Z",0,"Z",0,"R",0
260336, 1,"R",17,"A",,"A",,"R",17,"A",,"A",,"A",,"A",,"A",
260336, 2,"R",17,"A",,"A",,"R",17,"A",,"A",,"A",,"A",,"A",
260336, 3,"R",17,"A",,"A",,"R",17,"A",,"A",,"A",,"A",,"A",
260363, 1,"R",19,"A",,"A",,"R",19,"A",,"A",,"A",,"A",,"A",
260363, 2,"R",19,"A",,"A",,"R",19,"A",,"A",,"A",,"A",,"A",
260363, 3,"R",19,"A",,"A",,"R",19,"A",,"A",,"A",,"A",,"A",
260372, 1,"R",234,"R",31,"R",192,"R",11,"R",21,"R",10,"Z",0,"Z",0,"R",0
260372, 2,"R",213,"R",10,"R",192,"R",11,"R",2,"R",8,"Z",0,"Z",0,"R",0
260372, 3,"R",205,"R",5,"R",192,"R",8,"Z",0,"R",5,"Z",0,"Z",0,"R",0
260372,11,"R",8,"R",5,"Z",0,"R",3,"R",2,"R",3,"Z",0,"Z",0,"R",0
260372,12,"R",21,"R",21,"Z",0,"R",0,"R",19,"R",2,"Z",0,"Z",0,"R",0
260664, 1,"R",222,"A",,"A",,"R",222,"A",,"A",,"A",,"A",,"A",
260664, 2,"R",222,"A",,"A",,"R",222,"A",,"A",,"A",,"A",,"A",
260664, 3,"R",222,"A",,"A",,"R",222,"A",,"A",,"A",,"A",,"A",
260691, 1,"R",721,"Z",0,"R",207,"R",514,"A",,"A",,"A",,"A",,"A",
260691, 2,"R",721,"Z",0,"R",207,"R",514,"A",,"A",,"A",,"A",,"A",
260691, 3,"R",721,"Z",0,"R",207,"R",514,"A",,"A",,"A",,"A",,"A",
260789, 1,"R",598,"R",193,"R",17,"R",388,"R",190,"R",3,"R",0,"R",0,"R",0
260789, 2,"R",598,"R",193,"R",17,"R",388,"R",190,"R",3,"R",0,"R",0,"R",0
260789, 3,"R",598,"R",193,"R",17,"R",388,"R",190,"R",3,"R",0,"R",0,"R",0
260813, 1,"R",215,"R",0,"R",215,"R",0,"A",,"A",,"A",,"A",,"A",
260813, 2,"R",215,"R",0,"R",215,"R",0,"A",,"A",,"A",,"A",,"A",
260813, 3,"R",215,"R",0,"R",215,"R",0,"A",,"A",,"A",,"A",,"A",
260929, 1,"R",179,"A",,"A",,"R",179,"A",,"A",,"A",,"A",,"A",
260929, 2,"R",179,"A",,"A",,"R",179,"A",,"A",,"A",,"A",,"A",
260929, 3,"R",179,"A",,"A",,"R",179,"A",,"A",,"A",,"A",,"A",
260965, 1,"R",101,"A",,"A",,"R",101,"A",,"A",,"A",,"A",,"A",
260965, 2,"R",101,"A",,"A",,"R",101,"A",,"A",,"A",,"A",,"A",
260965, 3,"R",101,"A",,"A",,"R",101,"A",,"A",,"A",,"A",,"A",
260992, 1,"R",464,"R",191,"R",207,"R",66,"R",175,"R",16,"R",0,"R",0,"R",0
260992, 2,"R",464,"R",191,"R",207,"R",66,"R",175,"R",16,"R",0,"R",0,"R",0
260992, 3,"R",464,"R",191,"R",207,"R",66,"R",175,"R",16,"R",0,"R",0,"R",0
261436, 1,"R",822,"A",,"A",,"R",822,"A",,"A",,"A",,"A",,"A",
261436, 2,"R",822,"A",,"A",,"R",822,"A",,"A",,"A",,"A",,"A",
261436, 3,"R",822,"A",,"A",,"R",822,"A",,"A",,"A",,"A",,"A",
261676, 1,"R",26,"R",0,"R",15,"R",11,"A",,"A",,"A",,"A",,"A",
261676, 2,"R",26,"R",0,"R",15,"R",11,"A",,"A",,"A",,"A",,"A",
261676, 3,"R",26,"R",0,"R",15,"R",11,"A",,"A",,"A",,"A",,"A",
261685, 1,"R",33,"R",0,"R",17,"R",16,"A",,"A",,"A",,"A",,"A",
261685, 2,"R",33,"R",0,"R",17,"R",16,"A",,"A",,"A",,"A",,"A",
261685, 3,"R",33,"R",0,"R",17,"R",16,"A",,"A",,"A",,"A",,"A",
261719, 1,"R",205,"A",,"A",,"R",205,"A",,"A",,"A",,"A",,"A",
261719, 2,"R",205,"A",,"A",,"R",205,"A",,"A",,"A",,"A",,"A",
261719, 3,"R",205,"A",,"A",,"R",205,"A",,"A",,"A",,"A",,"A",
261773, 1,"R",35,"A",,"A",,"R",35,"A",,"A",,"A",,"A",,"A",
261773, 2,"R",35,"A",,"A",,"R",35,"A",,"A",,"A",,"A",,"A",
261773, 3,"R",35,"A",,"A",,"R",35,"A",,"A",,"A",,"A",,"A",
262031, 1,"R",5902,"R",1368,"R",1930,"R",2604,"R",1363,"R",5,"R",0,"R",0,"R",0
262031, 2,"R",5902,"R",1368,"R",1930,"R",2604,"R",1363,"R",5,"R",0,"R",0,"R",0
262031, 3,"R",5008,"R",907,"R",1817,"R",2284,"R",903,"R",4,"R",0,"R",0,"R",0
262031,11,"R",894,"R",461,"R",113,"R",320,"R",460,"R",1,"R",0,"R",0,"R",0
262086, 1,"R",9069,"R",9050,"R",19,"R",0,"R",5030,"R",3943,"R",30,"R",41,"R",6
262086, 2,"R",5511,"R",5492,"R",19,"R",0,"R",2264,"R",3170,"R",15,"R",37,"R",6
262086, 3,"R",4902,"R",4883,"R",19,"R",0,"R",2077,"R",2789,"R",14,"R",3,"R",0
262086,11,"R",609,"R",609,"R",0,"R",0,"R",187,"R",381,"R",1,"R",34,"R",6
262086,12,"R",3558,"R",3558,"R",0,"R",0,"R",2766,"R",773,"R",15,"R",4,"R",0
262129, 1,"R",732,"R",0,"R",12,"R",720,"A",,"A",,"A",,"A",,"A",
262129, 2,"R",710,"R",0,"R",12,"R",698,"A",,"A",,"A",,"A",,"A",
262129, 3,"R",707,"R",0,"R",12,"R",695,"A",,"A",,"A",,"A",,"A",
262129,11,"R",3,"R",0,"R",0,"R",3,"A",,"A",,"A",,"A",,"A",
262129,12,"R",22,"R",0,"R",0,"R",22,"A",,"A",,"A",,"A",,"A",
262165, 1,"R",47,"R",0,"R",19,"R",28,"A",,"A",,"A",,"A",,"A",
262165, 2,"R",47,"R",0,"R",19,"R",28,"A",,"A",,"A",,"A",,"A",
262165, 3,"R",45,"R",0,"R",19,"R",26,"A",,"A",,"A",,"A",,"A",
262165,11,"R",2,"R",0,"R",0,"R",2,"A",,"A",,"A",,"A",,"A",
262341, 1,"R",637,"A",,"A",,"R",637,"A",,"A",,"A",,"A",,"A",
262341, 2,"R",637,"A",,"A",,"R",637,"A",,"A",,"A",,"A",,"A",
262341, 3,"R",637,"A",,"A",,"R",637,"A",,"A",,"A",,"A",,"A",
262369, 1,"R",71,"A",,"A",,"R",71,"A",,"A",,"A",,"A",,"A",
262369, 2,"R",71,"A",,"A",,"R",71,"A",,"A",,"A",,"A",,"A",
262369, 3,"R",71,"A",,"A",,"R",71,"A",,"A",,"A",,"A",,"A",
262457, 1,"R",481,"R",0,"R",101,"R",380,"A",,"A",,"A",,"A",,"A",
262457, 2,"R",481,"R",0,"R",101,"R",380,"A",,"A",,"A",,"A",,"A",
262457, 3,"R",481,"R",0,"R",101,"R",380,"A",,"A",,"A",,"A",,"A",
262466, 1,"R",24,"A",,"A",,"R",24,"A",,"A",,"A",,"A",,"A",
262466, 2,"R",24,"A",,"A",,"R",24,"A",,"A",,"A",,"A",,"A",
262466, 3,"R",24,"A",,"A",,"R",24,"A",,"A",,"A",,"A",,"A",
362700, 1,"R",246,"A",,"A",,"R",246,"A",,"A",,"A",,"A",,"A",
362700, 2,"R",246,"A",,"A",,"R",246,"A",,"A",,"A",,"A",,"A",
362700, 3,"R",246,"A",,"A",,"R",246,"A",,"A",,"A",,"A",,"A",
363013, 1,"R",28,"R",0,"R",19,"R",9,"A",,"A",,"A",,"A",,"A",
363013, 2,"R",28,"R",0,"R",19,"R",9,"A",,"A",,"A",,"A",,"A",
363013, 3,"R",28,"R",0,"R",19,"R",9,"A",,"A",,"A",,"A",,"A",
363147, 1,"R",410,"A",,"A",,"R",410,"A",,"A",,"A",,"A",,"A",
363147, 2,"R",410,"A",,"A",,"R",410,"A",,"A",,"A",,"A",,"A",
363147, 3,"R",410,"A",,"A",,"R",410,"A",,"A",,"A",,"A",,"A",
363165, 1,"R",1337,"A",,"A",,"R",1337,"A",,"A",,"A",,"A",,"A",
363165, 2,"R",1337,"A",,"A",,"R",1337,"A",,"A",,"A",,"A",,"A",
363165, 3,"R",1337,"A",,"A",,"R",1337,"A",,"A",,"A",,"A",,"A",
363633, 1,"R",757,"R",266,"R",150,"R",341,"R",237,"R",29,"R",0,"R",0,"R",0
363633, 2,"R",757,"R",266,"R",150,"R",341,"R",237,"R",29,"R",0,"R",0,"R",0
363633, 3,"R",459,"R",150,"R",130,"R",179,"R",132,"R",18,"R",0,"R",0,"R",0
363633,11,"R",298,"R",116,"R",20,"R",162,"R",105,"R",11,"R",0,"R",0,"R",0
363679, 1,"R",244,"A",,"A",,"R",244,"A",,"A",,"A",,"A",,"A",
363679, 2,"R",244,"A",,"A",,"R",244,"A",,"A",,"A",,"A",,"A",
363679, 3,"R",244,"A",,"A",,"R",244,"A",,"A",,"A",,"A",,"A",
363712, 1,"R",77,"A",,"A",,"R",77,"A",,"A",,"A",,"A",,"A",
363712, 2,"R",77,"A",,"A",,"R",77,"A",,"A",,"A",,"A",,"A",
363712, 3,"R",77,"A",,"A",,"R",77,"A",,"A",,"A",,"A",,"A",
363882, 1,"R",81,"A",,"A",,"R",81,"A",,"A",,"A",,"A",,"A",
363882, 2,"R",81,"A",,"A",,"R",81,"A",,"A",,"A",,"A",,"A",
363882, 3,"R",81,"A",,"A",,"R",81,"A",,"A",,"A",,"A",,"A",
363907, 1,"R",607,"Z",0,"R",560,"R",47,"A",,"A",,"A",,"A",,"A",
363907, 2,"R",438,"Z",0,"R",407,"R",31,"A",,"A",,"A",,"A",,"A",
363907, 3,"R",419,"Z",0,"R",388,"R",31,"A",,"A",,"A",,"A",,"A",
363907,11,"R",19,"Z",0,"R",19,"R",0,"A",,"A",,"A",,"A",,"A",
363907,12,"R",169,"Z",0,"R",153,"R",16,"A",,"A",,"A",,"A",,"A",
363916, 1,"R",215,"Z",0,"R",188,"R",27,"A",,"A",,"A",,"A",,"A",
363916, 2,"R",194,"Z",0,"R",169,"R",25,"A",,"A",,"A",,"A",,"A",
363916, 3,"R",176,"Z",0,"R",152,"R",24,"A",,"A",,"A",,"A",,"A",
363916,11,"R",18,"Z",0,"R",17,"R",1,"A",,"A",,"A",,"A",,"A",
363916,12,"R",21,"Z",0,"R",19,"R",2,"A",,"A",,"A",,"A",,"A",
363934, 1,"R",960,"R",590,"R",44,"R",326,"R",118,"R",472,"Z",0,"Z",0,"R",0
363934, 2,"R",892,"R",540,"R",33,"R",319,"R",116,"R",424,"Z",0,"Z",0,"R",0
363934, 3,"R",892,"R",540,"R",33,"R",319,"R",116,"R",424,"Z",0,"Z",0,"R",0
363934,12,"R",68,"R",50,"R",11,"R",7,"R",2,"R",48,"Z",0,"Z",0,"R",0
364016, 1,"R",5880,"R",1517,"R",1582,"R",2781,"R",1406,"R",1,"R",0,"R",0,"R",110
364016, 2,"R",5880,"R",1517,"R",1582,"R",2781,"R",1406,"R",1,"R",0,"R",0,"R",110
364016, 3,"R",4076,"R",1064,"R",1450,"R",1562,"R",977,"R",1,"R",0,"R",0,"R",86
364016,11,"R",1804,"R",453,"R",132,"R",1219,"R",429,"R",0,"R",0,"R",0,"R",24
364025, 1,"R",14725,"R",2706,"R",3175,"R",8844,"R",2546,"R",3,"R",0,"R",1,"R",156
364025, 2,"R",14725,"R",2706,"R",3175,"R",8844,"R",2546,"R",3,"R",0,"R",1,"R",156
364025, 3,"R",7626,"R",2116,"R",2962,"R",2548,"R",1985,"R",2,"R",0,"R",1,"R",128
364025,11,"R",7099,"R",590,"R",213,"R",6296,"R",561,"R",1,"R",0,"R",0,"R",28
364548, 1,"R",152,"A",,"A",,"R",152,"A",,"A",,"A",,"A",,"A",
364548, 2,"R",152,"A",,"A",,"R",152,"A",,"A",,"A",,"A",,"A",
364548, 3,"R",152,"A",,"A",,"R",152,"A",,"A",,"A",,"A",,"A",
364575, 1,"R",11,"A",,"A",,"R",11,"A",,"A",,"A",,"A",,"A",
364575, 2,"R",11,"A",,"A",,"R",11,"A",,"A",,"A",,"A",,"A",
364575, 3,"R",11,"A",,"A",,"R",11,"A",,"A",,"A",,"A",,"A",
364627, 1,"R",410,"A",,"A",,"R",410,"A",,"A",,"A",,"A",,"A",
364627, 2,"R",410,"A",,"A",,"R",410,"A",,"A",,"A",,"A",,"A",
364627, 3,"R",125,"A",,"A",,"R",125,"A",,"A",,"A",,"A",,"A",
364627,11,"R",285,"A",,"A",,"R",285,"A",,"A",,"A",,"A",,"A",
364636, 1,"R",217,"A",,"A",,"R",217,"A",,"A",,"A",,"A",,"A",
364636, 2,"R",217,"A",,"A",,"R",217,"A",,"A",,"A",,"A",,"A",
364636, 3,"R",217,"A",,"A",,"R",217,"A",,"A",,"A",,"A",,"A",
364760, 1,"R",45,"A",,"A",,"R",45,"A",,"A",,"A",,"A",,"A",
364760, 2,"R",45,"A",,"A",,"R",45,"A",,"A",,"A",,"A",,"A",
364760, 3,"R",45,"A",,"A",,"R",45,"A",,"A",,"A",,"A",,"A",
364946, 1,"R",352,"A",,"A",,"R",352,"A",,"A",,"A",,"A",,"A",
364946, 2,"R",352,"A",,"A",,"R",352,"A",,"A",,"A",,"A",,"A",
364946, 3,"R",108,"A",,"A",,"R",108,"A",,"A",,"A",,"A",,"A",
364946,11,"R",244,"A",,"A",,"R",244,"A",,"A",,"A",,"A",,"A",
364964, 1,"R",21,"A",,"A",,"R",21,"A",,"A",,"A",,"A",,"A",
364964, 2,"R",21,"A",,"A",,"R",21,"A",,"A",,"A",,"A",,"A",
364964, 3,"R",21,"A",,"A",,"R",21,"A",,"A",,"A",,"A",,"A",
365091, 1,"R",260,"A",,"A",,"R",260,"A",,"A",,"A",,"A",,"A",
365091, 2,"R",260,"A",,"A",,"R",260,"A",,"A",,"A",,"A",,"A",
365091, 3,"R",260,"A",,"A",,"R",260,"A",,"A",,"A",,"A",,"A",
365125, 1,"R",173,"A",,"A",,"R",173,"A",,"A",,"A",,"A",,"A",
365125, 2,"R",173,"A",,"A",,"R",173,"A",,"A",,"A",,"A",,"A",
365125, 3,"R",173,"A",,"A",,"R",173,"A",,"A",,"A",,"A",,"A",
365198, 1,"R",694,"A",,"A",,"R",694,"A",,"A",,"A",,"A",,"A",
365198, 2,"R",694,"A",,"A",,"R",694,"A",,"A",,"A",,"A",,"A",
365198, 3,"R",180,"A",,"A",,"R",180,"A",,"A",,"A",,"A",,"A",
365198,11,"R",514,"A",,"A",,"R",514,"A",,"A",,"A",,"A",,"A",
365213, 1,"R",432,"A",,"A",,"R",432,"A",,"A",,"A",,"A",,"A",
365213, 2,"R",432,"A",,"A",,"R",432,"A",,"A",,"A",,"A",,"A",
365213, 3,"R",432,"A",,"A",,"R",432,"A",,"A",,"A",,"A",,"A",
365240, 1,"R",22,"A",,"A",,"R",22,"A",,"A",,"A",,"A",,"A",
365240, 2,"R",22,"A",,"A",,"R",22,"A",,"A",,"A",,"A",,"A",
365240, 3,"R",22,"A",,"A",,"R",22,"A",,"A",,"A",,"A",,"A",
365374, 1,"R",2026,"A",,"A",,"R",2026,"A",,"A",,"A",,"A",,"A",
365374, 2,"R",2026,"A",,"A",,"R",2026,"A",,"A",,"A",,"A",,"A",
365374, 3,"R",624,"A",,"A",,"R",624,"A",,"A",,"A",,"A",,"A",
365374,11,"R",1402,"A",,"A",,"R",1402,"A",,"A",,"A",,"A",,"A",
365383, 1,"R",102,"A",,"A",,"R",102,"A",,"A",,"A",,"A",,"A",
365383, 2,"R",102,"A",,"A",,"R",102,"A",,"A",,"A",,"A",,"A",
365383, 3,"R",102,"A",,"A",,"R",102,"A",,"A",,"A",,"A",,"A",
365480, 1,"R",896,"A",,"A",,"R",896,"A",,"A",,"A",,"A",,"A",
365480, 2,"R",896,"A",,"A",,"R",896,"A",,"A",,"A",,"A",,"A",
365480, 3,"R",309,"A",,"A",,"R",309,"A",,"A",,"A",,"A",,"A",
365480,11,"R",587,"A",,"A",,"R",587,"A",,"A",,"A",,"A",,"A",
365505, 1,"R",21,"A",,"A",,"R",21,"A",,"A",,"A",,"A",,"A",
365505, 2,"R",21,"A",,"A",,"R",21,"A",,"A",,"A",,"A",,"A",
365505, 3,"R",21,"A",,"A",,"R",21,"A",,"A",,"A",,"A",,"A",
365693, 1,"R",167,"A",,"A",,"R",167,"A",,"A",,"A",,"A",,"A",
365693, 2,"R",167,"A",,"A",,"R",167,"A",,"A",,"A",,"A",,"A",
365693, 3,"R",167,"A",,"A",,"R",167,"A",,"A",,"A",,"A",,"A",
365763, 1,"R",32,"A",,"A",,"R",32,"A",,"A",,"A",,"A",,"A",
365763, 2,"R",32,"A",,"A",,"R",32,"A",,"A",,"A",,"A",,"A",
365763, 3,"R",32,"A",,"A",,"R",32,"A",,"A",,"A",,"A",,"A",
365824, 1,"R",109,"R",0,"R",46,"R",63,"A",,"A",,"A",,"A",,"A",
365824, 2,"R",109,"R",0,"R",46,"R",63,"A",,"A",,"A",,"A",,"A",
365824, 3,"R",109,"R",0,"R",46,"R",63,"A",,"A",,"A",,"A",,"A",
365833, 1,"R",112,"R",0,"R",76,"R",36,"A",,"A",,"A",,"A",,"A",
365833, 2,"R",112,"R",0,"R",76,"R",36,"A",,"A",,"A",,"A",,"A",
365833, 3,"R",112,"R",0,"R",76,"R",36,"A",,"A",,"A",,"A",,"A",
366003, 1,"R",355,"R",127,"R",122,"R",106,"R",102,"R",24,"R",0,"R",1,"R",0
366003, 2,"R",273,"R",90,"R",101,"R",82,"R",73,"R",17,"R",0,"R",0,"R",0
366003, 3,"R",271,"R",90,"R",100,"R",81,"R",73,"R",17,"R",0,"R",0,"R",0
366003,11,"R",2,"R",0,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",
366003,12,"R",82,"R",37,"R",21,"R",24,"R",29,"R",7,"R",0,"R",1,"R",0
366155, 1,"R",37,"A",,"A",,"R",37,"A",,"A",,"A",,"A",,"A",
366155, 2,"R",37,"A",,"A",,"R",37,"A",,"A",,"A",,"A",,"A",
366155, 3,"R",37,"A",,"A",,"R",37,"A",,"A",,"A",,"A",,"A",
366191, 1,"R",1230,"A",,"A",,"R",1230,"A",,"A",,"A",,"A",,"A",
366191, 2,"R",1230,"A",,"A",,"R",1230,"A",,"A",,"A",,"A",,"A",
366191, 3,"R",1230,"A",,"A",,"R",1230,"A",,"A",,"A",,"A",,"A",
366252, 1,"R",4307,"R",404,"R",1514,"R",2389,"R",354,"R",50,"R",0,"R",0,"R",0
366252, 2,"R",4287,"R",400,"R",1514,"R",2373,"R",350,"R",50,"R",0,"R",0,"R",0
366252, 3,"R",4254,"R",390,"R",1502,"R",2362,"R",340,"R",50,"R",0,"R",0,"R",0
366252,11,"R",33,"R",10,"R",12,"R",11,"R",10,"R",0,"R",0,"R",0,"R",0
366252,12,"R",20,"R",4,"R",0,"R",16,"R",4,"R",0,"R",0,"R",0,"R",0
366261, 1,"R",382,"R",301,"R",0,"R",81,"R",116,"R",185,"R",0,"R",0,"R",0
366261, 2,"R",382,"R",301,"R",0,"R",81,"R",116,"R",185,"R",0,"R",0,"R",0
366261, 3,"R",382,"R",301,"R",0,"R",81,"R",116,"R",185,"R",0,"R",0,"R",0
366270, 1,"R",288,"A",,"A",,"R",288,"A",,"A",,"A",,"A",,"A",
366270, 2,"R",288,"A",,"A",,"R",288,"A",,"A",,"A",,"A",,"A",
366270, 3,"R",288,"A",,"A",,"R",288,"A",,"A",,"A",,"A",,"A",
366289, 1,"R",2,"A",,"A",,"R",2,"A",,"A",,"A",,"A",,"A",
366289, 2,"R",2,"A",,"A",,"R",2,"A",,"A",,"A",,"A",,"A",
366289, 3,"R",2,"A",,"A",,"R",2,"A",,"A",,"A",,"A",,"A",
366340, 1,"R",261,"R",1,"R",1,"R",259,"R",0,"R",1,"R",0,"R",0,"R",0
366340, 2,"R",261,"R",1,"R",1,"R",259,"R",0,"R",1,"R",0,"R",0,"R",0
366340, 3,"R",187,"R",1,"R",1,"R",185,"R",0,"R",1,"R",0,"R",0,"R",0
366340,11,"R",74,"R",0,"R",0,"R",74,"A",,"A",,"A",,"A",,"A",
366368, 1,"R",116,"A",,"A",,"R",116,"A",,"A",,"A",,"A",,"A",
366368,12,"R",116,"A",,"A",,"R",116,"A",,"A",,"A",,"A",,"A",
366395, 1,"R",20053,"R",2469,"R",6007,"R",11577,"R",2419,"R",9,"R",38,"R",3,"R",0
366395, 2,"R",20053,"R",2469,"R",6007,"R",11577,"R",2419,"R",9,"R",38,"R",3,"R",0
366395, 3,"R",14134,"R",2147,"R",5814,"R",6173,"R",2102,"R",7,"R",35,"R",3,"R",0
366395,11,"R",5919,"R",322,"R",193,"R",5404,"R",317,"R",2,"R",3,"R",0,"R",0
366401, 1,"R",7448,"R",747,"R",2540,"R",4161,"R",734,"R",0,"R",8,"R",5,"R",0
366401, 2,"R",7448,"R",747,"R",2540,"R",4161,"R",734,"R",0,"R",8,"R",5,"R",0
366401, 3,"R",6766,"R",654,"R",2449,"R",3663,"R",644,"R",0,"R",8,"R",2,"R",0
366401,11,"R",682,"R",93,"R",91,"R",498,"R",90,"R",0,"R",0,"R",3,"R",0
366465, 1,"R",2264,"R",577,"R",786,"R",901,"R",571,"R",6,"R",0,"R",0,"R",0
366465, 2,"R",2264,"R",577,"R",786,"R",901,"R",571,"R",6,"R",0,"R",0,"R",0
366465, 3,"R",1781,"R",471,"R",712,"R",598,"R",465,"R",6,"R",0,"R",0,"R",0
366465,11,"R",483,"R",106,"R",74,"R",303,"R",106,"R",0,"R",0,"R",0,"R",0
366535, 1,"R",244,"R",0,"R",244,"R",0,"A",,"A",,"A",,"A",,"A",
366535, 2,"R",244,"R",0,"R",244,"R",0,"A",,"A",,"A",,"A",,"A",
366535, 3,"R",244,"R",0,"R",244,"R",0,"A",,"A",,"A",,"A",,"A",
366553, 1,"R",532,"R",1,"R",287,"R",244,"R",1,"Z",0,"Z",0,"Z",0,"R",0
366553, 2,"R",532,"R",1,"R",287,"R",244,"R",1,"Z",0,"Z",0,"Z",0,"R",0
366553, 3,"R",532,"R",1,"R",287,"R",244,"R",1,"Z",0,"Z",0,"Z",0,"R",0
366571, 1,"R",21,"A",,"A",,"R",21,"A",,"A",,"A",,"A",,"A",
366571, 2,"R",21,"A",,"A",,"R",21,"A",,"A",,"A",,"A",,"A",
366571, 3,"R",21,"A",,"A",,"R",21,"A",,"A",,"A",,"A",,"A",
366623, 1,"R",265,"A",,"A",,"R",265,"A",,"A",,"A",,"A",,"A",
366623, 2,"R",265,"A",,"A",,"R",265,"A",,"A",,"A",,"A",,"A",
366623, 3,"R",33,"A",,"A",,"R",33,"A",,"A",,"A",,"A",,"A",
366623,11,"R",232,"A",,"A",,"R",232,"A",,"A",,"A",,"A",,"A",
366711, 1,"R",15431,"R",882,"R",5684,"R",8865,"R",869,"R",12,"Z",0,"R",1,"R",0
366711, 2,"R",14246,"R",602,"R",5395,"R",8249,"R",592,"R",10,"Z",0,"R",0,"R",0
366711, 3,"R",14174,"R",555,"R",5392,"R",8227,"R",546,"R",9,"Z",0,"R",0,"R",0
366711,11,"R",72,"R",47,"R",3,"R",22,"R",46,"R",1,"Z",0,"R",0,"R",0
