UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5 
113218, 2,"R",8437,"R",4294,"R",2157,"R",1986,"R",4242,"R",0,"R",43,"R",9,"R",0
113218, 3,"R",6788,"R",3448,"R",1996,"R",1344,"R",3407,"R",0,"R",32,"R",9,"R",0
113218,11,"R",1649,"R",846,"R",161,"R",642,"R",835,"R",0,"R",11,"R",0,"R",0
113236, 1,"R",13992,"R",3498,"R",5367,"R",5127,"R",3484,"R",3,"R",2,"R",9,"R",0
113236, 2,"R",13992,"R",3498,"R",5367,"R",5127,"R",3484,"R",3,"R",2,"R",9,"R",0
113236, 3,"R",12309,"R",2980,"R",5223,"R",4106,"R",2967,"R",3,"R",2,"R",8,"R",0
113236,11,"R",1683,"R",518,"R",144,"R",1021,"R",517,"R",0,"R",0,"R",1,"R",0
113333, 1,"R",16990,"R",6977,"R",5262,"R",4751,"R",6714,"R",21,"R",114,"R",128,"R",0
113333, 2,"R",16990,"R",6977,"R",5262,"R",4751,"R",6714,"R",21,"R",114,"R",128,"R",0
113333, 3,"R",14953,"R",6190,"R",5163,"R",3600,"R",5935,"R",20,"R",108,"R",127,"R",0
113333,11,"R",2037,"R",787,"R",99,"R",1151,"R",779,"R",1,"R",6,"R",1,"R",0
113449, 1,"R",173,"A",,"A",,"R",173,"A",,"A",,"A",,"A",,"A",
113449, 2,"R",173,"A",,"A",,"R",173,"A",,"A",,"A",,"A",,"A",
113449, 3,"R",173,"A",,"A",,"R",173,"A",,"A",,"A",,"A",,"A",
113573, 1,"R",10764,"R",3635,"R",3802,"R",3327,"R",3608,"R",20,"R",1,"R",6,"R",0
113573, 2,"R",10764,"R",3635,"R",3802,"R",3327,"R",3608,"R",20,"R",1,"R",6,"R",0
113573, 3,"R",8900,"R",3013,"R",3591,"R",2296,"R",2992,"R",17,"R",0,"R",4,"R",0
113573,11,"R",1864,"R",622,"R",211,"R",1031,"R",616,"R",3,"R",1,"R",2,"R",0
113582, 1,"R",111,"R",4,"R",76,"R",31,"R",4,"R",0,"R",0,"R",0,"R",0
113582, 2,"R",92,"R",0,"R",69,"R",23,"A",,"A",,"A",,"A",,"A",
113582, 3,"R",92,"R",0,"R",69,"R",23,"A",,"A",,"A",,"A",,"A",
113582,12,"R",19,"R",4,"R",7,"R",8,"R",4,"R",0,"R",0,"R",0,"R",0
113634, 1,"R",16424,"R",5574,"R",6375,"R",4475,"R",5354,"R",0,"R",176,"R",44,"R",0
113634, 2,"R",16424,"R",5574,"R",6375,"R",4475,"R",5354,"R",0,"R",176,"R",44,"R",0
113634, 3,"R",14734,"R",4553,"R",6182,"R",3999,"R",4377,"R",0,"R",136,"R",40,"R",0
113634,11,"R",1690,"R",1021,"R",193,"R",476,"R",977,"R",0,"R",40,"R",4,"R",0
113698, 1,"R",2026,"R",327,"R",452,"R",1247,"R",57,"R",116,"R",16,"R",137,"R",1
113698, 2,"R",1182,"R",51,"R",321,"R",810,"R",18,"R",14,"R",15,"R",3,"R",1
113698, 3,"R",1178,"R",47,"R",321,"R",810,"R",18,"R",10,"R",15,"R",3,"R",1
113698,11,"R",4,"R",4,"Z",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0
113698,12,"R",844,"R",276,"R",131,"R",437,"R",39,"R",102,"R",1,"R",134,"R",0
113704, 1,"R",66,"R",0,"R",6,"R",60,"A",,"A",,"A",,"A",,"A",
113704,12,"R",66,"R",0,"R",6,"R",60,"A",,"A",,"A",,"A",,"A",
113856, 1,"R",30321,"R",12468,"R",5394,"R",12459,"R",12275,"R",0,"R",99,"R",94,"R",0
113856, 2,"R",30321,"R",12468,"R",5394,"R",12459,"R",12275,"R",0,"R",99,"R",94,"R",0
113856, 3,"R",24401,"R",7923,"R",5146,"R",11332,"R",7833,"R",0,"R",37,"R",53,"R",0
113856,11,"R",5920,"R",4545,"R",248,"R",1127,"R",4442,"R",0,"R",62,"R",41,"R",0
113980, 1,"R",21599,"R",6037,"R",7362,"R",8200,"R",5873,"R",0,"R",147,"R",17,"R",0
113980, 2,"R",21599,"R",6037,"R",7362,"R",8200,"R",5873,"R",0,"R",147,"R",17,"R",0
113980, 3,"R",18994,"R",5199,"R",6742,"R",7053,"R",5062,"R",0,"R",122,"R",15,"R",0
113980,11,"R",2605,"R",838,"R",620,"R",1147,"R",811,"R",0,"R",25,"R",2,"R",0
114114, 1,"R",181,"A",,"A",,"R",181,"A",,"A",,"A",,"A",,"A",
114114,12,"R",181,"A",,"A",,"R",181,"A",,"A",,"A",,"A",,"A",
114123, 1,"R",48,"A",,"A",,"R",48,"A",,"A",,"A",,"A",,"A",
114123,12,"R",48,"A",,"A",,"R",48,"A",,"A",,"A",,"A",,"A",
114266, 1,"R",8989,"R",3657,"R",2889,"R",2443,"R",3601,"R",6,"R",20,"R",30,"R",0
114266, 2,"R",8989,"R",3657,"R",2889,"R",2443,"R",3601,"R",6,"R",20,"R",30,"R",0
114266, 3,"R",7670,"R",3085,"R",2602,"R",1983,"R",3031,"R",6,"R",18,"R",30,"R",0
114266,11,"R",1319,"R",572,"R",287,"R",460,"R",570,"R",0,"R",2,"R",0,"R",0
114354, 1,"R",1366,"R",18,"R",1049,"R",299,"R",12,"R",5,"R",0,"R",1,"R",0
114354, 2,"R",1319,"R",18,"R",1010,"R",291,"R",12,"R",5,"R",0,"R",1,"R",0
114354, 3,"R",1319,"R",18,"R",1010,"R",291,"R",12,"R",5,"R",0,"R",1,"R",0
114354,12,"R",47,"R",0,"R",39,"R",8,"A",,"A",,"A",,"A",,"A",
114433, 1,"R",1758,"R",1043,"R",274,"R",441,"R",1040,"R",2,"R",1,"R",0,"R",0
114433, 2,"R",1758,"R",1043,"R",274,"R",441,"R",1040,"R",2,"R",1,"R",0,"R",0
114433, 3,"R",1574,"R",957,"R",270,"R",347,"R",955,"R",1,"R",1,"R",0,"R",0
114433,11,"R",184,"R",86,"R",4,"R",94,"R",85,"R",1,"R",0,"R",0,"R",0
114460, 1,"R",245,"A",,"A",,"R",245,"A",,"A",,"A",,"A",,"A",
114460, 2,"R",245,"A",,"A",,"R",245,"A",,"A",,"A",,"A",,"A",
114460, 3,"R",245,"A",,"A",,"R",245,"A",,"A",,"A",,"A",,"A",
114549, 1,"R",937,"R",134,"R",803,"R",0,"R",30,"R",97,"R",0,"R",7,"R",0
114549,12,"R",937,"R",134,"R",803,"R",0,"R",30,"R",97,"R",0,"R",7,"R",0
114585, 1,"R",289,"R",27,"R",262,"R",0,"R",12,"R",15,"Z",0,"Z",0,"R",0
114585,12,"R",289,"R",27,"R",262,"R",0,"R",12,"R",15,"Z",0,"Z",0,"R",0
114637, 1,"R",52,"A",,"A",,"R",52,"A",,"A",,"A",,"A",,"A",
114637, 2,"R",52,"A",,"A",,"R",52,"A",,"A",,"A",,"A",,"A",
114637, 3,"R",52,"A",,"A",,"R",52,"A",,"A",,"A",,"A",,"A",
114716, 1,"R",12931,"R",5431,"R",2027,"R",5473,"R",5105,"R",82,"R",131,"R",113,"R",0
114716, 2,"R",12931,"R",5431,"R",2027,"R",5473,"R",5105,"R",82,"R",131,"R",113,"R",0
114716, 3,"R",10922,"R",4713,"R",1940,"R",4269,"R",4430,"R",81,"R",95,"R",107,"R",0
114716,11,"R",2009,"R",718,"R",87,"R",1204,"R",675,"R",1,"R",36,"R",6,"R",0
114734, 1,"R",69,"R",32,"Z",0,"R",37,"R",12,"R",18,"R",0,"R",2,"R",0
114734,12,"R",69,"R",32,"Z",0,"R",37,"R",12,"R",18,"R",0,"R",2,"R",0
114761, 1,"R",67,"A",,"A",,"R",67,"A",,"A",,"A",,"A",,"A",
114761, 2,"R",67,"A",,"A",,"R",67,"A",,"A",,"A",,"A",,"A",
114761, 3,"R",67,"A",,"A",,"R",67,"A",,"A",,"A",,"A",,"A",
114789, 1,"R",25285,"R",7929,"R",6585,"R",10771,"R",7656,"R",0,"R",265,"R",8,"R",0
114789, 2,"R",25285,"R",7929,"R",6585,"R",10771,"R",7656,"R",0,"R",265,"R",8,"R",0
114789, 3,"R",18774,"R",5793,"R",5146,"R",7835,"R",5647,"R",0,"R",139,"R",7,"R",0
114789,11,"R",6511,"R",2136,"R",1439,"R",2936,"R",2009,"R",0,"R",126,"R",1,"R",0
114813, 1,"R",2921,"R",574,"R",2105,"R",242,"R",559,"R",11,"Z",0,"R",1,"R",3
114813, 2,"R",1616,"R",338,"R",1224,"R",54,"R",335,"R",3,"Z",0,"Z",0,"R",0
114813, 3,"R",1614,"R",338,"R",1224,"R",52,"R",335,"R",3,"Z",0,"Z",0,"R",0
114813,11,"R",2,"R",0,"R",0,"R",2,"A",,"A",,"A",,"A",,"A",
114813,12,"R",1305,"R",236,"R",881,"R",188,"R",224,"R",8,"Z",0,"R",1,"R",3
114840, 1,"R",1935,"R",1165,"R",252,"R",518,"R",322,"R",595,"R",0,"R",248,"R",0
114840,12,"R",1935,"R",1165,"R",252,"R",518,"R",322,"R",595,"R",0,"R",248,"R",0
114859, 1,"R",18569,"R",5710,"R",6573,"R",6286,"R",5691,"R",10,"R",0,"R",9,"R",0
114859, 2,"R",18569,"R",5710,"R",6573,"R",6286,"R",5691,"R",10,"R",0,"R",9,"R",0
114859, 3,"R",16637,"R",4773,"R",6383,"R",5481,"R",4756,"R",10,"R",0,"R",7,"R",0
114859,11,"R",1932,"R",937,"R",190,"R",805,"R",935,"R",0,"R",0,"R",2,"R",0
114938, 1,"R",5484,"R",1754,"R",1790,"R",1940,"R",1752,"R",1,"R",1,"R",0,"R",0
114938, 2,"R",5484,"R",1754,"R",1790,"R",1940,"R",1752,"R",1,"R",1,"R",0,"R",0
114938, 3,"R",4410,"R",1441,"R",1590,"R",1379,"R",1441,"R",0,"R",0,"R",0,"R",0
114938,11,"R",1074,"R",313,"R",200,"R",561,"R",311,"R",1,"R",1,"R",0,"R",0
114947, 1,"R",308,"A",,"A",,"R",308,"A",,"A",,"A",,"A",,"A",
114947, 2,"R",308,"A",,"A",,"R",308,"A",,"A",,"A",,"A",,"A",
114947, 3,"R",308,"A",,"A",,"R",308,"A",,"A",,"A",,"A",,"A",
115001, 1,"R",11176,"R",3515,"R",4429,"R",3232,"R",3406,"R",0,"R",95,"R",14,"R",0
115001, 2,"R",11176,"R",3515,"R",4429,"R",3232,"R",3406,"R",0,"R",95,"R",14,"R",0
115001, 3,"R",9807,"R",2844,"R",4273,"R",2690,"R",2808,"R",0,"R",22,"R",14,"R",0
115001,11,"R",1369,"R",671,"R",156,"R",542,"R",598,"R",0,"R",73,"R",0,"R",0
115010, 1,"R",854,"Z",0,"R",854,"R",0,"A",,"A",,"A",,"A",,"A",
115010, 2,"R",854,"Z",0,"R",854,"R",0,"A",,"A",,"A",,"A",,"A",
115010, 3,"R",854,"Z",0,"R",854,"R",0,"A",,"A",,"A",,"A",,"A",
115083, 1,"R",2262,"R",1760,"R",473,"R",29,"R",868,"R",1,"R",0,"R",54,"R",837
115083, 2,"R",575,"R",355,"R",191,"R",29,"R",135,"R",0,"R",0,"R",9,"R",211
115083, 3,"R",550,"R",346,"R",175,"R",29,"R",134,"R",0,"R",0,"R",9,"R",203
115083,11,"R",25,"R",9,"R",16,"R",0,"R",1,"R",0,"R",0,"R",0,"R",8
115083,12,"R",1687,"R",1405,"R",282,"R",0,"R",733,"R",1,"R",0,"R",45,"R",626
115126, 1,"R",10433,"R",4152,"R",3244,"R",3037,"R",4028,"R",15,"R",4,"R",105,"R",0
115126, 2,"R",10433,"R",4152,"R",3244,"R",3037,"R",4028,"R",15,"R",4,"R",105,"R",0
115126, 3,"R",8919,"R",3499,"R",3033,"R",2387,"R",3385,"R",13,"R",3,"R",98,"R",0
115126,11,"R",1514,"R",653,"R",211,"R",650,"R",643,"R",2,"R",1,"R",7,"R",0
115214, 1,"R",178,"R",38,"R",21,"R",119,"R",25,"R",7,"R",0,"R",6,"R",0
115214,12,"R",178,"R",38,"R",21,"R",119,"R",25,"R",7,"R",0,"R",6,"R",0
115296, 1,"R",13591,"R",4997,"R",4255,"R",4339,"R",4947,"R",0,"R",49,"R",1,"R",0
115296, 2,"R",13591,"R",4997,"R",4255,"R",4339,"R",4947,"R",0,"R",49,"R",1,"R",0
115296, 3,"R",11467,"R",4286,"R",4052,"R",3129,"R",4247,"R",0,"R",38,"R",1,"R",0
115296,11,"R",2124,"R",711,"R",203,"R",1210,"R",700,"R",0,"R",11,"R",0,"R",0
115357, 1,"R",173,"A",,"A",,"R",173,"A",,"A",,"A",,"A",,"A",
115357, 2,"R",173,"A",,"A",,"R",173,"A",,"A",,"A",,"A",,"A",
115357, 3,"R",173,"A",,"A",,"R",173,"A",,"A",,"A",,"A",,"A",
115393, 1,"R",8478,"R",1574,"R",3435,"R",3469,"R",1551,"R",0,"R",12,"R",11,"R",0
115393, 2,"R",8478,"R",1574,"R",3435,"R",3469,"R",1551,"R",0,"R",12,"R",11,"R",0
115393, 3,"R",7153,"R",1297,"R",3303,"R",2553,"R",1285,"R",0,"R",6,"R",6,"R",0
115393,11,"R",1325,"R",277,"R",132,"R",916,"R",266,"R",0,"R",6,"R",5,"R",0
115409, 1,"R",949,"A",,"A",,"R",949,"A",,"A",,"A",,"A",,"A",
115409, 2,"R",949,"A",,"A",,"R",949,"A",,"A",,"A",,"A",,"A",
115409, 3,"R",915,"A",,"A",,"R",915,"A",,"A",,"A",,"A",,"A",
115409,11,"R",34,"A",,"A",,"R",34,"A",,"A",,"A",,"A",,"A",
115658, 1,"R",79,"A",,"A",,"R",79,"A",,"A",,"A",,"A",,"A",
115658, 2,"R",79,"A",,"A",,"R",79,"A",,"A",,"A",,"A",,"A",
115658, 3,"R",79,"A",,"A",,"R",79,"A",,"A",,"A",,"A",,"A",
115746, 1,"R",882,"A",,"A",,"R",882,"A",,"A",,"A",,"A",,"A",
115746,12,"R",882,"A",,"A",,"R",882,"A",,"A",,"A",,"A",,"A",
115755, 1,"R",6156,"R",560,"R",3385,"R",2211,"R",546,"R",13,"Z",0,"R",1,"R",0
115755, 2,"R",5594,"R",463,"R",3156,"R",1975,"R",450,"R",12,"Z",0,"R",1,"R",0
115755, 3,"R",5491,"R",363,"R",3154,"R",1974,"R",354,"R",8,"Z",0,"R",1,"R",0
115755,11,"R",103,"R",100,"R",2,"R",1,"R",96,"R",4,"Z",0,"R",0,"R",0
115755,12,"R",562,"R",97,"R",229,"R",236,"R",96,"R",1,"Z",0,"R",0,"R",0
115773, 1,"R",575,"R",421,"R",0,"R",154,"R",416,"R",5,"Z",0,"Z",0,"R",0
115773, 2,"R",183,"R",183,"Z",0,"R",0,"R",179,"R",4,"Z",0,"Z",0,"R",0
115773, 3,"R",178,"R",178,"Z",0,"R",0,"R",174,"R",4,"Z",0,"Z",0,"R",0
115773,11,"R",5,"R",5,"Z",0,"R",0,"R",5,"Z",0,"Z",0,"Z",0,"R",0
115773,12,"R",392,"R",238,"R",0,"R",154,"R",237,"R",1,"Z",0,"Z",0,"R",0
115861, 1,"R",8111,"R",2056,"R",3942,"R",2113,"R",1961,"R",0,"R",94,"R",1,"R",0
115861, 2,"R",8111,"R",2056,"R",3942,"R",2113,"R",1961,"R",0,"R",94,"R",1,"R",0
115861, 3,"R",6881,"R",1355,"R",3761,"R",1765,"R",1310,"R",0,"R",45,"R",0,"R",0
115861,11,"R",1230,"R",701,"R",181,"R",348,"R",651,"R",0,"R",49,"R",1,"R",0
115931, 1,"R",609,"R",0,"R",21,"R",588,"A",,"A",,"A",,"A",,"A",
115931, 2,"R",609,"R",0,"R",21,"R",588,"A",,"A",,"A",,"A",,"A",
115931, 3,"R",609,"R",0,"R",21,"R",588,"A",,"A",,"A",,"A",,"A",
116226, 1,"R",107,"A",,"A",,"R",107,"A",,"A",,"A",,"A",,"A",
116226, 2,"R",107,"A",,"A",,"R",107,"A",,"A",,"A",,"A",,"A",
116226, 3,"R",107,"A",,"A",,"R",107,"A",,"A",,"A",,"A",,"A",
116439, 1,"R",11994,"R",4578,"R",4957,"R",2459,"R",4461,"R",0,"R",68,"R",49,"R",0
116439, 2,"R",11994,"R",4578,"R",4957,"R",2459,"R",4461,"R",0,"R",68,"R",49,"R",0
116439, 3,"R",9577,"R",3027,"R",4747,"R",1803,"R",2918,"R",0,"R",64,"R",45,"R",0
116439,11,"R",2417,"R",1551,"R",210,"R",656,"R",1543,"R",0,"R",4,"R",4,"R",0
116563, 1,"R",205,"R",0,"R",30,"R",175,"A",,"A",,"A",,"A",,"A",
116563, 2,"R",205,"R",0,"R",30,"R",175,"A",,"A",,"A",,"A",,"A",
116563, 3,"R",205,"R",0,"R",30,"R",175,"A",,"A",,"A",,"A",,"A",
116846, 1,"R",209,"R",165,"R",2,"R",42,"R",121,"R",43,"R",0,"R",1,"R",0
116846, 2,"R",117,"R",117,"Z",0,"R",0,"R",82,"R",34,"R",0,"R",1,"R",0
116846, 3,"R",69,"R",69,"Z",0,"R",0,"R",34,"R",34,"R",0,"R",1,"R",0
116846,11,"R",48,"R",48,"Z",0,"R",0,"R",48,"Z",0,"Z",0,"Z",0,"R",0
116846,12,"R",92,"R",48,"R",2,"R",42,"R",39,"R",9,"Z",0,"Z",0,"R",0
117052, 1,"R",8174,"R",2896,"R",2042,"R",3236,"R",2794,"R",0,"R",98,"R",4,"R",0
117052, 2,"R",8174,"R",2896,"R",2042,"R",3236,"R",2794,"R",0,"R",98,"R",4,"R",0
117052, 3,"R",4853,"R",1968,"R",1329,"R",1556,"R",1911,"R",0,"R",53,"R",4,"R",0
117052,11,"R",3321,"R",928,"R",713,"R",1680,"R",883,"R",0,"R",45,"R",0,"R",0
117104, 1,"R",504,"R",145,"R",180,"R",179,"R",75,"R",66,"Z",0,"R",1,"R",3
117104, 2,"R",396,"R",111,"R",106,"R",179,"R",60,"R",50,"Z",0,"Z",0,"R",1
117104, 3,"R",393,"R",110,"R",106,"R",177,"R",59,"R",50,"Z",0,"Z",0,"R",1
117104,11,"R",3,"R",1,"R",0,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",0
117104,12,"R",108,"R",34,"R",74,"R",0,"R",15,"R",16,"Z",0,"R",1,"R",2
117140, 1,"R",5596,"R",1275,"R",2188,"R",2133,"R",1209,"R",37,"R",0,"R",29,"R",0
117140, 2,"R",3352,"R",619,"R",1519,"R",1214,"R",587,"R",28,"R",0,"R",4,"R",0
117140, 3,"R",3341,"R",611,"R",1519,"R",1211,"R",579,"R",28,"R",0,"R",4,"R",0
117140,11,"R",11,"R",8,"R",0,"R",3,"R",8,"R",0,"R",0,"R",0,"R",0
117140,12,"R",2244,"R",656,"R",669,"R",919,"R",622,"R",9,"R",0,"R",25,"R",0
117168, 1,"R",807,"R",0,"R",525,"R",282,"A",,"A",,"A",,"A",,"A",
117168, 2,"R",776,"R",0,"R",496,"R",280,"A",,"A",,"A",,"A",,"A",
117168, 3,"R",776,"R",0,"R",496,"R",280,"A",,"A",,"A",,"A",,"A",
117168,12,"R",31,"R",0,"R",29,"R",2,"A",,"A",,"A",,"A",,"A",
117195, 1,"R",3376,"R",1382,"R",417,"R",1577,"R",1307,"R",11,"R",59,"R",5,"R",0
117195, 2,"R",3376,"R",1382,"R",417,"R",1577,"R",1307,"R",11,"R",59,"R",5,"R",0
117195, 3,"R",2909,"R",1064,"R",353,"R",1492,"R",1003,"R",8,"R",50,"R",3,"R",0
117195,11,"R",467,"R",318,"R",64,"R",85,"R",304,"R",3,"R",9,"R",2,"R",0
117238, 1,"R",131,"A",,"A",,"R",131,"A",,"A",,"A",,"A",,"A",
117238, 2,"R",131,"A",,"A",,"R",131,"A",,"A",,"A",,"A",,"A",
117238, 3,"R",131,"A",,"A",,"R",131,"A",,"A",,"A",,"A",,"A",
117247, 1,"R",10211,"R",4184,"R",2569,"R",3458,"R",3984,"R",0,"R",121,"R",79,"R",0
117247, 2,"R",10211,"R",4184,"R",2569,"R",3458,"R",3984,"R",0,"R",121,"R",79,"R",0
117247, 3,"R",7158,"R",3138,"R",2128,"R",1892,"R",3008,"R",0,"R",62,"R",68,"R",0
117247,11,"R",3053,"R",1046,"R",441,"R",1566,"R",976,"R",0,"R",59,"R",11,"R",0
117274, 1,"R",1783,"R",802,"R",467,"R",514,"R",800,"R",0,"R",1,"R",1,"R",0
117274, 2,"R",1783,"R",802,"R",467,"R",514,"R",800,"R",0,"R",1,"R",1,"R",0
117274, 3,"R",1564,"R",696,"R",454,"R",414,"R",694,"R",0,"R",1,"R",1,"R",0
117274,11,"R",219,"R",106,"R",13,"R",100,"R",106,"R",0,"R",0,"R",0,"R",0
117283, 1,"R",78,"R",51,"R",16,"R",11,"R",48,"R",3,"R",0,"R",0,"R",0
117283, 2,"R",78,"R",51,"R",16,"R",11,"R",48,"R",3,"R",0,"R",0,"R",0
117283, 3,"R",78,"R",51,"R",16,"R",11,"R",48,"R",3,"R",0,"R",0,"R",0
117520, 1,"R",613,"R",0,"R",382,"R",231,"A",,"A",,"A",,"A",,"A",
117520,12,"R",613,"R",0,"R",382,"R",231,"A",,"A",,"A",,"A",,"A",
117557, 1,"R",474,"A",,"A",,"R",474,"A",,"A",,"A",,"A",,"A",
117557, 2,"R",223,"A",,"A",,"R",223,"A",,"A",,"A",,"A",,"A",
117557, 3,"R",223,"A",,"A",,"R",223,"A",,"A",,"A",,"A",,"A",
117557,12,"R",251,"A",,"A",,"R",251,"A",,"A",,"A",,"A",,"A",
117575, 1,"R",138,"R",80,"R",15,"R",43,"R",48,"R",31,"R",0,"R",0,"R",1
117575, 2,"R",31,"R",20,"R",3,"R",8,"R",14,"R",6,"R",0,"R",0,"R",0
117575, 3,"R",30,"R",19,"R",3,"R",8,"R",14,"R",5,"R",0,"R",0,"R",0
117575,11,"R",1,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
117575,12,"R",107,"R",60,"R",12,"R",35,"R",34,"R",25,"R",0,"R",0,"R",1
117627, 1,"R",1611,"R",0,"R",24,"R",1587,"A",,"A",,"A",,"A",,"A",
117627, 2,"R",1244,"A",,"A",,"R",1244,"A",,"A",,"A",,"A",,"A",
117627, 3,"R",1155,"A",,"A",,"R",1155,"A",,"A",,"A",,"A",,"A",
117627,11,"R",89,"A",,"A",,"R",89,"A",,"A",,"A",,"A",,"A",
117627,12,"R",367,"R",0,"R",24,"R",343,"A",,"A",,"A",,"A",,"A",
117636, 1,"R",4202,"R",590,"R",1070,"R",2542,"R",477,"R",93,"R",0,"R",20,"R",0
117636, 2,"R",979,"R",96,"R",415,"R",468,"R",89,"R",7,"R",0,"R",0,"R",0
117636, 3,"R",867,"R",91,"R",374,"R",402,"R",85,"R",6,"R",0,"R",0,"R",0
117636,11,"R",112,"R",5,"R",41,"R",66,"R",4,"R",1,"R",0,"R",0,"R",0
117636,12,"R",3223,"R",494,"R",655,"R",2074,"R",388,"R",86,"R",0,"R",20,"R",0
117645, 1,"R",24425,"R",6941,"R",9474,"R",8010,"R",6816,"R",0,"R",121,"R",4,"R",0
117645, 2,"R",24425,"R",6941,"R",9474,"R",8010,"R",6816,"R",0,"R",121,"R",4,"R",0
117645, 3,"R",21899,"R",5935,"R",9165,"R",6799,"R",5847,"R",0,"R",84,"R",4,"R",0
117645,11,"R",2526,"R",1006,"R",309,"R",1211,"R",969,"R",0,"R",37,"R",0,"R",0
117672, 1,"R",1987,"R",1030,"R",913,"R",44,"R",529,"R",448,"R",0,"R",4,"R",49
117672, 2,"R",720,"R",646,"R",74,"R",0,"R",311,"R",285,"R",0,"R",1,"R",49
117672, 3,"R",132,"R",58,"R",74,"R",0,"R",46,"R",12,"R",0,"R",0,"R",0
117672,11,"R",588,"R",588,"R",0,"R",0,"R",265,"R",273,"R",0,"R",1,"R",49
117672,12,"R",1267,"R",384,"R",839,"R",44,"R",218,"R",163,"R",0,"R",3,"R",0
117690, 1,"R",8898,"R",5451,"R",1664,"R",1783,"R",5315,"R",0,"R",87,"R",49,"R",0
117690, 2,"R",8898,"R",5451,"R",1664,"R",1783,"R",5315,"R",0,"R",87,"R",49,"R",0
117690, 3,"R",6496,"R",4222,"R",1464,"R",810,"R",4146,"R",0,"R",37,"R",39,"R",0
117690,11,"R",2402,"R",1229,"R",200,"R",973,"R",1169,"R",0,"R",50,"R",10,"R",0
117706, 1,"R",16186,"R",7258,"R",4622,"R",4306,"R",7107,"R",0,"R",110,"R",41,"R",0
117706, 2,"R",16186,"R",7258,"R",4622,"R",4306,"R",7107,"R",0,"R",110,"R",41,"R",0
117706, 3,"R",13029,"R",5357,"R",4428,"R",3244,"R",5297,"R",0,"R",28,"R",32,"R",0
117706,11,"R",3157,"R",1901,"R",194,"R",1062,"R",1810,"R",0,"R",82,"R",9,"R",0
117715, 1,"R",5267,"R",3513,"R",633,"R",1121,"R",3432,"R",0,"R",50,"R",31,"R",0
117715, 2,"R",5267,"R",3513,"R",633,"R",1121,"R",3432,"R",0,"R",50,"R",31,"R",0
117715, 3,"R",3793,"R",2756,"R",530,"R",507,"R",2714,"R",0,"R",21,"R",21,"R",0
117715,11,"R",1474,"R",757,"R",103,"R",614,"R",718,"R",0,"R",29,"R",10,"R",0
117724, 1,"R",12655,"R",3710,"R",2675,"R",6270,"R",3635,"R",0,"R",45,"R",30,"R",0
117724, 2,"R",12655,"R",3710,"R",2675,"R",6270,"R",3635,"R",0,"R",45,"R",30,"R",0
117724, 3,"R",10165,"R",2931,"R",2536,"R",4698,"R",2884,"R",0,"R",30,"R",17,"R",0
117724,11,"R",2490,"R",779,"R",139,"R",1572,"R",751,"R",0,"R",15,"R",13,"R",0
117733, 1,"R",15733,"R",8983,"R",3499,"R",3251,"R",8879,"R",0,"R",49,"R",55,"R",0
117733, 2,"R",15733,"R",8983,"R",3499,"R",3251,"R",8879,"R",0,"R",49,"R",55,"R",0
117733, 3,"R",12470,"R",6912,"R",3176,"R",2382,"R",6825,"R",0,"R",40,"R",47,"R",0
117733,11,"R",3263,"R",2071,"R",323,"R",869,"R",2054,"R",0,"R",9,"R",8,"R",0
117751, 1,"R",2799,"R",789,"R",31,"R",1979,"R",382,"R",375,"R",0,"R",30,"R",2
117751, 2,"R",1914,"R",644,"R",31,"R",1239,"R",319,"R",298,"R",0,"R",25,"R",2
117751, 3,"R",1606,"R",336,"R",31,"R",1239,"R",117,"R",203,"R",0,"R",16,"R",0
117751,11,"R",308,"R",308,"R",0,"R",0,"R",202,"R",95,"R",0,"R",9,"R",2
117751,12,"R",885,"R",145,"R",0,"R",740,"R",63,"R",77,"R",0,"R",5,"R",0
117788, 1,"R",14076,"R",7507,"R",2962,"R",3607,"R",7283,"R",0,"R",159,"R",65,"R",0
117788, 2,"R",14076,"R",7507,"R",2962,"R",3607,"R",7283,"R",0,"R",159,"R",65,"R",0
117788, 3,"R",10857,"R",5961,"R",2813,"R",2083,"R",5851,"R",0,"R",61,"R",49,"R",0
117788,11,"R",3219,"R",1546,"R",149,"R",1524,"R",1432,"R",0,"R",98,"R",16,"R",0
117803, 1,"R",220,"A",,"A",,"R",220,"A",,"A",,"A",,"A",,"A",
117803, 2,"R",220,"A",,"A",,"R",220,"A",,"A",,"A",,"A",,"A",
117803, 3,"R",220,"A",,"A",,"R",220,"A",,"A",,"A",,"A",,"A",
117867, 1,"R",10425,"R",6034,"R",2248,"R",2143,"R",5906,"R",0,"R",93,"R",35,"R",0
117867, 2,"R",10425,"R",6034,"R",2248,"R",2143,"R",5906,"R",0,"R",93,"R",35,"R",0
117867, 3,"R",8031,"R",4661,"R",2120,"R",1250,"R",4594,"R",0,"R",39,"R",28,"R",0
