;Z,ENSIGN,WESTMIN,WSU_MAIN,WSU_DAVIS,SLCC_SC,BYU,SLCC_MAIN,UVU_MAIN,UOFU_MAIN,SLCC_JD,SLCC_ML
2762,0,0,0,0,0,0,0,1,0,0,0
2763,0,0,0,1,0,0,0,20,0,0,0
2764,0,0,0,0,0,3,0,11,0,0,0
2765,0,0,0,0,0,3,0,59,0,0,0
2766,2,0,0,0,0,3,0,13,0,0,0
2767,0,0,0,0,0,1,0,9,2,0,0
2769,0,0,0,0,0,1,0,14,2,0,0
2770,0,0,0,0,0,0,0,1,0,0,0
2771,0,0,6,0,0,2,0,6,0,0,0
2772,0,0,0,0,0,0,0,19,11,0,0
2773,0,0,0,0,0,1,0,7,0,0,0
2774,0,0,0,0,0,0,0,1,0,0,0
2776,0,0,0,0,0,17,0,41,15,2,0
2777,0,0,0,0,0,1,0,5,0,0,0
2778,0,0,0,0,0,10,0,2,0,0,0
2779,0,0,0,0,0,6,0,2,0,0,0
2780,0,0,0,0,0,0,0,0,0,0,0
2781,0,0,0,0,0,5,0,31,0,2,0
2782,0,0,0,0,0,1,0,3,0,0,0
2783,0,0,0,0,0,6,0,5,0,0,0
2784,0,0,0,0,0,3,0,74,0,0,0
2785,31,0,0,0,0,51,0,50,15,0,0
2786,0,0,0,0,0,6,0,5,0,0,0
2788,2,0,0,0,0,2,0,18,0,0,0
2791,0,0,0,0,0,0,0,2,0,0,0
2803,0,0,0,0,0,2,0,10,0,0,0
2804,0,0,0,0,0,11,0,144,38,0,0
2808,0,0,0,0,0,8,0,139,0,0,0
2809,4,0,0,0,0,0,0,51,0,0,0
2810,0,0,0,0,0,3,0,7,0,0,0
2811,0,0,0,0,0,2,0,16,0,0,0
2813,0,0,0,0,0,28,0,130,17,0,1
2815,0,0,0,0,0,5,0,38,0,0,0
2816,0,0,0,0,0,2,0,19,0,0,0
2818,0,0,0,0,0,37,0,13,0,0,0
2820,0,0,0,0,0,6,0,32,0,0,0
2821,0,0,0,0,0,3,0,11,10,0,0
2825,0,0,0,0,0,19,0,18,0,0,0
2826,0,0,0,0,0,8,0,11,0,0,0
2827,0,0,0,0,0,5,0,5,0,0,0
2828,0,0,0,0,0,38,0,50,0,0,0
2829,0,0,0,0,0,34,11,8,0,0,0
2830,0,0,0,0,0,10,0,10,0,0,0
2831,0,0,0,0,0,1,0,8,0,0,0
2832,0,0,0,0,0,34,0,198,0,0,0
2833,0,0,0,0,0,6,0,20,0,0,0
2834,5,0,0,0,0,35,0,138,0,0,0
2835,0,0,0,0,0,7,0,35,0,0,0
2836,0,0,0,0,0,0,0,4,1,0,0
2837,0,0,0,0,0,0,0,10,0,0,0
2838,0,0,0,0,0,4,46,8,0,0,0
2839,0,0,0,0,0,9,0,7,0,0,0
2840,0,0,0,0,0,18,0,74,34,0,0
2841,8,0,0,0,0,20,0,65,13,0,0
2842,0,0,0,0,0,8,0,14,33,0,0
2843,0,0,0,0,0,11,0,16,0,5,0
2844,0,0,0,0,0,6,0,37,26,8,0
2845,1,0,0,0,0,22,0,21,7,0,0
2846,0,0,0,0,0,9,4,15,2,0,0
2847,0,0,0,0,0,5,8,4,0,0,0
2848,0,1,5,1,0,82,31,0,13,0,0
2849,0,0,4,0,0,5,0,0,0,0,0
2850,0,0,0,0,0,3,0,0,0,0,0
2853,0,0,0,0,0,29,0,0,0,0,0
2854,0,0,0,0,0,22,0,0,7,10,0
2855,0,0,0,0,0,0,0,0,0,0,0
2856,0,0,0,0,0,7,0,0,0,0,0
2857,0,0,0,0,0,7,0,0,20,0,0
2858,0,0,0,0,0,7,0,0,0,0,0
2859,0,0,0,0,0,20,0,0,0,0,0
2861,0,0,3,0,0,1,0,0,1,0,0
2862,0,0,0,0,0,6,0,0,0,0,0
2863,0,0,0,1,0,23,0,0,0,0,2
2864,0,0,0,0,0,11,0,0,0,5,0
2865,0,0,0,0,0,44,0,108,1,9,0
2866,0,0,0,0,0,6,0,40,0,0,0
2867,0,0,0,0,0,11,0,46,1,0,0
2868,0,0,0,0,0,46,0,76,3,0,0
2869,0,0,0,0,0,32,0,0,0,0,0
2870,24,0,0,0,0,7,0,20,0,0,0
2871,0,0,0,0,0,30,0,572,0,0,0
2872,0,0,0,0,0,17,0,0,0,0,0
2873,0,0,0,0,0,12,0,18,17,0,0
2874,0,0,0,0,0,6,0,7,0,0,0
2875,0,0,0,0,0,0,0,0,0,0,0
2876,0,0,0,0,0,3,0,0,0,0,0
2877,0,0,0,0,0,15,0,0,0,0,0
2878,0,0,0,0,0,13,0,0,0,0,0
2879,0,0,0,0,0,0,16,4,0,4,0
2880,0,0,0,0,0,31,0,82,25,0,0
2881,0,0,0,0,0,0,0,31,0,0,0
2882,0,0,0,0,0,35,13,0,30,0,0
2883,0,0,0,0,0,0,0,0,0,0,0
2884,0,0,0,0,0,19,0,0,0,0,0
2886,0,0,0,0,0,25,0,0,0,0,0
2887,0,0,0,0,0,18,0,0,0,0,0
2888,1,0,0,0,0,4,0,14,0,0,0
2889,1,0,0,0,0,19,0,0,0,0,0
2890,0,0,0,0,0,4,0,0,0,0,0
2891,0,0,0,0,0,16,7,0,0,0,0
2892,0,0,0,0,0,22,0,0,0,0,0
2893,0,0,0,0,0,54,0,0,4,0,0
2894,0,0,0,0,0,118,0,121,5,0,0
2895,0,0,0,0,0,61,0,40,0,0,0
2898,0,0,0,0,0,0,0,0,1,0,0
2899,0,0,0,0,0,14,0,3,0,0,0
2900,0,0,0,0,0,16,0,332,0,0,0
2903,0,0,0,0,0,8,0,1,0,0,0
2904,3,0,7,0,0,161,32,13,0,0,0
2905,0,0,0,0,0,286,0,12,0,0,0
2906,0,0,0,0,0,110,0,13,0,0,0
2907,0,0,0,0,0,214,0,13,52,0,0
2908,0,0,0,0,0,20,0,6,0,0,0
2909,0,0,0,0,0,23,0,7,5,0,0
2910,0,0,0,0,0,14,0,14,0,0,0
2911,0,0,0,0,0,12,0,2,0,0,0
2913,0,0,0,0,0,30,0,43,0,0,0
2914,0,0,0,0,0,20,0,1,3,0,0
2915,0,0,0,0,0,16,0,9,0,0,0
2916,0,0,0,0,0,6,0,12,0,0,0
2917,0,0,0,0,0,7,0,7,0,0,0
2918,0,0,0,0,0,0,0,1,0,0,0
2919,0,0,0,0,0,30,9,121,0,0,0
2920,0,0,0,0,0,15,0,0,0,0,0
2921,0,0,0,0,0,10,0,0,0,0,0
2922,0,0,0,0,0,36,0,13,0,0,0
2924,0,0,0,0,0,3,0,2,0,0,0
2925,0,0,0,0,0,30,0,15,0,0,0
2927,0,0,0,0,0,70,0,15,0,0,0
2928,0,0,0,0,0,45,0,32,0,0,0
2929,0,0,0,0,0,62,0,34,9,0,0
2930,5,0,0,0,0,188,0,875,10,0,0
2931,1,0,0,0,0,47,0,309,1,0,0
2932,0,0,0,0,0,98,0,42,15,0,0
2933,4,0,0,0,0,714,0,284,0,0,0
2934,4,0,0,0,0,561,0,607,0,0,0
2935,8,0,0,0,0,181,0,72,16,0,0
2936,0,0,0,0,0,282,0,46,0,0,0
2937,0,3,0,0,0,765,0,2,0,0,0
2938,6,0,0,0,0,850,0,75,0,0,0
2939,13,0,0,0,0,5060,0,0,1,0,0
2940,0,0,0,0,0,588,0,50,0,0,0
2941,0,0,0,0,0,1095,0,35,16,0,0
2943,0,0,0,0,0,46,0,44,0,0,0
2944,4,0,0,0,7,1404,0,28,0,0,0
2946,0,0,0,0,0,8,0,80,0,0,0
2947,0,0,0,0,0,1,0,0,0,0,0
2950,0,0,0,0,0,0,0,0,0,0,0
2951,0,0,0,0,0,4,0,6,0,0,0
2952,0,0,0,0,0,5,0,21,0,0,0
2957,0,0,0,0,0,4,0,18,0,0,0
2958,0,0,0,0,0,2,0,0,0,0,0
2960,0,0,0,0,0,491,0,18,26,0,0
2961,0,0,0,0,0,220,0,39,0,0,0
2962,0,0,0,0,0,1,0,7,3,0,0
2963,0,0,0,0,0,225,0,2,0,0,0
2964,0,0,0,0,0,1085,0,1,0,0,0
2965,0,0,0,0,0,3,0,3,0,0,0
2966,0,0,0,0,0,4536,0,0,0,0,0
2967,0,0,0,0,0,4986,0,21,2,0,0
2968,0,0,0,0,0,48,0,9,1,0,0
2969,0,0,0,0,0,32,0,11,2,11,0
2970,4,0,0,0,0,393,0,15,0,0,0
2971,4,0,0,0,0,151,0,72,4,0,0
2972,1,0,0,0,0,4681,0,9,0,0,0
2973,0,0,0,0,0,274,0,25,0,0,0
2974,0,0,0,0,0,111,0,21,0,0,0
2975,1,1,0,0,0,21,0,3,0,0,0
2976,12,10,0,0,0,560,0,55,0,0,0
2977,2,0,4,0,0,70,0,26,0,0,0
2978,3,2,0,0,0,1556,0,26,0,0,0
2979,0,0,0,0,0,801,0,36,0,0,0
2980,0,0,0,0,0,52,0,21,3,0,0
2981,0,0,0,0,0,344,0,5,0,0,0
2982,0,0,0,0,0,10,0,2,0,0,0
2984,8,0,0,0,0,489,0,64,0,0,0
2985,0,0,0,0,0,2,0,0,0,0,0
2986,0,0,0,0,0,174,0,27,3,0,0
2987,3,0,0,0,0,431,0,88,5,0,0
2988,3,0,0,0,0,213,0,33,3,0,0
2989,0,0,0,0,0,34,0,1,0,0,0
2991,0,0,0,0,0,158,0,13,1,0,0
2992,10,0,0,0,0,1562,0,216,0,0,0
2993,7,0,0,0,0,931,0,66,0,0,0
2994,0,0,0,0,0,661,0,110,0,0,0
2995,10,0,0,0,0,199,0,25,0,0,0
2996,0,0,0,0,0,1,0,0,1,0,0
2997,0,0,0,0,0,1,0,1,0,0,0
2998,0,0,0,0,0,10,0,1,0,0,0
2999,0,0,0,0,0,9,0,21,0,0,0
3000,4,0,0,0,0,3,17,4,2,0,0
3001,10,0,0,0,0,40,8,26,0,0,0
3003,4,0,0,0,0,12,0,25,0,0,0
3004,0,0,0,0,0,35,0,1,8,0,0
3005,23,0,0,0,0,174,0,9,11,0,0
3006,0,0,0,0,0,31,4,7,0,0,0
3007,0,0,0,0,0,47,0,6,2,0,0
3008,2,0,0,0,0,53,0,11,1,0,0
3009,0,0,0,0,0,6,0,2,3,0,0
3010,0,0,0,0,0,20,0,16,0,0,0
3011,0,0,0,0,0,30,0,7,0,0,0
3012,0,0,0,0,0,13,0,13,0,0,0
3013,0,0,0,0,0,41,0,30,0,0,0
3014,0,0,0,0,0,119,0,17,37,0,0
3015,0,0,0,0,0,36,0,8,0,0,0
3016,4,0,0,0,0,108,0,2,0,0,0
3017,0,0,0,0,0,4,0,1,0,0,0
3020,0,0,0,0,0,36,0,6,0,0,0
3021,0,0,0,0,0,4,0,6,0,0,0
3022,0,0,0,0,0,8,0,5,0,0,0
3023,0,0,0,0,0,18,0,3,0,0,0
3029,0,0,0,0,0,7,0,1,0,0,0
3030,0,0,0,0,0,157,0,24,0,0,0
3031,0,0,0,0,0,3,0,1,0,0,0
3032,0,0,0,0,0,5,0,1,0,0,0
3035,0,0,0,0,0,2,0,4,0,0,0
3042,0,0,0,0,0,1,0,3,0,0,0
3051,0,0,0,0,0,1,0,4,0,0,0
3052,0,0,0,0,0,0,0,2,0,0,0
3055,0,0,0,0,0,5,0,0,0,0,0
3057,7,0,0,1,0,1,0,4,0,0,0
3058,0,0,0,0,0,14,0,3,0,0,0
3059,0,0,0,0,0,12,0,247,0,0,0
3060,0,0,0,0,0,2,0,6,0,0,0
3062,0,0,0,0,0,0,0,66,0,0,0
3063,0,0,0,0,0,0,0,3,0,0,0
3064,0,0,0,0,0,1,0,0,0,0,0
3065,0,0,0,0,0,2,0,19,0,0,0
3066,0,1,0,0,0,1,0,0,0,0,0
3067,0,0,0,0,0,4,0,48,0,0,0
3068,0,0,0,0,0,5,0,42,0,0,0
3071,0,0,0,0,0,0,0,3,0,0,0
3072,0,0,0,0,0,26,0,4,0,0,0
3073,0,0,0,0,0,8,0,7,0,0,0
3074,0,0,0,0,0,4,0,2,0,0,0
3075,0,0,0,0,0,6,0,8,0,0,0
3076,0,0,0,0,0,5,0,30,0,0,0
3077,0,0,0,0,0,9,0,31,0,0,0
3078,0,0,0,0,0,3,0,66,0,0,0
3079,0,0,0,0,0,9,0,32,0,0,0
3081,0,0,0,0,0,5,0,6,0,0,0
3083,0,0,0,0,0,1,0,3,0,0,0
3089,0,0,0,0,0,3,0,0,0,0,0
3090,0,0,0,0,0,1,0,0,0,0,0
3091,0,0,0,0,0,2,0,6,0,0,0
3092,0,0,0,0,0,0,0,6,0,0,0
3098,0,0,0,0,0,8,0,2,0,0,0
3099,0,0,0,0,0,30,0,27,79,0,0
3100,0,0,0,0,0,31,0,22,0,0,0
3101,0,0,0,0,0,32,0,5,0,0,0
3102,0,0,0,0,0,5,0,0,0,0,0
3104,0,0,0,0,0,4,0,85,0,0,0
3105,0,0,0,0,0,10,0,5,0,0,0
3106,0,0,0,0,0,7,0,0,0,0,0
3107,0,0,0,0,0,3,0,7,0,0,0
3108,0,0,0,0,0,7,0,0,0,0,0
3109,0,0,0,0,0,6,0,6,0,0,0
3110,0,0,0,0,0,2,0,32,0,0,0
3111,0,0,0,0,0,4,0,3,0,0,0
3112,0,0,0,0,0,3,0,0,0,0,0
3113,0,0,0,0,0,1,0,4,0,0,0
3114,0,0,0,0,0,20,0,26,0,0,0
3115,0,0,0,0,0,1,0,0,0,0,0
3116,0,0,0,0,0,4,0,9,0,0,0
3117,0,0,0,0,0,3,0,0,0,0,0
3118,0,0,0,0,0,2,0,26,0,0,0
3121,0,0,0,0,0,3,0,98,0,0,0
3122,0,0,0,0,0,1,0,2,0,0,0
3126,0,0,0,0,0,0,0,12,0,0,0
3128,0,0,0,0,0,2,0,0,0,0,0
3147,0,0,0,0,0,2,0,20,0,0,0
3179,0,0,0,0,0,2,0,0,0,0,0
3180,0,0,0,0,0,0,0,1,0,0,0
3183,0,0,0,0,0,1,0,2,0,0,0
3184,0,0,0,0,0,3,0,42,0,0,0
3188,0,0,0,0,0,5,0,51,0,0,0
3189,0,0,0,0,0,7,0,18,0,0,0
3190,0,0,0,0,0,2,0,71,0,0,0
3191,0,0,0,0,0,2,0,147,0,0,0
3192,0,0,0,0,0,2,0,0,0,0,0
3193,0,0,0,0,0,1,0,2,0,0,0
3194,0,0,0,0,0,1,0,5,0,0,0
3195,0,0,0,0,0,19,0,124,0,0,0
3196,0,0,0,0,0,3,0,82,57,0,0
3197,0,0,0,0,0,1,0,127,0,0,0
3198,0,0,0,0,0,0,0,82,0,0,0
3204,0,0,0,0,0,1,0,0,0,0,0
3209,0,0,0,0,0,4,0,8,37,0,0
3210,0,0,0,0,0,2,0,8,0,0,0
3211,0,0,0,0,0,2,0,0,0,0,0
3212,0,0,0,0,0,0,0,8,0,0,0
3221,0,0,0,0,0,0,0,18,0,0,0
3225,0,0,0,0,0,3,0,0,0,0,0
3261,0,0,0,0,0,0,0,1,0,0,0
3282,0,0,0,0,0,0,0,6,0,0,0
3288,0,0,0,0,0,0,0,7,0,0,0
3292,0,0,0,0,0,1,0,14,0,0,0
3295,0,0,0,0,0,0,0,174,0,0,0
3364,0,0,0,0,0,1,0,65,0,0,0
3372,0,0,9,0,0,0,0,0,0,0,0
3373,0,0,0,0,0,0,0,24,0,0,0
3420,0,0,0,0,0,0,0,210,0,0,0
3424,0,0,0,0,0,0,0,27,5,0,0
3425,0,0,0,0,0,2,0,19,0,0,0
3426,0,0,1,0,0,2,0,112,0,0,0
3428,0,0,2,0,0,0,0,0,31,0,0
3429,0,0,0,0,0,0,0,6,0,0,0
3432,0,0,4,0,0,0,0,0,0,0,0
3436,0,0,54,0,0,0,0,0,0,0,0
3443,0,0,0,0,0,8,0,0,0,0,0
3445,4,0,0,0,0,0,0,0,0,0,0
3450,0,0,22,0,0,0,0,0,0,0,0
3459,0,0,0,0,0,0,0,0,8,0,0
3460,0,0,0,4,0,0,0,0,0,0,0
3461,0,0,0,0,0,1,0,0,0,0,0
3467,0,0,0,5,0,0,0,0,0,0,0
3473,0,0,0,0,0,1,0,0,0,0,0
3478,0,0,0,2,0,0,0,0,0,0,0
3484,0,0,0,0,0,0,0,212,0,0,0
3485,0,0,3,0,0,0,0,0,0,0,0
3486,0,0,19,0,0,0,0,0,0,0,0
3491,0,0,3,3,0,0,0,0,0,0,0
3492,0,0,0,3,0,0,0,0,0,0,0
3497,0,0,0,4,0,0,0,0,0,0,0
3506,4,0,0,0,0,7,0,0,0,0,0
3508,0,0,0,0,0,6,0,1,0,0,0
3523,0,0,0,0,0,0,0,0,0,0,0
