;Z,ENSIGN,WESTMIN,WSU_MAIN,WSU_DAVIS,SLCC_SC,BYU,SLCC_MAIN,UVU_MAIN,UOFU_MAIN,SLCC_JD,SLCC_ML
938,0,0,0,0,0,0,0,7,0,0,0
941,0,0,0,0,2,0,0,0,4,0,0
949,0,0,5,0,0,0,0,0,1,0,0
951,0,0,0,0,23,0,144,6,157,0,0
952,0,0,0,0,0,0,0,0,4,0,0
960,0,0,0,0,47,0,27,0,3,0,3
961,0,0,0,0,3,0,6,0,20,0,0
962,0,3,0,1,0,0,36,0,5,0,0
964,0,0,0,0,3,0,0,0,6,0,3
966,0,0,0,0,8,0,18,0,0,0,0
967,0,0,0,0,0,0,0,0,5,24,0
968,0,0,0,0,0,0,0,0,6,0,0
969,0,0,0,0,6,0,0,0,0,0,0
970,14,0,0,0,0,0,13,0,29,0,0
971,0,0,0,0,0,0,0,3,13,0,0
972,1,0,0,0,0,0,0,0,12,0,0
973,4,0,0,0,1,0,0,0,40,0,0
974,32,2,0,0,1,0,0,0,17,0,0
980,0,0,0,0,0,1,0,0,0,0,5
981,8,0,0,0,0,0,0,0,10,0,0
982,4,0,0,0,0,0,0,0,4,0,0
983,0,0,0,0,3,2,0,4,76,0,0
984,8,16,16,0,0,1,3,2,41,11,2
985,6,1,0,2,2,0,4,2,58,9,0
986,5,0,0,0,0,0,0,0,3,0,0
987,4,0,0,0,7,0,0,0,19,0,0
988,5,0,0,0,0,0,31,0,11,0,0
989,6,0,0,0,0,0,6,0,0,0,0
990,23,0,9,0,9,0,83,3,11,0,0
991,14,0,0,0,0,0,15,0,6,0,0
992,4,5,1,0,1,5,0,6,35,0,0
993,21,0,0,1,0,0,0,0,5,0,0
994,11,4,0,0,36,1,6,0,30,0,0
995,54,0,2,0,5,7,62,0,41,13,0
996,7,0,0,0,0,0,8,0,10,0,0
997,0,0,0,0,0,0,6,4,42,0,0
998,10,0,0,1,0,1,55,0,13,0,0
1000,0,0,0,0,0,0,0,0,1,0,0
1001,0,0,0,0,1,0,0,0,50,0,0
1002,0,3,0,0,0,0,0,0,8,0,0
1003,0,0,0,0,0,0,0,4,94,0,0
1004,0,0,0,0,0,0,0,0,33,0,0
1005,0,0,0,0,1,0,0,0,32,0,0
1006,5,0,0,1,0,0,4,2,425,0,0
1016,5,2,0,0,0,2,0,4,36,0,0
1019,0,0,0,0,0,0,0,0,0,0,0
1020,1,0,0,0,0,0,0,0,2,0,0
1021,0,0,0,4,0,0,4,0,3,0,0
1022,4,0,0,0,0,0,11,0,13,0,0
1025,15,0,0,0,0,3,53,4,7,0,0
1026,6,0,0,0,0,0,30,0,71,0,0
1027,0,0,0,0,0,0,0,0,5,0,0
1033,0,0,0,0,0,0,0,0,14,0,0
1034,8,1,1,0,4,0,1,1,9,0,0
1036,3,0,0,1,0,0,0,0,3,0,0
1037,1,1,0,0,0,0,0,0,5,0,0
1038,7,0,0,0,1,0,8,0,18,0,0
1039,5,0,0,0,0,1,4,0,59,0,0
1041,5,0,0,0,0,0,5,0,16,0,0
1042,0,1,0,0,0,0,0,0,64,0,0
1043,6,1,0,0,5,0,3,0,32,0,0
1044,1,0,0,0,0,0,0,0,5,0,0
1045,5,0,7,0,1,0,0,0,62,0,0
1046,4,0,9,0,0,1,0,0,75,0,0
1047,0,0,6,0,14,0,0,0,24,0,0
1048,1,2,0,0,0,0,1,3,34,0,0
1049,0,0,0,0,1,0,0,0,83,0,0
1050,4,33,0,0,0,0,0,0,255,0,0
1051,0,1,0,0,0,0,3,0,4050,1,0
1052,0,0,0,0,0,0,0,0,2439,0,0
1060,4,0,0,0,0,2,5,0,0,17,0
1061,0,0,0,0,0,0,0,0,55,0,0
1063,3,0,0,0,10,0,0,0,5,0,0
1064,3,0,0,0,0,0,0,0,39,0,0
1065,7,1,0,0,2,0,0,0,5,0,0
1066,1,1,0,0,0,1,1,0,45,0,0
1067,6,0,0,0,1,0,0,0,5,0,0
1069,1,2,0,0,6,1,3,4,16,0,2
1070,2,0,0,0,3,0,5,0,4,0,0
1071,1,0,0,1,3,0,0,0,7,0,0
1072,2,0,0,0,0,0,1,3,9,0,0
1073,1,0,0,0,0,0,0,0,3,0,0
1074,0,0,0,0,0,0,0,0,16,0,0
1075,0,0,0,0,0,0,0,0,0,0,0
1077,3,0,0,0,1,0,0,1,7,0,0
1079,0,0,0,0,0,0,0,0,1,0,0
1081,0,0,0,0,0,0,0,0,90,0,0
1082,0,0,4,0,0,0,0,0,3,0,0
1083,1,0,0,0,0,0,0,0,5,0,0
1084,2,1,0,0,0,0,0,0,29,2,0
1085,0,1,12,0,0,0,6,0,11,0,0
1086,0,0,0,0,0,0,1,0,24,0,0
1087,0,0,0,0,0,0,0,0,8,0,0
1088,0,1,0,0,0,0,4,0,280,0,0
1089,0,0,0,0,1,0,0,0,21,0,0
1090,1,0,0,0,0,0,0,0,34,0,0
1091,2,0,0,0,0,0,3,0,120,8,0
1092,3,0,0,0,0,0,1,0,44,0,0
1093,0,0,0,0,0,0,0,0,11,0,0
1094,10,1,0,2,2,0,2,2,157,0,0
1095,1,0,1,0,0,0,0,0,3,0,0
1096,0,0,0,0,0,0,0,0,11,0,0
1097,1,0,0,0,1,0,0,0,106,0,0
1098,0,2,0,0,4,0,3,0,160,0,0
1099,0,0,0,0,0,0,0,0,199,0,0
1100,0,0,0,0,0,0,3,0,91,0,0
1101,2,1,0,0,0,0,0,0,166,0,0
1102,0,1,5,0,1,0,5,0,53,2,3
1108,11,0,14,0,0,0,9,0,36,0,0
1109,0,0,0,0,8,0,14,0,13,17,0
1110,0,0,0,0,1,0,2,0,2,0,0
1111,0,0,0,0,0,0,0,0,2,0,0
1113,4,0,0,0,0,0,0,0,0,0,0
1114,0,0,0,0,0,0,0,0,2,0,0
1115,0,0,0,0,0,0,0,0,0,1,0
1116,1,0,0,0,0,0,0,0,6,0,0
1118,7,0,0,0,0,0,0,0,11,0,0
1124,1,1,4,0,0,0,14,0,18,0,0
1125,1,1,0,0,0,0,0,0,10,0,0
1127,2,0,0,0,1,0,1,0,6,0,0
1128,5,0,6,0,0,0,0,0,34,0,0
1130,1,0,0,0,1,0,0,0,4,0,0
1132,0,0,0,0,1,0,0,0,7,0,0
1137,0,0,0,0,2,0,0,2,26,0,2
1140,2,0,0,0,0,0,1,0,8,0,0
1144,2,0,0,0,0,0,7,0,24,0,0
1145,0,2,0,0,0,0,0,0,2,0,0
1146,0,0,0,0,0,0,3,0,11,0,0
1148,3,0,0,0,0,0,13,0,26,0,0
1149,0,0,0,0,3,0,0,1,18,0,0
1150,0,2,0,0,1,0,0,0,24,0,0
1151,0,0,0,0,0,0,0,0,14,0,0
1152,0,3,0,0,2,0,40,0,23,0,0
1153,0,0,0,0,2,0,0,0,54,0,0
1154,0,2,0,0,0,0,0,0,18,0,0
1155,1,0,0,0,0,0,0,0,24,0,0
1156,0,0,0,0,3,0,4,0,65,0,0
1157,0,0,0,1,0,0,0,1,8,0,0
1158,0,0,1,0,0,0,0,0,7,25,1
1159,3,0,0,0,4,0,8,0,51,0,0
1160,0,0,0,0,0,0,7,0,69,0,0
1161,0,0,0,2,0,0,2,0,155,0,0
1162,0,1,0,0,1,0,2,0,43,0,0
1163,8,19,0,0,0,2,101,0,576,0,0
1164,4,0,0,0,3,0,8,5,207,0,0
1165,5,23,0,0,38,0,3,0,77,0,0
1166,0,2,0,0,7,0,0,0,141,0,0
1168,4,3,0,0,8,0,84,0,602,0,0
1177,0,0,0,0,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,2,2,5,0,0
1180,4,3,0,0,19,0,69,0,14,0,0
1181,0,0,0,0,10,0,13,0,16,0,3
1182,1,0,0,0,0,0,5,0,3,0,0
1183,0,0,0,0,0,0,2,0,1,0,0
1188,3,1,0,0,1,0,0,0,7,0,0
1189,0,0,0,0,0,0,0,0,4,0,0
1190,10,0,0,0,0,0,3,0,23,0,0
1191,0,0,0,0,0,0,3,0,46,0,0
1192,0,1,0,0,4,0,1,0,4,0,0
1193,1,1,0,0,2,0,0,0,1,0,0
1194,0,2,0,0,14,0,6,4,11,0,0
1195,0,13,0,0,7,0,0,0,43,0,0
1197,0,0,0,1,0,0,0,0,35,0,0
1198,3,7,0,0,0,0,0,11,48,0,0
1199,0,3,0,0,11,0,0,0,45,0,0
1200,4,32,0,0,34,0,0,0,98,0,0
1201,0,5,0,0,0,0,0,0,31,0,0
1202,0,0,0,0,0,0,0,0,17,0,0
1203,0,0,0,0,0,0,0,0,74,0,0
1204,6,0,0,0,0,1,0,0,88,0,0
1205,3,0,0,3,3,2,5,0,35,0,0
1206,15,3,0,0,0,0,14,0,50,0,0
1216,0,0,0,0,0,0,1,0,0,0,0
1217,0,0,5,0,1,0,5,2,10,1,0
1218,0,0,0,0,8,0,6,13,11,0,0
1219,0,0,0,0,2,0,73,0,21,0,0
1220,0,0,0,0,0,0,4,0,0,0,0
1221,0,0,0,0,2,0,0,0,0,0,0
1222,0,0,0,0,0,0,1,0,0,0,0
1223,0,2,0,0,0,0,0,0,3,0,0
1226,1,0,0,0,1,0,0,0,3,0,0
1227,2,4,0,0,3,0,30,0,27,0,1
1228,1,1,0,0,2,0,4,0,26,0,0
1229,0,1,0,0,2,0,4,0,16,7,0
1230,0,2,0,0,1,0,0,0,2,0,0
1231,0,17,0,1,2,0,61,2,18,13,0
1232,0,9,0,0,2,0,0,0,101,0,2
1233,0,41,0,0,3,0,55,0,75,11,0
1234,0,8,0,0,7,0,28,0,31,0,1
1235,0,31,0,0,5,1,70,0,37,1,0
1236,2,8,0,0,1,0,0,0,59,0,0
1237,0,0,0,0,1,0,0,0,12,0,0
1238,0,8,0,0,4,0,8,0,154,0,0
1239,0,0,0,0,0,0,0,0,95,0,0
1240,0,5,0,0,0,0,0,0,47,0,0
1241,3,0,0,0,0,0,0,0,12,0,0
1242,0,5,0,0,3,0,0,0,46,0,0
1243,0,7,0,0,1,0,0,39,85,0,0
1244,0,1,0,0,0,0,0,0,60,0,0
1245,0,0,0,0,0,2,0,0,20,0,0
1253,0,0,0,0,1,0,0,0,3,0,0
1254,1,1,0,0,2,0,1,0,1,0,0
1255,0,1,0,0,1,0,0,0,10,0,0
1256,2,2,0,2,5,0,0,0,16,0,0
1257,0,0,0,0,1,0,1,0,2,0,0
1258,0,0,0,0,3,0,2,0,15,0,0
1259,0,4,14,0,5,0,2,0,29,0,0
1260,0,16,0,1,1,0,0,0,65,0,0
1261,3,25,0,0,2,0,4,6,24,0,0
1262,0,6,0,0,0,0,12,0,29,0,0
1263,0,401,0,0,0,0,3,0,8,0,0
1264,0,37,0,0,3,0,0,0,20,0,0
1265,0,50,0,0,6,0,9,0,46,0,0
1266,0,0,0,0,16,0,0,0,112,16,0
1267,3,116,0,0,0,0,0,0,22,0,0
1268,0,6,0,0,0,0,19,0,22,0,0
1269,0,0,0,0,3,0,0,0,74,0,0
1270,0,0,0,0,0,0,0,0,169,0,0
1271,1,4,0,0,1,0,3,0,19,0,2
1272,1,8,0,3,4,0,15,0,6,0,0
1273,2,25,7,0,6,0,0,0,103,0,3
1274,1,8,0,0,1,0,0,0,11,0,0
1275,1,165,0,0,1,0,1,0,8,0,0
1276,0,21,14,0,1,0,0,0,61,0,0
1278,0,8,0,0,23,0,0,0,90,0,0
1279,0,0,0,0,0,0,0,0,4,0,0
1280,0,9,0,1,9,0,2,0,130,0,0
1281,0,2,0,0,0,3,0,0,73,0,0
1282,0,5,0,0,5,0,0,0,15,0,0
1283,0,13,0,0,0,0,6,0,0,0,0
1284,0,0,0,0,0,0,0,0,12,24,0
1285,0,0,0,0,0,0,0,0,3,0,0
1286,0,5,11,0,0,0,7,26,34,0,0
1287,0,0,0,0,2,0,0,0,1,0,0
1288,1,10,2,0,2,1,0,4,11,0,0
1289,6,2,0,0,4,0,6,0,6,0,0
1290,53,14,0,0,7,0,7,0,51,6,0
1291,0,14,0,0,2,0,0,0,193,0,0
1292,0,2,0,1,0,1,2,0,47,0,4
1293,0,2,0,0,1,0,0,0,25,0,0
1296,0,0,0,0,0,0,0,0,13,0,0
1297,2,3,0,0,1,0,0,0,34,0,0
1298,0,0,0,0,2,1,0,0,93,0,0
1299,0,0,0,0,0,0,11,0,39,0,0
1300,0,1,0,0,0,0,1,0,6,0,0
1301,4,1,0,0,3,0,6,7,37,0,0
1303,0,0,0,0,0,0,3,0,0,0,0
1306,20,0,0,0,0,1,41,0,14,0,0
1308,0,0,0,0,0,0,8,0,12,0,0
1309,0,0,0,0,0,0,15,0,0,0,0
1310,0,0,0,0,0,0,0,0,35,0,0
1311,0,0,0,0,0,0,0,0,5,16,0
1312,0,3,0,0,14,0,233,0,0,43,0
1314,0,0,0,0,0,0,5,33,103,0,0
1315,0,0,0,0,2,0,0,0,0,1,0
1316,0,0,0,0,0,0,5,0,0,0,0
1318,0,0,0,0,0,0,31,0,0,4,0
1320,0,0,0,0,24,0,39,0,0,0,0
1327,0,0,0,0,0,0,13,2,4,0,1
1331,0,1,9,0,1,1,12,0,5,5,0
1332,0,0,0,0,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0,5,0,0
1338,7,0,0,0,0,0,20,0,8,15,0
1339,0,0,0,0,0,0,0,0,0,10,0
1340,0,0,0,0,0,0,6,0,0,0,0
1341,0,0,0,0,0,0,2,0,4,0,2
1342,0,0,0,0,4,0,5,0,2,0,0
1345,0,0,0,0,6,0,25,0,0,0,0
1347,0,2,0,0,0,0,9,0,19,0,0
1348,0,5,0,0,1,0,6,13,0,0,0
1349,0,0,0,0,0,0,7,0,9,0,0
1350,0,0,0,0,0,0,19,0,3,0,0
1351,1,0,0,1,0,0,1,0,4,1,0
1352,0,0,0,0,0,0,1,0,5,0,0
1353,0,0,0,0,1,0,15,0,2,0,0
1354,0,0,0,0,0,0,11,0,35,16,0
1355,3,0,0,0,0,0,5,0,8,29,0
1357,0,0,0,0,0,0,3,0,0,0,6
1358,0,0,0,0,21,0,32,0,8,2,3
1359,0,0,0,6,3,0,57,0,0,0,0
1360,0,0,0,0,10,0,8,0,19,3,0
1361,0,0,0,0,10,0,55,0,0,0,6
1362,0,0,0,0,0,0,0,0,4,0,0
1363,0,0,0,0,0,0,0,0,3,0,0
1364,0,0,0,0,0,0,7,0,0,0,0
1366,0,6,0,0,0,0,2,8,7,21,0
1367,2,0,0,0,0,0,2,0,3,0,0
1368,0,0,0,0,0,0,3,0,8,0,0
1370,1,0,0,0,1,0,1,0,1,0,2
1371,0,0,9,4,0,0,6,0,14,0,0
1372,0,0,0,0,0,0,12,7,34,0,0
1373,0,0,0,0,0,0,279,33,93,0,4
1375,0,0,0,0,0,0,2,0,14,0,0
1376,0,2,0,0,0,0,5,0,3,0,0
1377,0,0,0,0,2,0,5,18,86,27,0
1378,0,0,0,0,1,0,3,0,0,5,0
1379,0,0,0,0,0,0,3,0,3,0,0
1380,0,0,0,0,0,0,0,0,1,0,0
1381,0,1,0,0,0,0,10,0,6,0,0
1382,0,0,0,0,6,0,16,0,10,0,0
1383,0,0,8,0,0,0,7,0,11,1,3
1385,0,0,0,0,1,0,66,0,0,0,0
1386,0,0,0,0,0,0,19,0,5,0,0
1387,0,0,0,0,1,0,4,23,37,0,0
1388,0,0,0,0,0,0,76,0,24,0,0
1389,0,0,0,0,0,0,17,0,9,0,0
1390,0,0,0,0,0,0,10,0,0,0,0
1391,0,0,0,0,0,0,10,0,42,0,0
1392,0,0,0,0,0,0,37,31,3,0,0
1393,3,0,0,0,0,0,0,0,4,0,0
1394,0,0,0,0,0,0,32,0,4,0,0
1395,0,0,0,0,14,0,36,0,19,0,0
1396,0,0,0,0,0,0,0,0,5,0,0
1397,0,0,0,0,0,0,30,0,0,0,0
1398,0,0,0,0,2,0,15,0,5,0,0
1399,0,0,19,0,28,0,54,0,13,0,0
1400,0,0,0,0,2,0,36,9,25,0,0
1405,0,0,0,0,0,0,66,0,0,0,0
1406,0,0,0,2,0,0,0,0,4,0,0
1407,0,0,0,0,0,0,0,0,4,3,0
1408,0,0,0,0,0,0,128,0,16,40,0
1409,0,0,0,0,3,0,6,0,4,5,0
1410,0,0,0,0,0,0,15,0,10,0,0
1411,0,0,0,0,0,0,31,21,41,0,0
1412,0,0,0,0,0,0,6,0,0,0,0
1413,0,0,0,0,0,0,6,0,8,0,0
1414,0,0,0,0,0,0,27,0,0,0,0
1416,0,0,0,0,8,0,59,0,53,0,0
1418,0,0,0,0,0,0,41,0,3,0,0
1419,0,0,0,0,0,0,34,0,0,0,0
1420,0,0,0,0,1,0,13,0,1,0,0
1421,0,0,0,0,0,0,2,0,0,0,0
1422,0,0,0,0,0,0,11,0,0,15,0
1423,0,0,0,0,0,0,54,0,8,22,0
1426,2,0,0,0,0,0,8,0,16,0,0
1433,0,0,0,0,10,1,24,0,8,0,0
1436,0,0,0,0,12,0,47,0,9,0,7
1437,0,0,0,0,0,0,1,0,1,1,0
1438,0,0,0,0,11,0,21,0,0,0,9
1444,0,0,12,0,0,0,0,2,8,0,0
1445,1,1,0,0,5,0,0,0,15,1,0
1446,0,2,0,0,14,0,20,0,3,0,0
1447,0,2,0,1,1,0,1,0,2,0,0
1454,0,1,0,0,4,0,0,0,0,0,0
1455,0,2,0,0,0,0,0,0,1,1,0
1457,3,1,0,0,3,0,4,23,12,0,0
1458,0,2,0,0,1,0,0,0,29,4,0
1459,0,8,0,0,3,0,4,0,52,0,0
1460,4,10,0,0,0,0,0,0,37,0,0
1464,0,1,0,0,0,0,0,0,3,0,0
1465,0,1,0,0,1,0,0,0,1,0,0
1466,0,0,11,0,0,0,0,0,0,0,0
1467,0,0,0,0,2,0,0,0,0,0,0
1468,0,0,0,0,13,2,18,0,0,6,0
1469,1,0,0,0,0,0,1,0,3,0,6
1472,0,0,0,0,0,0,1,0,9,0,0
1473,0,0,5,0,0,0,0,1,3,0,0
1474,0,0,0,0,1,0,0,0,0,0,0
1475,0,0,0,0,0,0,0,0,0,0,0
1476,0,1,0,1,9,0,0,0,5,0,0
1477,0,0,0,0,9,0,3,0,14,0,0
1478,5,0,0,0,0,4,0,0,42,0,0
1479,0,0,0,0,0,0,0,0,0,0,0
1482,1,0,0,0,0,0,0,0,4,0,0
1483,0,0,0,0,0,0,2,0,1,0,0
1485,0,0,0,0,5,0,3,0,17,0,0
1486,0,0,0,0,0,0,10,0,4,0,0
1487,0,2,0,0,2,0,6,0,4,0,0
1488,0,0,0,0,2,0,4,0,79,0,0
1489,0,0,0,0,0,1,54,0,0,0,0
1492,0,0,0,0,3,0,25,0,40,0,0
1493,1,0,0,0,1,0,3,0,19,0,0
1495,0,2,0,0,1,0,24,0,19,0,0
1496,2,0,0,0,1,0,5,0,38,0,0
1497,0,0,0,0,1,0,0,0,2,0,0
1498,4,0,0,0,0,0,8,0,21,0,0
1499,0,5,0,0,0,0,0,0,27,0,0
1500,0,0,0,0,0,0,19,0,151,0,0
1501,9,0,0,0,3,0,7,11,29,0,0
1502,0,2,15,0,0,1,34,0,10,0,0
1503,0,1,0,0,1,0,1,0,2,0,0
1504,0,0,0,0,0,0,70,0,31,0,0
1505,43,0,0,0,0,0,0,0,8,0,3
1506,3,1,0,0,2,0,6,0,9,0,0
1507,1,1,0,0,1,0,0,14,11,0,0
1508,0,9,0,0,2,0,9,0,26,0,0
1509,0,0,0,0,0,0,85,0,23,0,0
1510,0,0,0,0,0,0,0,0,21,0,0
1511,0,28,0,0,2,0,0,0,39,0,0
1512,6,6,0,0,0,0,0,0,5,0,0
1513,0,0,0,0,0,0,4,0,7,0,0
1514,0,0,0,0,0,0,18,0,1,0,0
1515,0,3,0,2,0,0,10,0,31,0,0
1516,0,1,0,0,1,0,4,0,5,0,0
1517,1,2,5,0,15,0,12,0,1,0,0
1518,0,0,0,0,0,0,0,0,29,0,0
1519,0,5,0,0,3,0,1,5,20,0,0
1520,0,4,0,0,40,0,5,0,41,0,0
1521,0,4,0,0,0,0,23,0,22,0,0
1522,1,0,0,0,1,0,26,0,4,0,2
1523,0,0,0,0,0,0,22,0,0,0,0
1524,1,1,0,0,0,0,0,0,0,0,0
1525,1,2,0,0,1,0,0,0,10,0,0
1526,2,0,0,0,0,0,11,0,0,0,0
1527,0,3,0,0,0,0,41,0,0,0,0
1528,0,2,0,0,0,0,2,40,0,0,0
1529,0,2,0,0,0,0,21,0,6,20,0
1530,2,5,0,0,6,1,34,20,46,0,0
1531,0,2,0,0,0,0,30,0,62,6,0
1532,0,0,0,0,0,0,5,0,0,0,0
1534,0,0,0,0,0,0,2,0,28,0,0
1535,0,1,0,0,2,0,5,0,6,0,0
1536,0,0,0,0,3,0,29,0,6,0,0
1537,9,0,10,0,0,1,21,0,8,0,3
1538,0,0,0,0,4,0,0,0,40,18,0
1539,0,0,0,0,0,0,0,0,10,0,0
1540,0,0,0,0,0,0,0,0,41,0,0
1541,0,0,0,0,0,0,6,0,52,0,0
1542,0,0,0,0,0,0,0,1,2,0,0
1543,0,0,0,0,0,0,0,0,38,0,0
1544,0,0,0,0,0,2,41,0,15,0,0
1545,0,1,0,0,12,0,3,0,6,0,0
1546,0,3,0,0,0,0,0,44,7,0,0
1547,3,0,0,0,0,0,12,0,9,1,0
1548,1,4,0,0,2,0,0,0,4,0,0
1549,3,1,0,0,5,0,0,0,51,0,4
1550,0,1,0,0,0,0,0,0,12,0,0
1551,0,15,0,0,5,0,45,0,33,0,0
1552,0,23,0,0,0,0,0,0,14,0,0
1553,0,1,0,0,0,0,12,0,0,0,0
1554,3,14,0,0,0,0,13,0,26,3,0
1555,0,0,0,0,0,1,0,0,10,0,0
1556,0,0,0,0,0,0,0,46,5,0,0
1557,0,0,0,0,0,0,5,0,0,0,0
1558,0,0,0,0,0,0,5,0,0,1,0
1559,0,52,0,0,0,0,19,0,9,34,0
1560,4,0,0,0,13,0,30,38,9,0,0
1561,0,2,0,0,0,0,9,0,0,0,0
1562,0,0,0,0,0,0,26,0,0,7,0
1563,0,0,18,0,0,0,31,15,15,3,0
1564,0,0,0,0,0,0,13,0,0,4,5
1565,0,0,0,0,0,0,16,0,31,39,2
1566,0,3,0,0,0,0,3,0,10,2,0
1567,0,0,0,0,0,0,0,0,25,0,2
1568,1,0,0,0,0,0,0,0,3,0,0
1569,0,0,0,0,0,0,0,0,4,2,0
1570,0,0,0,0,0,0,2,0,0,0,0
1571,0,0,0,0,13,0,5,0,0,0,0
1572,0,0,0,0,0,0,231,0,82,5,0
1573,0,0,0,0,0,0,5,1,7,0,1
1574,0,0,0,0,0,0,16,0,0,0,0
1575,0,1,0,0,10,0,20,0,5,0,0
1576,0,0,0,0,3,0,13,0,29,0,0
1577,1,0,0,1,1,0,24,0,20,0,0
1579,0,0,0,0,2,0,43,0,28,13,0
1580,2,1,5,0,6,0,13,1,14,24,4
1581,3,0,0,0,27,0,148,7,11,0,0
1582,0,0,0,0,0,0,19,0,17,0,8
1583,0,0,0,0,0,0,2,0,2,2,0
1585,0,0,0,0,0,0,28,0,0,6,0
1586,0,0,0,0,0,0,11,0,3,0,2
1587,0,0,0,0,0,1,5,0,7,0,0
1588,0,0,0,0,0,0,38,0,36,5,0
1589,1,0,0,0,2,0,68,2,4,2,4
1590,0,0,0,0,2,0,18,0,32,0,0
1591,0,0,0,0,0,0,27,9,25,0,0
1592,0,0,0,0,0,0,1,0,0,0,0
1593,0,0,0,0,0,0,2,0,0,0,0
1594,0,0,0,0,0,0,1,0,0,1,0
1595,0,0,0,0,1,0,13,0,0,4,0
1596,0,0,0,0,19,2,7,0,0,0,0
1598,0,0,0,0,0,0,42,0,7,0,0
1599,0,0,0,0,0,0,10,0,0,0,0
1600,0,0,0,0,0,2,11,0,6,0,0
1601,0,0,0,0,0,0,60,0,5,11,0
1602,0,0,0,0,0,0,2,13,5,0,0
1603,0,0,0,0,0,0,35,0,35,5,0
1604,0,1,0,0,0,0,28,3,0,16,0
1605,0,1,1,0,1,0,15,0,4,3,4
1606,0,0,0,0,0,0,50,0,9,5,0
1607,0,0,0,0,1,0,7,3,0,0,0
1608,0,0,0,0,0,0,0,0,6,0,0
1609,0,0,29,0,0,0,0,0,14,0,0
1610,0,0,0,0,0,0,13,62,84,0,0
1611,0,0,0,0,0,0,38,0,5,0,0
1612,0,0,0,0,0,0,1,0,0,0,0
1613,3,0,1,0,1,0,4,0,4,0,2
1614,0,0,3,0,0,0,12,0,0,0,0
1617,0,0,0,0,0,0,1,0,0,2,0
1618,0,1,0,0,12,0,11,0,15,5,0
1619,3,0,0,0,0,0,23,0,17,0,0
1620,0,0,0,0,6,0,15,6,1,0,0
1621,0,0,0,0,2,0,10,0,6,0,0
1622,0,1,0,0,1,0,2,0,0,0,0
1623,2,0,0,0,2,0,29,0,4,0,0
1624,6,0,0,0,0,0,1,0,2,0,0
1625,0,0,0,0,0,0,7,0,18,0,0
1626,0,0,0,0,0,0,6,0,10,0,0
1627,0,0,5,0,0,0,0,0,2,0,0
1628,0,0,0,0,0,0,4,0,0,0,0
1629,0,1,0,0,2,0,0,0,4,0,0
1630,0,0,0,5,7,0,9,45,33,0,0
1631,0,0,0,0,4,0,4,0,12,7,0
1632,1,0,0,0,4,0,6,1,3,0,0
1635,0,0,0,0,0,0,1,0,0,1,0
1636,0,0,0,0,0,0,0,0,44,0,0
1637,2,3,0,0,0,0,13,0,19,0,0
1638,0,0,2,0,3,0,0,0,66,0,0
1639,0,0,0,0,0,3,16,0,5,0,0
1640,0,1,0,0,0,0,5,1,7,0,0
1643,2,1,0,0,1,0,4,0,4,38,0
1644,2,0,0,0,0,1,45,0,0,0,0
1645,0,17,6,0,3,0,133,8,9,0,0
1646,2,1,0,0,0,0,69,0,3,0,2
1647,0,36,0,0,3,0,5,0,42,0,0
1648,0,0,0,0,0,0,46,65,22,8,0
1649,0,0,0,0,0,0,3,2,1,0,0
1650,2,0,8,0,0,0,0,0,12,0,0
1651,1,4,0,0,0,0,3,0,1,0,0
1652,0,0,0,0,0,1,36,0,0,0,0
1653,4,0,0,0,5,1,4,0,26,0,0
1654,0,0,26,0,3,0,2,0,5,9,0
1656,0,0,0,0,2,0,4,8,26,0,0
1659,4,5,0,0,0,0,0,0,4,6,2
1660,0,0,0,0,0,0,1,0,1,0,0
1661,1,1,0,0,17,2,26,7,15,0,5
1662,0,1,0,0,0,0,0,0,0,0,0
1663,0,0,0,0,0,0,3,0,4,0,1
1664,1,0,0,0,1,0,62,0,0,2,0
1665,0,2,0,0,14,4,0,0,52,0,0
1667,0,0,0,0,0,0,2,0,0,0,0
1669,0,0,0,0,3,0,3,0,15,0,0
1670,0,0,0,0,3,1,0,0,10,0,0
1671,0,0,0,0,11,0,4,0,70,0,0
1672,0,13,8,0,0,0,15,0,16,0,0
1673,0,0,0,0,0,0,8,0,19,3,0
1674,0,0,0,0,0,0,3,0,12,0,0
1675,0,3,0,0,22,0,23,0,64,7,0
1676,0,0,0,0,0,0,3,37,5,0,0
1677,10,22,0,0,0,1,0,0,3,0,0
1678,0,3,0,0,0,0,0,0,20,0,0
1679,0,0,0,0,0,0,24,0,6,0,0
1680,0,1,0,0,0,1,6,0,14,0,0
1681,2,0,0,0,0,2,0,0,92,0,0
1682,8,0,0,0,0,0,9,0,60,0,0
1683,0,30,0,0,0,0,62,0,16,0,0
1684,0,4,0,0,5,0,0,0,14,0,0
1685,5,2,0,0,6,0,0,0,29,0,0
1686,0,2,0,0,0,0,3,0,10,0,0
1687,0,0,0,0,0,0,0,0,6,0,0
1688,0,5,0,0,9,0,0,0,9,0,0
1689,0,2,0,0,4,0,16,26,56,0,0
1690,0,0,0,0,0,0,0,0,1,0,0
1691,0,0,0,0,0,0,0,0,4,0,0
1692,0,0,0,0,7,0,0,0,0,0,0
1693,0,13,0,0,0,0,0,0,79,0,0
1694,0,8,0,0,0,0,10,0,21,0,0
